"","seed","gpt_informed_accuracy","gpt_naive_accuracy","claude_naive_accuracy","claude_informed_accuracy","EXTRATREES_accuracy","GLMNETLasso_accuracy","GLMNETRidge_accuracy","NNET_accuracy","RF_accuracy","Condition"
"23",23,0.877551020408163,0.836734693877551,0.387755102040816,0.653061224489796,0.897959183673469,0.857142857142857,0.938775510204082,0.877551020408163,0.877551020408163,"KD"
"24",24,0.693877551020408,0.877551020408163,0.489795918367347,0.63265306122449,0.857142857142857,0.836734693877551,0.877551020408163,0.857142857142857,0.857142857142857,"KD"
"25",25,0.857142857142857,0.877551020408163,0.612244897959184,0.591836734693878,0.897959183673469,0.938775510204082,0.816326530612245,0.918367346938776,0.857142857142857,"KD"
"26",26,0.877551020408163,0.877551020408163,0.653061224489796,0.653061224489796,0.877551020408163,0.73469387755102,0.857142857142857,0.836734693877551,0.836734693877551,"KD"
"27",27,0.897959183673469,0.857142857142857,0.551020408163265,0.591836734693878,0.897959183673469,0.857142857142857,0.918367346938776,0.897959183673469,0.877551020408163,"KD"
"28",28,0.959183673469388,0.755102040816326,0.63265306122449,0.530612244897959,0.897959183673469,0.897959183673469,0.857142857142857,0.877551020408163,0.857142857142857,"KD"
"29",29,0.979591836734694,0.959183673469388,0.510204081632653,0.510204081632653,0.979591836734694,0.938775510204082,0.836734693877551,0.857142857142857,0.918367346938776,"KD"
"30",30,0.938775510204082,0.938775510204082,0.775510204081633,0.612244897959184,0.897959183673469,0.877551020408163,0.897959183673469,0.938775510204082,0.877551020408163,"KD"
"31",31,0.857142857142857,0.897959183673469,0.591836734693878,0.408163265306122,0.918367346938776,0.897959183673469,0.897959183673469,0.897959183673469,0.918367346938776,"KD"
"32",32,0.755102040816326,0.857142857142857,0.645833333333333,0.510204081632653,0.775510204081633,0.857142857142857,0.857142857142857,0.857142857142857,0.775510204081633,"KD"
"33",33,0.938775510204082,0.918367346938776,0.653061224489796,0.510204081632653,0.775510204081633,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,"KD"
"34",34,0.836734693877551,0.795918367346939,0.714285714285714,0.387755102040816,0.877551020408163,0.979591836734694,0.959183673469388,0.938775510204082,0.897959183673469,"KD"
"35",35,0.816326530612245,0.877551020408163,0.673469387755102,0.591836734693878,0.816326530612245,0.857142857142857,0.877551020408163,0.877551020408163,0.857142857142857,"KD"
"36",36,0.673469387755102,0.816326530612245,0.714285714285714,0.510204081632653,0.816326530612245,0.857142857142857,0.836734693877551,0.857142857142857,0.816326530612245,"KD"
"37",37,0.816326530612245,0.775510204081633,0.755102040816326,0.551020408163265,0.897959183673469,0.897959183673469,0.897959183673469,0.918367346938776,0.897959183673469,"KD"
"38",38,0.897959183673469,0.775510204081633,0.612244897959184,0.63265306122449,0.877551020408163,0.877551020408163,0.918367346938776,0.918367346938776,0.897959183673469,"KD"
"39",39,0.877551020408163,0.877551020408163,0.510204081632653,0.551020408163265,0.877551020408163,0.795918367346939,0.857142857142857,0.795918367346939,0.836734693877551,"KD"
"40",40,0.795918367346939,0.877551020408163,0.63265306122449,0.591836734693878,0.836734693877551,0.775510204081633,0.755102040816326,0.775510204081633,0.816326530612245,"KD"
"41",41,0.755102040816326,0.857142857142857,0.591836734693878,0.612244897959184,0.918367346938776,0.918367346938776,0.877551020408163,0.857142857142857,0.938775510204082,"KD"
"42",42,0.918367346938776,0.918367346938776,0.387755102040816,0.530612244897959,0.959183673469388,0.877551020408163,0.959183673469388,0.857142857142857,0.959183673469388,"KD"
"43",43,0.816326530612245,0.897959183673469,0.530612244897959,0.510204081632653,0.836734693877551,0.897959183673469,0.938775510204082,0.938775510204082,0.877551020408163,"KD"
"44",44,0.857142857142857,0.816326530612245,0.408163265306122,0.428571428571429,0.836734693877551,0.857142857142857,0.877551020408163,0.938775510204082,0.836734693877551,"KD"
"45",45,0.877551020408163,0.836734693877551,0.489795918367347,0.551020408163265,0.857142857142857,0.877551020408163,0.897959183673469,0.897959183673469,0.836734693877551,"KD"
"46",46,0.857142857142857,0.73469387755102,0.653061224489796,0.408163265306122,0.877551020408163,0.857142857142857,0.897959183673469,0.877551020408163,0.857142857142857,"KD"
"47",47,0.795918367346939,0.836734693877551,0.653061224489796,0.571428571428571,0.836734693877551,0.877551020408163,0.857142857142857,0.877551020408163,0.795918367346939,"KD"
"48",48,0.73469387755102,0.857142857142857,0.63265306122449,0.63265306122449,0.857142857142857,0.857142857142857,0.877551020408163,0.897959183673469,0.877551020408163,"KD"
"49",49,0.857142857142857,0.836734693877551,0.653061224489796,0.5,0.857142857142857,0.897959183673469,0.877551020408163,0.938775510204082,0.816326530612245,"KD"
"50",50,0.877551020408163,0.918367346938776,0.653061224489796,0.571428571428571,0.877551020408163,0.877551020408163,0.877551020408163,0.877551020408163,0.836734693877551,"KD"
"51",1,0.761194029850746,0.656716417910448,0.417910447761194,0.462686567164179,0.791044776119403,0.791044776119403,0.805970149253731,0.82089552238806,0.776119402985075,"TB"
"52",2,0.761194029850746,0.761194029850746,0.611940298507463,0.417910447761194,0.850746268656716,0.865671641791045,0.835820895522388,0.835820895522388,0.850746268656716,"TB"
"53",3,0.865671641791045,0.850746268656716,0.507462686567164,0.507462686567164,0.865671641791045,0.895522388059702,0.865671641791045,0.865671641791045,0.880597014925373,"TB"
"54",4,0.761194029850746,0.835820895522388,0.402985074626866,0.53030303030303,0.835820895522388,0.805970149253731,0.835820895522388,0.835820895522388,0.850746268656716,"TB"
"55",5,0.776119402985075,0.880597014925373,0.567164179104478,0.537313432835821,0.850746268656716,0.835820895522388,0.835820895522388,0.761194029850746,0.805970149253731,"TB"
"56",6,0.850746268656716,0.865671641791045,0.626865671641791,0.611940298507463,0.895522388059702,0.880597014925373,0.880597014925373,0.865671641791045,0.895522388059702,"TB"
"57",7,0.850746268656716,0.791044776119403,0.492537313432836,0.447761194029851,0.850746268656716,0.865671641791045,0.850746268656716,0.850746268656716,0.865671641791045,"TB"
"58",8,0.850746268656716,0.746268656716418,0.462686567164179,0.492537313432836,0.850746268656716,0.82089552238806,0.835820895522388,0.82089552238806,0.835820895522388,"TB"
"59",9,0.805970149253731,0.805970149253731,0.82089552238806,0.492537313432836,0.895522388059702,0.850746268656716,0.880597014925373,0.880597014925373,0.91044776119403,"TB"
"60",10,0.432835820895522,0.716417910447761,0.507462686567164,0.522388059701492,0.791044776119403,0.835820895522388,0.805970149253731,0.776119402985075,0.776119402985075,"TB"
"61",11,0.716417910447761,0.880597014925373,0.432835820895522,0.567164179104478,0.850746268656716,0.850746268656716,0.805970149253731,0.805970149253731,0.850746268656716,"TB"
"62",12,0.865671641791045,0.835820895522388,0.597014925373134,0.492537313432836,0.91044776119403,0.880597014925373,0.880597014925373,0.91044776119403,0.91044776119403,"TB"
"63",13,0.626865671641791,0.701492537313433,0.507462686567164,0.537313432835821,0.761194029850746,0.761194029850746,0.73134328358209,0.686567164179104,0.805970149253731,"TB"
"64",14,0.776119402985075,0.880597014925373,0.626865671641791,0.477611940298507,0.835820895522388,0.805970149253731,0.865671641791045,0.82089552238806,0.850746268656716,"TB"
"65",15,0.805970149253731,0.805970149253731,0.447761194029851,0.393939393939394,0.82089552238806,0.835820895522388,0.791044776119403,0.776119402985075,0.835820895522388,"TB"
"66",16,0.82089552238806,0.850746268656716,0.567164179104478,0.402985074626866,0.880597014925373,0.865671641791045,0.865671641791045,0.850746268656716,0.835820895522388,"TB"
"67",17,0.835820895522388,0.73134328358209,0.656716417910448,0.462686567164179,0.82089552238806,0.850746268656716,0.82089552238806,0.805970149253731,0.82089552238806,"TB"
"68",18,0.82089552238806,0.761194029850746,0.432835820895522,0.462686567164179,0.850746268656716,0.865671641791045,0.850746268656716,0.850746268656716,0.880597014925373,"TB"
"69",19,0.82089552238806,0.835820895522388,0.447761194029851,0.492537313432836,0.850746268656716,0.850746268656716,0.865671641791045,0.880597014925373,0.865671641791045,"TB"
"70",20,0.417910447761194,0.835820895522388,0.507462686567164,0.462686567164179,0.850746268656716,0.835820895522388,0.805970149253731,0.82089552238806,0.865671641791045,"TB"
"71",21,0.791044776119403,0.82089552238806,0.582089552238806,0.417910447761194,0.850746268656716,0.82089552238806,0.835820895522388,0.865671641791045,0.880597014925373,"TB"
"72",22,0.791044776119403,0.791044776119403,0.432835820895522,0.417910447761194,0.835820895522388,0.82089552238806,0.791044776119403,0.805970149253731,0.82089552238806,"TB"
"73",23,0.865671641791045,0.850746268656716,0.522388059701492,0.552238805970149,0.895522388059702,0.865671641791045,0.865671641791045,0.865671641791045,0.865671641791045,"TB"
"74",24,0.746268656716418,0.746268656716418,0.492537313432836,0.492537313432836,0.835820895522388,0.835820895522388,0.835820895522388,0.776119402985075,0.791044776119403,"TB"
"75",25,0.835820895522388,0.791044776119403,0.46969696969697,0.560606060606061,0.835820895522388,0.850746268656716,0.835820895522388,0.835820895522388,0.835820895522388,"TB"
"76",26,0.746268656716418,0.626865671641791,0.582089552238806,0.492537313432836,0.761194029850746,0.701492537313433,0.746268656716418,0.701492537313433,0.716417910447761,"TB"
"77",27,0.82089552238806,0.82089552238806,0.567164179104478,0.552238805970149,0.880597014925373,0.91044776119403,0.880597014925373,0.791044776119403,0.880597014925373,"TB"
"78",28,0.835820895522388,0.567164179104478,0.552238805970149,0.53030303030303,0.880597014925373,0.835820895522388,0.850746268656716,0.82089552238806,0.835820895522388,"TB"
"79",29,0.776119402985075,0.865671641791045,0.611940298507463,0.552238805970149,0.850746268656716,0.865671641791045,0.82089552238806,0.791044776119403,0.82089552238806,"TB"
"80",30,0.582089552238806,0.791044776119403,0.522388059701492,0.477611940298507,0.865671641791045,0.880597014925373,0.850746268656716,0.895522388059702,0.850746268656716,"TB"
"81",31,0.82089552238806,0.582089552238806,0.484848484848485,0.507462686567164,0.850746268656716,0.776119402985075,0.791044776119403,0.611940298507463,0.850746268656716,"TB"
"82",32,0.791044776119403,0.835820895522388,0.462686567164179,0.492537313432836,0.850746268656716,0.835820895522388,0.850746268656716,0.746268656716418,0.865671641791045,"TB"
"83",33,0.716417910447761,0.895522388059702,0.447761194029851,0.462686567164179,0.82089552238806,0.776119402985075,0.791044776119403,0.761194029850746,0.835820895522388,"TB"
"84",34,0.850746268656716,0.805970149253731,0.477611940298507,0.432835820895522,0.865671641791045,0.880597014925373,0.835820895522388,0.805970149253731,0.91044776119403,"TB"
"85",35,0.805970149253731,0.865671641791045,0.552238805970149,0.462686567164179,0.880597014925373,0.895522388059702,0.880597014925373,0.895522388059702,0.880597014925373,"TB"
"86",36,0.82089552238806,0.776119402985075,0.492537313432836,0.537313432835821,0.82089552238806,0.791044776119403,0.805970149253731,0.776119402985075,0.805970149253731,"TB"
"87",37,0.791044776119403,0.835820895522388,0.447761194029851,0.522388059701492,0.865671641791045,0.865671641791045,0.835820895522388,0.865671641791045,0.865671641791045,"TB"
"88",38,0.776119402985075,0.761194029850746,0.552238805970149,0.597014925373134,0.776119402985075,0.776119402985075,0.776119402985075,0.791044776119403,0.761194029850746,"TB"
"89",39,0.850746268656716,0.835820895522388,0.447761194029851,0.507462686567164,0.82089552238806,0.791044776119403,0.776119402985075,0.791044776119403,0.791044776119403,"TB"
"90",40,0.686567164179104,0.746268656716418,0.582089552238806,0.537313432835821,0.761194029850746,0.761194029850746,0.746268656716418,0.805970149253731,0.776119402985075,"TB"
"91",41,0.656716417910448,0.73134328358209,0.477611940298507,0.537313432835821,0.761194029850746,0.835820895522388,0.791044776119403,0.761194029850746,0.776119402985075,"TB"
"92",42,0.656716417910448,0.746268656716418,0.552238805970149,0.507462686567164,0.805970149253731,0.746268656716418,0.835820895522388,0.791044776119403,0.805970149253731,"TB"
"93",43,0.791044776119403,0.746268656716418,0.582089552238806,0.432835820895522,0.835820895522388,0.835820895522388,0.82089552238806,0.835820895522388,0.791044776119403,"TB"
"94",44,0.671641791044776,0.776119402985075,0.432835820895522,0.492537313432836,0.761194029850746,0.746268656716418,0.791044776119403,0.805970149253731,0.791044776119403,"TB"
"95",45,0.746268656716418,0.746268656716418,0.507462686567164,0.402985074626866,0.791044776119403,0.761194029850746,0.73134328358209,0.746268656716418,0.776119402985075,"TB"
"96",46,0.671641791044776,0.761194029850746,0.447761194029851,0.611940298507463,0.82089552238806,0.850746268656716,0.850746268656716,0.805970149253731,0.805970149253731,"TB"
"97",47,0.686567164179104,0.776119402985075,0.417910447761194,0.477611940298507,0.761194029850746,0.776119402985075,0.776119402985075,0.776119402985075,0.791044776119403,"TB"
"98",48,0.835820895522388,0.626865671641791,0.522388059701492,0.507462686567164,0.791044776119403,0.82089552238806,0.82089552238806,0.850746268656716,0.805970149253731,"TB"
"99",49,0.82089552238806,0.671641791044776,0.537313432835821,0.626865671641791,0.791044776119403,0.746268656716418,0.761194029850746,0.761194029850746,0.761194029850746,"TB"
"100",50,0.701492537313433,0.597014925373134,0.388059701492537,0.477611940298507,0.805970149253731,0.805970149253731,0.791044776119403,0.791044776119403,0.791044776119403,"TB"
"101",1,0.368421052631579,0.552631578947368,0.631578947368421,0.552631578947368,0.473684210526316,0.526315789473684,0.552631578947368,0.526315789473684,0.5,"MECFS"
"102",2,0.526315789473684,0.526315789473684,0.605263157894737,0.578947368421053,0.631578947368421,0.657894736842105,0.605263157894737,0.605263157894737,0.578947368421053,"MECFS"
"103",3,0.552631578947368,0.578947368421053,0.631578947368421,0.552631578947368,0.605263157894737,0.657894736842105,0.631578947368421,0.552631578947368,0.605263157894737,"MECFS"
"104",4,0.578947368421053,0.657894736842105,0.5,0.421052631578947,0.605263157894737,0.552631578947368,0.605263157894737,0.526315789473684,0.657894736842105,"MECFS"
"105",5,0.578947368421053,0.552631578947368,0.394736842105263,0.394736842105263,0.5,0.552631578947368,0.526315789473684,0.526315789473684,0.526315789473684,"MECFS"
"106",6,0.473684210526316,0.605263157894737,0.421052631578947,0.552631578947368,0.526315789473684,0.631578947368421,0.578947368421053,0.526315789473684,0.552631578947368,"MECFS"
"107",7,0.447368421052632,0.473684210526316,0.447368421052632,0.578947368421053,0.552631578947368,0.736842105263158,0.526315789473684,0.605263157894737,0.605263157894737,"MECFS"
"108",8,0.578947368421053,0.526315789473684,0.447368421052632,0.684210526315789,0.552631578947368,0.605263157894737,0.631578947368421,0.473684210526316,0.526315789473684,"MECFS"
"109",9,0.684210526315789,0.605263157894737,0.394736842105263,0.552631578947368,0.552631578947368,0.605263157894737,0.657894736842105,0.605263157894737,0.578947368421053,"MECFS"
"110",10,0.578947368421053,0.552631578947368,0.473684210526316,0.513513513513513,0.631578947368421,0.552631578947368,0.657894736842105,0.526315789473684,0.552631578947368,"MECFS"
"111",11,0.473684210526316,0.631578947368421,0.552631578947368,0.605263157894737,0.473684210526316,0.605263157894737,0.552631578947368,0.657894736842105,0.473684210526316,"MECFS"
"112",12,0.605263157894737,0.657894736842105,0.447368421052632,0.5,0.578947368421053,0.631578947368421,0.684210526315789,0.657894736842105,0.578947368421053,"MECFS"
"113",13,0.657894736842105,0.447368421052632,0.342105263157895,0.447368421052632,0.526315789473684,0.447368421052632,0.473684210526316,0.5,0.5,"MECFS"
"114",14,0.552631578947368,0.552631578947368,0.421052631578947,0.567567567567568,0.5,0.5,0.552631578947368,0.631578947368421,0.5,"MECFS"
"115",15,0.526315789473684,0.552631578947368,0.578947368421053,0.5,0.578947368421053,0.552631578947368,0.605263157894737,0.578947368421053,0.526315789473684,"MECFS"
"116",16,0.552631578947368,0.578947368421053,0.447368421052632,0.5,0.631578947368421,0.578947368421053,0.605263157894737,0.605263157894737,0.605263157894737,"MECFS"
"117",17,0.447368421052632,0.631578947368421,0.447368421052632,0.447368421052632,0.605263157894737,0.5,0.473684210526316,0.552631578947368,0.631578947368421,"MECFS"
"118",18,0.578947368421053,0.552631578947368,0.473684210526316,0.552631578947368,0.552631578947368,0.447368421052632,0.552631578947368,0.605263157894737,0.552631578947368,"MECFS"
"119",19,0.605263157894737,0.526315789473684,0.447368421052632,0.5,0.631578947368421,0.578947368421053,0.684210526315789,0.526315789473684,0.657894736842105,"MECFS"
"120",20,0.631578947368421,0.578947368421053,0.526315789473684,0.405405405405405,0.5,0.657894736842105,0.605263157894737,0.578947368421053,0.552631578947368,"MECFS"
"121",21,0.552631578947368,0.605263157894737,0.5,0.5,0.5,0.552631578947368,0.578947368421053,0.526315789473684,0.552631578947368,"MECFS"
"122",22,0.394736842105263,0.657894736842105,0.394736842105263,0.526315789473684,0.578947368421053,0.605263157894737,0.631578947368421,0.736842105263158,0.657894736842105,"MECFS"
"123",23,0.526315789473684,0.631578947368421,0.605263157894737,0.473684210526316,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.578947368421053,"MECFS"
"124",24,0.631578947368421,0.684210526315789,0.631578947368421,0.421052631578947,0.657894736842105,0.657894736842105,0.684210526315789,0.631578947368421,0.657894736842105,"MECFS"
"125",25,0.473684210526316,0.605263157894737,0.421052631578947,0.631578947368421,0.605263157894737,0.473684210526316,0.605263157894737,0.473684210526316,0.578947368421053,"MECFS"
"126",26,0.578947368421053,0.657894736842105,0.540540540540541,0.605263157894737,0.631578947368421,0.657894736842105,0.710526315789474,0.710526315789474,0.605263157894737,"MECFS"
"127",27,0.526315789473684,0.473684210526316,0.526315789473684,0.447368421052632,0.578947368421053,0.605263157894737,0.631578947368421,0.657894736842105,0.552631578947368,"MECFS"
"128",28,0.552631578947368,0.526315789473684,0.605263157894737,0.5,0.710526315789474,0.684210526315789,0.684210526315789,0.578947368421053,0.684210526315789,"MECFS"
"129",29,0.5,0.657894736842105,0.394736842105263,0.421052631578947,0.578947368421053,0.578947368421053,0.631578947368421,0.552631578947368,0.578947368421053,"MECFS"
"130",30,0.657894736842105,0.605263157894737,0.447368421052632,0.447368421052632,0.657894736842105,0.684210526315789,0.631578947368421,0.631578947368421,0.657894736842105,"MECFS"
"131",31,0.552631578947368,0.552631578947368,0.5,0.605263157894737,0.657894736842105,0.657894736842105,0.684210526315789,0.631578947368421,0.684210526315789,"MECFS"
"132",32,0.447368421052632,0.789473684210526,0.552631578947368,0.526315789473684,0.736842105263158,0.631578947368421,0.631578947368421,0.631578947368421,0.736842105263158,"MECFS"
"133",33,0.473684210526316,0.5,0.447368421052632,0.526315789473684,0.473684210526316,0.447368421052632,0.526315789473684,0.552631578947368,0.473684210526316,"MECFS"
"134",34,0.657894736842105,0.552631578947368,0.578947368421053,0.552631578947368,0.526315789473684,0.578947368421053,0.578947368421053,0.526315789473684,0.552631578947368,"MECFS"
"135",35,0.552631578947368,0.421052631578947,0.473684210526316,0.631578947368421,0.5,0.526315789473684,0.526315789473684,0.605263157894737,0.5,"MECFS"
"136",36,0.552631578947368,0.578947368421053,0.526315789473684,0.473684210526316,0.605263157894737,0.605263157894737,0.552631578947368,0.473684210526316,0.578947368421053,"MECFS"
"137",37,0.5,0.605263157894737,0.578947368421053,0.540540540540541,0.684210526315789,0.657894736842105,0.657894736842105,0.526315789473684,0.684210526315789,"MECFS"
"138",38,0.578947368421053,0.657894736842105,0.605263157894737,0.578947368421053,0.605263157894737,0.578947368421053,0.657894736842105,0.631578947368421,0.631578947368421,"MECFS"
"139",39,0.578947368421053,0.631578947368421,0.605263157894737,0.447368421052632,0.605263157894737,0.552631578947368,0.578947368421053,0.552631578947368,0.578947368421053,"MECFS"
"140",40,0.447368421052632,0.552631578947368,0.710526315789474,0.578947368421053,0.552631578947368,0.473684210526316,0.5,0.473684210526316,0.552631578947368,"MECFS"
"141",41,0.578947368421053,0.473684210526316,0.552631578947368,0.526315789473684,0.447368421052632,0.578947368421053,0.552631578947368,0.605263157894737,0.421052631578947,"MECFS"
"142",42,0.657894736842105,0.631578947368421,0.552631578947368,0.5,0.631578947368421,0.605263157894737,0.631578947368421,0.578947368421053,0.657894736842105,"MECFS"
"143",43,0.552631578947368,0.526315789473684,0.394736842105263,0.394736842105263,0.605263157894737,0.578947368421053,0.684210526315789,0.552631578947368,0.657894736842105,"MECFS"
"144",44,0.473684210526316,0.473684210526316,0.342105263157895,0.552631578947368,0.578947368421053,0.552631578947368,0.552631578947368,0.473684210526316,0.605263157894737,"MECFS"
"145",45,0.605263157894737,0.552631578947368,0.447368421052632,0.552631578947368,0.473684210526316,0.447368421052632,0.526315789473684,0.526315789473684,0.526315789473684,"MECFS"
"146",46,0.657894736842105,0.421052631578947,0.578947368421053,0.552631578947368,0.526315789473684,0.526315789473684,0.605263157894737,0.526315789473684,0.5,"MECFS"
"147",47,0.552631578947368,0.710526315789474,0.473684210526316,0.578947368421053,0.552631578947368,0.578947368421053,0.526315789473684,0.605263157894737,0.552631578947368,"MECFS"
"148",48,0.605263157894737,0.605263157894737,0.342105263157895,0.526315789473684,0.473684210526316,0.526315789473684,0.578947368421053,0.710526315789474,0.447368421052632,"MECFS"
"149",49,0.526315789473684,0.578947368421053,0.526315789473684,0.578947368421053,0.578947368421053,0.578947368421053,0.578947368421053,0.526315789473684,0.552631578947368,"MECFS"
"150",50,0.552631578947368,0.605263157894737,0.5,0.421052631578947,0.631578947368421,0.578947368421053,0.631578947368421,0.631578947368421,0.710526315789474,"MECFS"
