"","seed","gpt_informed_accuracy","gpt_naive_accuracy","claude_naive_accuracy","claude_informed_accuracy","EXTRATREES_accuracy","GLMNETLasso_accuracy","GLMNETRidge_accuracy","NNET_accuracy","RF_accuracy"
"19",19,0.605263157894737,0.526315789473684,0.447368421052632,0.5,0.631578947368421,0.578947368421053,0.684210526315789,0.526315789473684,0.657894736842105
"20",20,0.631578947368421,0.578947368421053,0.526315789473684,0.405405405405405,0.5,0.657894736842105,0.605263157894737,0.578947368421053,0.552631578947368
"21",21,0.552631578947368,0.605263157894737,0.5,0.5,0.5,0.552631578947368,0.578947368421053,0.526315789473684,0.552631578947368
"22",22,0.394736842105263,0.657894736842105,0.394736842105263,0.526315789473684,0.578947368421053,0.605263157894737,0.631578947368421,0.736842105263158,0.657894736842105
"23",23,0.526315789473684,0.631578947368421,0.605263157894737,0.473684210526316,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.578947368421053
"24",24,0.631578947368421,0.684210526315789,0.631578947368421,0.421052631578947,0.657894736842105,0.657894736842105,0.684210526315789,0.631578947368421,0.657894736842105
"25",25,0.473684210526316,0.605263157894737,0.421052631578947,0.631578947368421,0.605263157894737,0.473684210526316,0.605263157894737,0.473684210526316,0.578947368421053
"26",26,0.578947368421053,0.657894736842105,0.540540540540541,0.605263157894737,0.631578947368421,0.657894736842105,0.710526315789474,0.710526315789474,0.605263157894737
"27",27,0.526315789473684,0.473684210526316,0.526315789473684,0.447368421052632,0.578947368421053,0.605263157894737,0.631578947368421,0.657894736842105,0.552631578947368
"28",28,0.552631578947368,0.526315789473684,0.605263157894737,0.5,0.710526315789474,0.684210526315789,0.684210526315789,0.578947368421053,0.684210526315789
"29",29,0.5,0.657894736842105,0.394736842105263,0.421052631578947,0.578947368421053,0.578947368421053,0.631578947368421,0.552631578947368,0.578947368421053
"30",30,0.657894736842105,0.605263157894737,0.447368421052632,0.447368421052632,0.657894736842105,0.684210526315789,0.631578947368421,0.631578947368421,0.657894736842105
"31",31,0.552631578947368,0.552631578947368,0.5,0.605263157894737,0.657894736842105,0.657894736842105,0.684210526315789,0.631578947368421,0.684210526315789
"32",32,0.447368421052632,0.789473684210526,0.552631578947368,0.526315789473684,0.736842105263158,0.631578947368421,0.631578947368421,0.631578947368421,0.736842105263158
"33",33,0.473684210526316,0.5,0.447368421052632,0.526315789473684,0.473684210526316,0.447368421052632,0.526315789473684,0.552631578947368,0.473684210526316
"34",34,0.657894736842105,0.552631578947368,0.578947368421053,0.552631578947368,0.526315789473684,0.578947368421053,0.578947368421053,0.526315789473684,0.552631578947368
"35",35,0.552631578947368,0.421052631578947,0.473684210526316,0.631578947368421,0.5,0.526315789473684,0.526315789473684,0.605263157894737,0.5
"36",36,0.552631578947368,0.578947368421053,0.526315789473684,0.473684210526316,0.605263157894737,0.605263157894737,0.552631578947368,0.473684210526316,0.578947368421053
"37",37,0.5,0.605263157894737,0.578947368421053,0.540540540540541,0.684210526315789,0.657894736842105,0.657894736842105,0.526315789473684,0.684210526315789
"38",38,0.578947368421053,0.657894736842105,0.605263157894737,0.578947368421053,0.605263157894737,0.578947368421053,0.657894736842105,0.631578947368421,0.631578947368421
"39",39,0.578947368421053,0.631578947368421,0.605263157894737,0.447368421052632,0.605263157894737,0.552631578947368,0.578947368421053,0.552631578947368,0.578947368421053
"40",40,0.447368421052632,0.552631578947368,0.710526315789474,0.578947368421053,0.552631578947368,0.473684210526316,0.5,0.473684210526316,0.552631578947368
"41",41,0.578947368421053,0.473684210526316,0.552631578947368,0.526315789473684,0.447368421052632,0.578947368421053,0.552631578947368,0.605263157894737,0.421052631578947
"42",42,0.657894736842105,0.631578947368421,0.552631578947368,0.5,0.631578947368421,0.605263157894737,0.631578947368421,0.578947368421053,0.657894736842105
"43",43,0.552631578947368,0.526315789473684,0.394736842105263,0.394736842105263,0.605263157894737,0.578947368421053,0.684210526315789,0.552631578947368,0.657894736842105
"44",44,0.473684210526316,0.473684210526316,0.342105263157895,0.552631578947368,0.578947368421053,0.552631578947368,0.552631578947368,0.473684210526316,0.605263157894737
"45",45,0.605263157894737,0.552631578947368,0.447368421052632,0.552631578947368,0.473684210526316,0.447368421052632,0.526315789473684,0.526315789473684,0.526315789473684
"46",46,0.657894736842105,0.421052631578947,0.578947368421053,0.552631578947368,0.526315789473684,0.526315789473684,0.605263157894737,0.526315789473684,0.5
"47",47,0.552631578947368,0.710526315789474,0.473684210526316,0.578947368421053,0.552631578947368,0.578947368421053,0.526315789473684,0.605263157894737,0.552631578947368
"48",48,0.605263157894737,0.605263157894737,0.342105263157895,0.526315789473684,0.473684210526316,0.526315789473684,0.578947368421053,0.710526315789474,0.447368421052632
"49",49,0.526315789473684,0.578947368421053,0.526315789473684,0.578947368421053,0.578947368421053,0.578947368421053,0.578947368421053,0.526315789473684,0.552631578947368
"50",50,0.552631578947368,0.605263157894737,0.5,0.421052631578947,0.631578947368421,0.578947368421053,0.631578947368421,0.631578947368421,0.710526315789474
