seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
ENO3,ENPP4,Y_RNA,HLA-DQA1,MAOA,HCCS,ALDH18A1,ENPP4,CDON,DYNC1H1,ENPP4,C14orf37,ENPP4,ZBTB46,ADAMTS19,NLGN4Y,PHACTR2,SLC15A4,CDON,ENPP4,SNORA72,IL12A,PLXNB2,Y_RNA,ENPP4,CPLX2,COX7B2,LAS1L,IL10,PRRT4,Y_RNA,ENPP4,SLC25A15,GPBAR1,ENPP4,IRS2,BCOR,ENPP4,RPS14,ENPP4,ANKDD1B,COMT,FCGR1A,ENPP4,ALB,CHRM4,ENPP4,IRF7,ABCF1,PCDHGA11,CDON,SLC25A15,APOB,CD8A,IFNG,RPS6KB1,CYP2D6,ENPP4,ENPP4,PIGB,ENPP4,ZNF775,ENPP4,ACSL1,TMEM232,MMP8,ALPK1,HLA-A,ENPP4,RP11-127I20.9,CREB1,GPBAR1,CD8A,CAT,Y_RNA,ERCC3,INS,ENPP4,ARG1,IFIT3,ENPP4,ENPP4,ENPP4,LAS1L,ABCC9,RPS8,VARS2,ENPP4,MAPK3,ENPP4,AGAP1,ENPP4,PRRT4,ENPP4,PRF1,NFKB1,STAT3,EEF1A1,Y_RNA,ALPK2
IL12A,SEMA3F,Y_RNA,IGHV3-30,IDO1,LASS2,GALNT16,SEMA3F,INSR,EP300,SEMA3F,CD74,SEMA3F,USP6NL,VARS2,TBL1Y,PHACTR2P1,SLC6A11,INSR,SEMA3F,RNU11,IL12B,TMEM176A,SNORA62,SEMA3F,NFKBIA,CPLX2,ENPP4,CRP,PRSS56,Y_RNA,SEMA3F,NOS3,LHB,SEMA3F,GCH1,BMP2K,SEMA3F,RPL18,SEMA3F,GPBAR1,CYP2D6,EPHA1,SEMA3F,ANKDD1B,CLOCK,SEMA3F,OAS1,APOL1,CDK17,INSR,NOS3,APPL1,CCL5,STAT1,EIF4EBP1,EBF3,SEMA3F,SEMA3F,INTS11,SEMA3F,ZNF212,SEMA3F,ACTA2,GPC5,DEFA6,OSBPL7,HLA-C,SEMA3F,SNORA64,NFATC1,LHB,NKG7,OXR1,SNORA62,ERCC2,KITLG,SEMA3F,IDO1,ISG15,SEMA3F,SEMA3F,SEMA3F,ENPP4,ABCF1,RPS12,CPLX2,SEMA3F,ERK,SEMA3F,AIMP1,SEMA3F,PHF19,SEMA3F,NKG7,PIK3R1,CDKN1A,RPL32,SNORA62,ANK1
IL12B,CFTR,Y_RNA,NFKBIA,PFKFB3,ASNS,UNC79,CFTR,SLC6A11,GRIN2B,CFTR,COMT,CFTR,ATP9A,CPLX2,PCDH11Y,PHACTR2-AS1,SULF2,SLC6A11,CFTR,SCARNA2,CDK5R1,PDE4B,Y_RNA,CFTR,TNFAIP3,CXCL8,SEPTIN3,IFNG,C14orf37,Y_RNA,CFTR,SMPD1,ADAMTS19,CFTR,CEBPD,BRMS1,CFTR,RPLP1,CFTR,LHB,LHB,EPHA2,CFTR,APOA2,COMT,CFTR,RNASEL,B2M,ZNF71,SLC6A11,GRIK2,ARHGEF11,CXCL10,STAT3,GSK3B,GPBAR1,CFTR,CFTR,AP1S2,CFTR,ZNF526,CFTR,ACTB,PHACTR2,CEACAM6,RAD52,HLA-DQA1,CFTR,LINC01351,IL2,ADAMTS19,GZMB,GABARAPL2,Y_RNA,POLR2F,NGF,CFTR,GZMB,HERC5,CFTR,CFTR,ANKIB1,SEPTIN3,ABCF2,RPL9,MTHFR,CFTR,JNK,CFTR,ALAS2,CFTR,PGD,CFTR,KLRD1,,IRF1,RPS6,Y_RNA,ANK3
IL1B,ANKIB1,Y_RNA,TNFAIP3,ATP5B,PSMD3,NCOA3,ANKIB1,SULF2,HDAC8,ANKIB1,CPLX2,ANKIB1,SULF2,GRIK2,TMSB4Y,AKAP12,TMEM232,SULF2,ANKIB1,RNU12,GATA3,ABCA1,Y_RNA,ANKIB1,CCL2,CYP2D6,SORL1,HLA-DRA,ANKDD1B,Y_RNA,ANKIB1,GRIK2,VARS2,ANKIB1,GADD45B,CD2BP2,ANKIB1,RPS3A,ANKIB1,ADAMTS19,TYK2,EPHB1,ANKIB1,APOB,CPLX2,ANKIB1,TLR3,BACH1,DDX3X,SULF2,NPAS2,ARID1B,GNLY,JAK1,GSK3A,GRIK2,ANKIB1,ANKIB1,ACAD11,ANKIB1,YY1,ANKIB1,ACTG1,AKAP1,BPI,SARM1,HLA-DQB1,ANKIB1,LINC01935,IL4,VARS2,PRF1,LYAR,Y_RNA,GTF2E1,PDGFB,ANKIB1,CCR2,IFI44,ANKIB1,ANKIB1,CYP51A1,ANO1,ABCF3,RPL10,GRIK2,ANKIB1,P38,ANKIB1,ANKRD12,ANKIB1,NUFIP2,ANKIB1,KLRF1,,IKBKE,RPLP1,Y_RNA,APBB2
IL6,CYP51A1,Y_RNA,,COX1,NDUFAF7,S100PBP,CYP51A1,SLC25A15,HUWE1,CYP51A1,CSMD3,CYP51A1,SLC6A11,NPAS2,PRKY,AKAP1-DT,USP6NL,CYP2D6,CYP51A1,RMRP,IL12RB1,CDK2AP2,Y_RNA,CYP51A1,TLR2,DBI,UBE2J2,HLA-DQA1,GPBAR1,Y_RNA,CYP51A1,NPAS2,CPLX2,CYP51A1,TP53INP1,CD47,CYP51A1,RPL30,CYP51A1,VARS2,HSPA8,EPHB2,CYP51A1,APOC1,CYP2D6,CYP51A1,TLR4,BLK,GRIA3,CYP2D6,IDO2,ARID2,GZMB,JAK2,MAPK1,HABP2,CYP51A1,CYP51A1,SIK1,CYP51A1,ZNF84,CYP51A1,ADAMTS1,USP6NL,DEFA1B,TCF21,HLA-DRB1,CYP51A1,KB-1043D8.6,IL6,CPLX2,CTLA4,ACADL,Y_RNA,GTF2H4,PGF,CYP51A1,IL1R2,IFI44L,CYP51A1,CYP51A1,KRIT1,DNAJC3,ABCG1,RPS27,NPAS2,CYP51A1,NFKB1,CYP51A1,AP3B1,CYP51A1,NPAS2,CYP51A1,CTSW,,CXCL10,RPS18,Y_RNA,APOE
CD8A,KRIT1,Y_RNA,,SDHA,TMEM14A,ATP9A,KRIT1,EBF3,ILF2,KRIT1,CTLA4,KRIT1,FUT1,HLA-DQA1,CD99P1,AKAP1,,PRRT4,KRIT1,Metazoa_SRP,IL17A,SLC25A33,Y_RNA,KRIT1,STAT1,EBF3,MAEA,HLA-DQB1,LHB,Y_RNA,KRIT1,MFRP,TPH2,KRIT1,KLF4,CEP350,KRIT1,RPLP2,KRIT1,CPLX2,IFNG,EFNA1,KRIT1,APOE,GDF15,KRIT1,IKBKE,CARD8,STAG2,PRRT4,TPH2,ASH1L,CD27,TYK2,MAPK3,IFNA10,KRIT1,KRIT1,TNFAIP3,KRIT1,ZNF773,KRIT1,ADIPOQ,CDON,DEFA4,ARSA,IGHV3-30,KRIT1,SGSH,TNF,IDO2,PDCD1,BRCA1,Y_RNA,POLR2I,VEGFB,KRIT1,IL4R,IFI6,KRIT1,KRIT1,RAD52,CDK1,ABCG2,RPS14,HLA-DQA1,KRIT1,RELA,KRIT1,AP4E1,KRIT1,NINJ2,KRIT1,CST7,,IRF7,RPL7A,Y_RNA,ARHGEF10
TP53,RAD52,Y_RNA,,HLA-DRA,RPA1,KCNB1,RAD52,NOS3,KDM5B,RAD52,CXCL13,RAD52,IZUMO1,HLA-DRB1,AMIGOS2,AKAP11,,PRSS56,RAD52,RAET1E-AS1,IL17F,CD38,Y_RNA,RAD52,IFIH1,GPBAR1,SLC41A1,PTPN22,ADAMTS19,Y_RNA,RAD52,MTHFR,COMT,RAD52,PLIN2,CITED2,RAD52,RPL7A,RAD52,MTHFR,BACH2,EFNB1,RAD52,APOH,GPC5,RAD52,TBK1,CASP1,HDAC8,PRSS56,COMT,ASXL3,CD3D,IRF1,MAPK8,IFNA17,RAD52,RAD52,TGFB1,RAD52,ZNF215,RAD52,ADRB2,INSR,AZU1,PIGZ,LHB,RAD52,RP11-383G6.4,IFNG,STAT4,HAVCR2,CFTR,Y_RNA,HSP90AA1,VEGFC,RAD52,CD14,IFIH1,RAD52,RAD52,MYH16,SLC2A1,ABCG5,RPL11,HLA-DRB1,RAD52,TNF,RAD52,APOL2,RAD52,MYCBP,RAD52,SPON2,,OAS1,RPS27,Y_RNA,ARID1B
CXCL8,MYH16,Y_RNA,,HLA-DQA1,STAT3,CLOCK,MYH16,AKR1C1,KMT2A,MYH16,CYP2D6,MYH16,APP,TPH2,CD99,AKAP13,,ANKDD1B,MYH16,SIGLEC5,STAT5A,LY96,Y_RNA,MYH16,IL6,GRIK2,PIGL,CTLA4,VARS2,Y_RNA,MYH16,TPH2,NR3C1,MYH16,MAFF,COPS7A,MYH16,RPS25,MYH16,GRIK2,PHACTR2,CD14,MYH16,ARID5B,GPBAR1,MYH16,STAT3,CCL2,CACNA1I,C14orf37,NR3C1,ATP10B,CD2,IRF7,MAPK14,IFNA21,MYH16,MYH16,BCL6,MYH16,ZNF765,MYH16,AFAP1,SLC6A11,ELANE,TSPOAP1,NPAS2,MYH16,CETN3,TGFB1,TLR9,LAG3,COX10,Y_RNA,SUPT5H,EFNA1,MYH16,HLA-DQA1,DDX58,MYH16,MYH16,BAD,EEF2,ABHD1,RPS15A,CTLA4,MYH16,IL6,MYH16,ARFGEF1,MYH16,MED13,MYH16,GBP5,,STAT1,RPS12,Y_RNA,ARID2
,BAD,Y_RNA,,HLA-DQB1,SLC25A20,SLC15A4,BAD,AKR1C2,L1CAM,BAD,DCC,BAD,CD74,COMT,GYG2P1,AKAP10,,GPBAR1,BAD,RNY4P13,STAT5B,MAP3K14,Y_RNA,BAD,CD8A,GZMA,SLC39A6,FOXP3,CPLX2,Y_RNA,BAD,COMT,GRIK2,BAD,ZFP36,CREBBP,BAD,RPS2,BAD,NPAS2,NR3C1,FCGR3A,BAD,ATP5F1A,HLA-C,BAD,SOCS1,CD2,GABRA3,ANKDD1B,CTLA4,B4GALT2,CD7,IRF9,MAP2K1,IFNA4,BAD,BAD,TP53,BAD,EGR1,BAD,AGPAT6,SULF2,PRTN3,CRAMP1,P4HA1,BAD,MIR488,CXCR4,MTOR,TIGIT,HABP2,Y_RNA,GTF2H5,EFNA2,BAD,HLA-DQB1,EIF2AK2,BAD,BAD,LAP3,SLC25A1,ABHD12,RPL13,IKZF2,BAD,IL10,BAD,ARHGAP1,BAD,MATN2,BAD,FCGR3B,,MX1,RPL30,Y_RNA,ASPM
,LAP3,Y_RNA,,CD4,BECN1,TMEM232,LAP3,SMPD1,MBD5,LAP3,ESRRA,LAP3,PRF1,NR3C1,LINC01002,USP6NL-AS1,,LHB,LAP3,MIR3179-3,JAK2,TP53,Y_RNA,LAP3,TP53,HINT1,CTSC,STAT4,GRIK2,Y_RNA,LAP3,NR3C1,NPAS2,LAP3,IER2,DAP3,LAP3,RPL8,LAP3,HLA-DQA1,ACADL,CCR2,LAP3,ATP5F1B,HLADQA1,LAP3,SOCS3,CD3D,KCNQ2,GPBAR1,STAT4,BAZ2B,CD247,SOCS1,MAP2K2,IFNA6,LAP3,LAP3,HLA-C,LAP3,ZNF782,LAP3,AGT,TPPP,CTSG,PDK4,PRRT4,LAP3,PLEKHG4B,CCL5,STAT3,CD74,MFRP,Y_RNA,POLR2K,EFNA3,LAP3,HLA-DRA,RSAD2,LAP3,LAP3,HS3ST1,RPS6,ABL1,RPL12,IKZF3,LAP3,IFNG,LAP3,ARHGAP35,LAP3,MARK1,LAP3,IFI6,,ISG15,RPL19,Y_RNA,ATP10B
,HS3ST1,Y_RNA,,CD8A,ARFGEF1,GPC5,HS3ST1,GRIK2,MECP2,HS3ST1,GALNT16,HS3ST1,IGHV3-23,IDO1,ZFY-AS1,USP6NL,,ADAMTS19,HS3ST1,MIR3180-3,TYK2,IL17RA,Y_RNA,HS3ST1,SLC25A15,HLA-A,CYP51A1,IRF5,NPAS2,Y_RNA,HS3ST1,TRPM3,IGHV3-30,HS3ST1,DDIT3,DCP2,HS3ST1,RPS6,HS3ST1,HLA-DRB1,S100PBP,CCR5,HS3ST1,ATP5F1C,HLADQB1,HS3ST1,PTPN22,CD3E,PCDH19,LHB,TLR9,BCL11A,LGALS9,SOCS3,MAP2K7,IFNA7,HS3ST1,HS3ST1,NLGN1,HS3ST1,ZNF781,HS3ST1,AHNAK,DPM1,SERPINB10,PLA2G10,PRSS56,HS3ST1,U1,CD3D,IL6,HLA-DRA,PCLO,Y_RNA,GTF2H3,EFNA4,HS3ST1,CD69,CXCL10,HS3ST1,HS3ST1,AOC1,RPL3,ABL2,RPS25,HSPA8,HS3ST1,TGFB1,HS3ST1,ARL14EP,HS3ST1,LIPT1,HS3ST1,IFITM3,,RSAD2,RPL18A,Y_RNA,ATP1A2
