seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
IFIT3,IFIT3,CCL2,IL15RA,OAS3,IL18,TNF,IL10,PRF1,CCL3,IL1R1,IL10,CXCL9,CCL4,RSAD2,ENPP4,CXCL11,MX1,TNF,CXCL1,IFIT1,IL10,CXCL8,IL18BP,CXCL11,IL18,IL23A,CXCL6,CXCL2,CXCL11,IL6,S100A8,IL1RN,CXCL9,CXCL11,CCL3,CCL3,CXCL9,MMP9,CXCL9,CCR7,IFNG,CXCL10,IL1B,IFIT2,IFI27,ENPP4,PTGS2,IFIT3,S100A12,CXCL8,OASL,IL1RN,MX1,MX1,OAS1,ENPP4,CCL3,OAS3,ITPKC,IFIT5,IFI6,LINC02035,ENPP4,TNF,S100A9,IL10,CCL22,IFIT3,ISG15,CCL4,ENPP4,MX2,OAS3,RSAD2,IL18,IFIT1,RSAD2,NLRP3,STAT3,MX1,IL10,OAS3,IFIT3,IFITM1,CCL5,ISG15,ISG15,IL6R,OAS1,CCL3,OAS1,IL2,CXCL10,IL1RN,S100A8,ISG15,CXCL9,RTN1,ENPP4
ISG15,IFIT1,CCL3,IL18,OASL,IL17A,CCL3,MMP9,GZMB,CCL4,GZMB,IL18,CXCL11,S100A8,OAS1,SEMA3F,CCL2,OAS3,IL6,CXCL2,IFIT3,IL18,CCL2,IL1B,CCL5,IL1RN,IL10,CCL2,CXCL3,IFI27,TNF,S100A9,IL10,CXCL11,GBP5,CCL4,CCL4,CXCL10,S100A8,VCAM1,CXCR3,CXCL8,CXCL11,IL6,MX1,OAS1,SEMA3F,CCL2,OAS1,S100A8,CXCL9,MX1,IL18,GBP1,GBP1,MX1,SEMA3F,CCL4,OASL,NLRC4,IFITM1,MX1,CLIC3,SEMA3F,TNFRSF1A,S100A12,IL17A,IL6,IFITM1,OAS1,CCL5,SEMA3F,OAS1,OASL,SIGLEC1,IL18R1,OASL,OAS1,OAS1,IRF1,MX2,IL18,OASL,ISG15,IFITM3,IFNG,MX1,IFIT1,IL10RA,MX1,CCL4,OAS2,IL7,CXCL11,NLRP3,S100A9,IFI44L,TNF,HSPBAP1,SEMA3F
CXCL8,IFIT2,CCL4,IL1B,RSAD2,IL12B,CCL4,MMP8,CXCL11,CXCL8,PRF1,IL18BP,CCL2,S100A9,OAS2,CFTR,CCL3,OAS2,IL10,CXCL3,IFIT2,IL17A,CCL3,IL6,OAS1,MMP9,IL1RN,CCL3,CXCL5,IFI44L,CXCL9,MMP9,TNF,CCL2,IRF1,CCL5,CXCL11,CXCL11,S100A9,NFKBIA,SLAMF1,IL6,IFIT1,TNF,MX2,MX1,CFTR,CCL20,OAS2,S100A9,CXCL10,MX2,NLRP3,SIGLEC1,SIGLEC1,IFI44L,CFTR,NLRP3,RSAD2,NLRP3,IFITM3,RSAD2,S100P,CFTR,TNFRSF1B,CCL2,IL18,IL1B,IFITM3,OAS3,CXCL8,CFTR,OAS2,MX1,GBP1,IL18RAP,IFIT2,OAS2,IFIT3,IRF7,IRF7,IL17A,MX1,OAS1,GBP1,NFKBIA,OAS1,IFIT3,IL17A,IL1B,CCL20,OAS3,IL15,CCL2,S100A8,S100A12,IFIT3,MX1,VPS37C,CFTR
IFI27,OAS1,CCL5,NLRP3,SIGLEC1,IL21,CXCL8,ISG15,CCL2,OAS1,HLA-DRA,IL17A,CCL3,S100A12,OAS3,ANKIB1,CCL4,IFITM3,GZMB,CCL2,GBP1,ISG15,CCL4,IL10,ISG15,IL1A,CXCL8,CCL4,CXCL6,IFI44,CXCL11,MPO,IL18,CCL3,NKG7,CXCL8,CCR7,CCL2,IL1B,IL1B,GBP5,CCL4,IFIT3,S100A8,OAS1,STAT1,ANKIB1,CXCL8,OAS3,NPPB,CXCL11,RSAD2,S100A8,CXCL11,CXCL11,CCL2,ANKIB1,MMP9,IRF7,CASP1,RSAD2,EIF2AK2,IFI27,ANKIB1,IL1B,CCL3,IL1RN,TNF,RSAD2,RSAD2,OAS1,ANKIB1,OAS3,MX2,IFI27,IDO1,IFIT5,OAS3,IFIT1,CXCL11,IRF9,IL2RA,MX2,OAS2,GBP5,NLRP3,OAS2,MX1,CXCL9,MMP8,CXCL8,OASL,IL4,CCL3,S100A9,IL1RN,OASL,S100A12,TGFB1,ANKIB1
CXCL11,OASL,CCL19,CXCL8,GBP5,IL23A,CCL2,IFI44L,CXCL8,OAS2,HLA-DRB1,IL23A,CCL4,MMP8,OASL,CYP51A1,CCL5,IFITM1,NKG7,CCL3,GBP5,IFIT1,CCL5,TNF,IRF7,IL8,CCL2,CCL5,CXCL7,IFIT3,CCL2,ELANE,IL12B,CCL4,GZMB,S100A8,VCAM1,CCL3,NLRP3,S100A9,IRF1,CCL2,IFI27,S100A9,OAS2,CXCL13,CYP51A1,IL23A,MX1,CD177,CXCL3,IRF7,S100A9,CCL2,CCL2,CCL3,CYP51A1,S100A8,STAT1,CASP3,SIGLEC1,STAT1,CD163,CYP51A1,IL1R1,CXCL11,CXCL11,IL10,CMPK2,MX1,OAS2,CYP51A1,OASL,RSAD2,IFITM3,GBP1,IRF7,OASL,CXCL9,CXCL8,IFI27,IL12B,SIGLEC1,OAS3,RSAD2,STAT1,IFIT1,OAS1,CXCL10,GBP5,CXCL1,MX1,IL5,CCL4,ISG15,MMP9,GBP5,TCF7,MX2,CYP51A1
OAS3,OAS2,CCL20,CCL2,GBP1,IL27,OAS1,IFI27,CCL3,OAS3,TAP1,IL13,CCL5,MMP9,MX1,KRIT1,CCL19,RSAD2,CCL2,CCL4,XAF1,IFIT3,CCL19,TNFSF10,RSAD2,CCL2,CCL3,PTGS2,CCL3,IFIT1,CCL3,CTSG,IL21,CCL5,PRF1,S100A9,ICAM1,CCL4,TNF,CCL2,STAT1,S100A8,S100A8,MMP9,OAS3,CCL19,KRIT1,IL12B,ISG15,MMP9,CCL2,IRF9,S100A12,CXCL8,CXCL8,CCL4,KRIT1,S100A9,STAT2,IL27,CXCL10,IRF7,RTN1,KRIT1,IL1RN,CXCL13,IRF7,IL1RN,IFI6,STAT1,OAS3,KRIT1,RSAD2,IFIT5,IFIT3,STAT1,DDX58,MX1,CXCL11,IL1A,IFI6,ICAM1,IRF7,CXCL8,CXCL11,STAT3,IFIT3,RSAD2,CCL2,OAS2,CXCL11,MX2,IL13,CCL5,IFI27,VEGFA,CXCL8,GBP5,TRBV11-2,KRIT1
GBP5,OAS3,CCL21,CCL3,IFITM3,IL1A,OAS2,IFIT3,CCL4,OASL,TAP2,CXCL11,NLRP3,PLA2G2A,MX2,RAD52,CCL20,CXCL13,CCL3,CCL5,STAT1,OAS1,CCL20,ISG15,STAT1,CCL3,CCL4,NFKB1,CCL4,IFIT2,CCL4,NLRP3,IL27,CCL19,IL17A,S100A12,CD274,CCL5,IL18,IFIT2,GBP1,S100A9,S100A9,PTX3,RSAD2,CCL4,RAD52,IL1RN,RSAD2,IL10,CCL3,BST2,PTX3,IL1RN,IL1RN,CCL5,FBXL19,S100A12,CXCL10,CD274,CXCL9,SIGLEC1,IL1B,RAD52,IL18,OAS1,ISG15,IL18,IFI44,IRF7,ISG15,RAD52,USP18,IRF7,CXCL13,ISG15,IFIH1,MX2,ICAM1,IL18,IFI44,VCAM1,IRF9,CXCL5,CCL2,SOCS1,S100A8,IRF7,CCL3,IFIT1,CXCL13,RSAD2,IL21,TNF,IFI44L,NLRP3,ELANE,MAP3K7CL,IL1B,RAD52
SIGLEC1,MX1,CXCL1,CCL4,IFITM1,IL15,OAS3,IFIT1,CCL5,IFIT2,GBP5,CXCL13,CASP1,OSM,GBP1,MYH16,CCL22,GBP1,CCL4,CCL19,IRF7,MX1,ISG15,IFIT1,CXCL13,CCL4,CCL5,NFKBIA,NLRP3,OAS1,CCL7,IFIT1,CCL2,CXCL13,S100A8,MMP8,CD14,CXCL8,IL8,OAS1,CXCL8,S100A12,MMP9,IL18,SIGLEC1,CCL3,MYH16,TNF,SIGLEC1,OAS1,CCL4,SIGLEC1,CRP,IL10,IL10,CCL8,DOCK5,ICAM1,CXCL9,VCAM1,CCL2,BST2,IL6,MYH16,IL18R1,OAS2,OAS1,IL18R1,CXCL9,IRF1,IFIT1,MYH16,PLSCR1,IRF9,IDO1,OAS1,OAS2,IRF7,VCAM1,IL17A,IFI44L,CD14,STAT1,CCL2,CCL3,IL2RA,S100A9,STAT1,CCL4,RSAD2,CXCL5,CMPK2,IL27,IFNG,OAS1,BCL2A1,MPO,RN7SL752P,IL6,MYH16
IL10,MX2,CXCL2,CCL5,EIF2AK2,IL16,OASL,IFITM3,ISG20,IFIT3,CXCL11,IFI27,STAT1,TNFSF10,IRF7,BAD,CXCL13,SIGLEC1,CCL5,CCL20,IRF9,RSAD2,IFI27,IFIT2,CXCL8,CCL5,CCL20,NFKBIZ,MPO,OAS2,IL10,IFIT3,CCL3,CXCL1,S100A9,HLA-DRA,CD163,CXCL13,VCAM1,S100A8,IL1RN,IL1R1,ELANE,CXCL8,LY6E,GZMB,BAD,TNFRSF1B,CXCL9,IFIT1,CCL5,CXCL10,MMP9,IL6,IL6,CXCL8,GRM1,VCAM1,IL1B,ICAM1,CCL19,IFI44,TNF,BAD,IL18RAP,OAS3,MX1,IL8,CXCL10,CCL2,IFIT3,BAD,HERC5,STAT1,HLA-DRA,OAS2,OAS3,IRF9,SERPINE1,IL12B,CXCL10,CD163,STAT2,CCL5,CCL4,IL7R,S100A12,CCL2,CCL5,DEFA4,CXCL2,USP18,IL1RN,S100A8,MX1,PLAU,S100A8,CCL17,TNF,BAD
LAMP3,IL18,CX3CL1,CXCL1,STAT1,IL22,IFI44L,STAT1,IFIT3,IFITM3,STAT1,IFIT1,IRF7,TNFRSF1B,IRF9,LAP3,XCL1,DDX58,CXCL9,CCL21,SOCS3,CXCL11,IFIT1,IFIT3,IFI44L,CCL20,CXCL5,RELA,ELANE,OAS3,IL18,IFI44L,CCL4,ISG15,S100A12,HLA-DRB1,HLA-DRA,CCL19,ICAM1,IRF7,IL18,IL1RN,CEACAM8,CCL5,CXCL11,GZMA,LAP3,IL18,CXCL11,IFI44L,CCL7,CXCL11,SERPINE1,IL1B,IL1B,IL10,MTRNR2L8,CCR7,IL6,CCL2,IL6,CXCL9,IFNG,LAP3,IL17A,IFIT1,RSAD2,IL17A,CXCL11,CCL3,MX1,LAP3,BST2,STAT2,HLA-DRB1,MX1,HERC5,STAT1,S100A8,IL23A,CXCL9,CD8A,GBP1,CCL19,CCL5,ICAM1,CXCL8,CCL5,CCR1,CAMP,IL15,XAF1,IL1A,S100A9,CXCL11,CCL2,S100A9,DEFB4A,CXCL8,LAP3
HLA-DRA,NLRP3,ISG15,CXCL2,IRF7,CXCL11,IFI44,STAT2,IFIT1,IFITM1,OAS1,IFIT2,IRF1,SIGLEC1,STAT1,CFI,CCL17,IRF7,CXCL11,CCL22,IL10,CCL2,IFIT2,OAS1,IFIT3,CCL19,CXCL13,TNFAIP3,PRTN3,MX1,IL1RN,ISG15,CCL5,IFIT1,SAA1,HLA-DRB5,HLA-DPB1,IFI44,CD40LG,MMP9,IL18R1,TLR4,GNLY,CRP,CCL2,PRF1,HS3ST1,IL18R1,CCL2,STAT1,CCL20,GBP1,IFNA1,TNF,TNF,IL18,DDX41,CD74,IL18,CCL3,IL1B,CXCL11,CXCL10,HS3ST1,IL17F,IFIT2,IFIT1,IL17F,CXCL8,CCL4,RSAD2,HS3ST1,CXCL10,DDX58,IL1B,IRF1,S100A12,STAT2,S100A9,CCL3,CXCL11,CD8B,GBP5,CCL20,CCR7,VCAM1,CCL2,CXCL11,CCR2,LCN2,IL7R,DDX60,CXCL8,S100A12,LYZ,CCL3,OAS1,IFIT2,CXCL10,FAM104B
CD274,PYCARD,IFIT1,CXCL3,CXCL13,CXCL13,IFIT2,CCL2,IFIT2,IFITM2,ISG15,IFIT3,ISG15,LAG3,STAT2,RBBP8,CXCL5,STAT1,IFI27,CCL23,IFNG,CCL3,IFIT3,OAS2,IFI44,CXCL13,CX3CL1,JUN,CTSG,MX2,NLRP3,OAS1,CCL7,IFIT2,SAA2,CD274,HLA-DRB1,IFI44L,LTF,OASL,S100A8,STAT1,GZMB,FCGR2A,CCL3,KLRD1,AOC1,IL18BP,CCL3,IRF7,CD40LG,GBP5,IFNB1,IL17A,IL17A,IL1RN,UBE2H,HLA-DRB1,IL10,CCL4,IL17A,GBP1,CXCL9,AOC1,IL17RA,IFIT3,IFIT3,IL12B,CCL2,CCL5,ISG20,AOC1,CXCL11,DHX58,IL6,IRF7,S100A8,GBP1,S100A12,CCL4,GBP1,CD4,CXCL10,MMP8,IL1RN,SELE,CCL3,IFI44L,CCR5,FCGR1A,IL2RA,STAT1,CXCL10,LCN2,MPO,CCL4,IFIT1,GBP1,CCL2,SEMA4G
CD163,CASP1,IFIT2,CXCL5,CXCL8,CXCL1,IFIT1,CCL5,IRF1,MX1,IRF1,ISG15,GBP1,PDCD1,IFI6,RPL30,CXCL1,IRF9,MX1,CCL24,GZMB,CCL4,MX1,OAS3,IFIT1,CCR7,CCL22,FOS,LTF,IRF7,CASP1,OAS2,CCL8,IFIT3,IL1B,STAT1,HLA-DQB1,IFIT1,MPO,IFIT1,S100A9,STAT3,NKG7,HAMP,CCL4,LAG3,WNT16,TRAF5,CCL4,CCL5,CD40,PLSCR1,OAS1,MMP9,MMP9,IL17A,CPSF6,STAT1,TNF,IL10,IL23A,GBP5,CXCL8,WNT16,IL12B,ISG15,IFI44L,IL23A,CCL3,SAA1,IFI44,WNT16,STAT1,EIF2AK2,TNF,RSAD2,S100A9,GBP2,MMP9,CCL5,GBP2,CD3D,CXCL9,MMP9,IL1B,PECAM1,CCL4,IFI27,CXCR3,GZMB,IL12B,HERC5,CXCL9,PTX3,ELANE,CCL5,IFIT2,IFI44L,CCL5,TNFRSF14
