seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
HLA-DRA,IFNγ,IL1A,IL1A,ICAM1,TNFRSF1A,IL10RA,ISG15,IRF3,FCGR3A,TNFRSF1A,TNFRSF1B,S100A12,IFNG,IL10,HCK,CASP5,TNF,NCF4,CXCL9,ISG20,IL23A,CCL3,CXCL10,ADM,TNF,OAS3,IL12A,CCL2,NFKB1,SLC22A4,FCGR1A,TNFRSF1B,TNFRSF1B,CR1,CD40LG,IRF1,S100A9,IFNAR1,IL6,CASP1,IFNG,IL10,TNFRSF1B,IL6,S100A8,IL12B,CXCL10,TLR2,FCGR3A,IL1R1,MX1,S100A8,TNF,S100A12,TLR7,VEGFA,TNFRSF1B,TNFRSF1B,NT5E,SELL,TLR5,IFIT3,JAK2,IL1RAP,CXCL2,TNFRSF1A,IL10,NCR2,MMP8,ZBTB48,MyD88,TRAF6,IL23R,MMP9,IL18R1,SLC22A4,CD40L,TNFRSF1B,IL5,S100A12,TNF,IFITM1,IFIT1,TNFRSF1B,CXCL10,CXCL8,IL10RA,TREM1,CD177,IL5,IL12A,HLA-DRA,TRIM58,MIP1A,CASP5,IL6R,IL18R1,TNF,CXCL2
ZBTB48,TNF,IL12A,IL1RN,VCAM1,TNFRSF1B,IL10RB,OAS1,IRF7,CCR2,TNFRSF1B,IL18,S100A4,IFNA1,IL10RA,LILRB2,GSDMD,IFNG,CFL1,CXCL13,MX1,IL33,CCL2,FCGR1A,SLC22A4,TNFRSF1A,STAT1,IL12B,CXCL10,TLR4,IFI16,FCGR2A,TNFAIP3,IL17A,S100A8,STAT3,IRF3,CD14,IFNAR2,IL10,GSDMD,CXCL10,IL2,IL10,TNF,S100A9,IL23A,CXCL9,TLR4,FCGR3B,IL1R2,MX2,S100A9,CCL2,S100A8,IRF3,VWF,IL10,IL10,CCR1,CD14,MYD88,OAS2,TYK2,IL1RN,CD163,TNFRSF1B,IL10RA,NCR3,MMP9,TNFRSF13C,TLR4,NFKB1,IL22,ANXA3,IL10,CXCL2,NFAT1,IL10,IL6,MMP9,TNFRSF1A,IFITM3,IFIT2,IL18,IL1RN,IL17A,IL10RB,PRF1,CD14,IL6,IL12B,HLA-DQB1,IGSF3,IFNG,PYCARD,IL6ST,IL18RAP,IFNG,CD14
TNFRSF13C,IL1B,IL23A,IL18,VWF,IL15,IL18,MX1,TBX21,ADM,IL1R1,IL18R1,S100B,IFNB1,IL10RB,ITGAX,NEK7,IL1B,ALOX5AP,IL17A,MX2,IL1A,CXCL10,VIM,HP,TNFRSF1B,IRF7,IL13,CXCL8,CD40LG,STING,FCGR3A,TNFAIP6,IL17RA,S100A9,NFKB1,IRF7,CD74,STAT2,IL1A,ITPKC,IL8,IL4,IL10RA,IFNG,NLRP3,IFNA1,IL10,S100A12,CD177,IL10RA,OAS1,S100A12,CCR2,S100A9,STING1,HLA-DRA,IL10RA,IL10RA,SELL,CXCL2,C3AR1,OAS3,TBX21,CASP5,S100P,CD14,IL10RB,KLRK1,CAMP,CASD1,TLR2,NFKB2,IFNG,NCF4,IL10RA,TRIM58,NFAT2,IL10RA,IL6R,TLR2,IFNG,ISG15,IFIT3,IL18R1,IL18,IL18,IL18,CCR1,CD36,IL6R,IL23A,FTH1,RUNX1,IL2,NLRP3,TNFRSF1A,IL10,IL6,CD274
CASD1,CD40,CXCL8,IL2,ANGPT2,IL15RA,IL18BP,VCAM1,S100A12,CD163,IL1R2,IL18RAP,CD14,CXCL8,IL18,SPI1,TXNIP,CD14,FCGR1A,CXCL10,OAS1,IL1R1,CXCL8,CLIC1,ITGB2,IFNG,IRF9,IL15,CD40LG,ICAM1,PYCARD,FCGR3B,IL10,IL17F,S100A12,TLR4,ISG15,CD40,IRF3,IL17A,FCGR2A,IL10,IL5,IL10RB,CXCL8,IL1B,IFNA2,IFNG,S100A9,TLR2,IL18R1,OAS2,TLR4,FCGR2A,STAT3,PYCARD,HLA-DQB1,IL10RB,IL10RB,XAF1,S100A9,RETN,MX1,CD8A,CR1,CASP5,CD16,IL18,KLRD1,LTF,S100A8,IFNAR1,RELA,IFNA1,CD177,IL10RB,IGSF3,NFATC1,IL10RB,IL6ST,TLR8,IFNGR1,ISG20,MX1,IL10,IL12B,TNF,IL18R1,CASP5,IL1A,IL6ST,IL21,FTL,IL6,VEGFA,AIM2,TNFRSF1B,IL10RA,IL17A,CD69
IRAK4,CD40LG,CXCL10,IL2RA,SELE,IL2,IL17A,ICAM1,TSPO,CD14,IL6R,IL10,FCGR3A,CXCL10,IL18R1,CD8A,P2RX7,CD16,FCGR2A,MMP9,OAS2,IL1RN,CXCL9,ITGB2,DEFA1,IFNGR1,IFITM1,IL21,ICAM1,VCAM1,CASP1,CD177,IL10RA,IL15,CD64,MYD88,IFIT1,FCGR2A,IRF7,IL18,CD40,VEGFA,IL12A,IL12A,CXCL2,IL6,IFNB1,IL18,MMP9,TLR8,TNFRSF1A,OAS3,TLR2,IL1R1,NFkB1,NLRP3,ITPKC,IFNG,IFNG,S100A8,MMP9,IFIT1,OASL,CD8B,MMP8,CR1,CD11B,IL18R1,KLRC1,S100A8,S100A9,IFNAR2,RELB,IFNA2,CFL1,IFNG,RUNX1,NFATC2,IFNG,IL10,FCGR1A,IFNGR2,MX1,OAS1,IL10RA,IL23A,IFNG,IL18RAP,TNF,IL1R1,IL7,IL15,CXCL9,IL10,IL8,IFI16,IFNGR1,IL10RB,IL10,ICAM1
IFI16,BLK,CCL2,IL17A,C3,IL2RA,IL17RA,SELE,SPI1,CD36,IL6ST,IL10RA,FCGR3B,CCL2,IL18RAP,ELANE,IL6,FCGR3A,FCGR3A,ARG1,OAS3,IL6R,CD163,ADM,PRDX2,IFNGR2,IFITM3,IL23A,VCAM1,SELE,IFNAR1,CEACAM8,IL10RB,IL15RA,CD163,IRAK4,MX1,CD177,IRF9,IFNG,CD40L,MIP1A,IL12B,IL12B,S100A8,TNF,TGFB1,IL1RN,ITGAM,CXCL8,IFNGR1,OASL,NFKB1,IL1RN,NFkB2,CASP1,CASP3,IFNGR1,IFNGR1,S100A9,XAF1,IFIT3,IFI44,GZMB,TNFA,TNF,CD11C,IL18RAP,KLRC2,S100A9,CD177,JAK1,REL,IFNB1,FPR1,IFNGR1,VPS9D1,CXCL1,IFNGR1,IL10RA,ITGAM,IFNA1,MX2,IFITM1,IL10RB,TLR4,IL1A,IL17A,IFNG,IL1R2,IL7R,IL7,CXCL11,TNF,IL10,NLRP1,IFNGR2,IFNG,SPI1,IL4R
STING,FCGR2A,CCL3,IL17RA,C5,IL2RB,IL23A,C1QA,HLA-DQB1,TLR2,IL1RN,IL10RB,CD68,CCL3,IL2,MPO,TNF,CD163,TLR2,ELANE,OASL,IL6ST,CD14,ALPL,IL1B,IL2,IFI6,IFNA1,VEGFA,MMP9,CD14,ALPL,IL18,IFNG,RTN1,IL1R1,OAS1,HLA-DRA,MX1,IFNA1,IL17A,IL2,IL15,IL12RB1,S100A9,CD40,TGFB2,IL1R1,SPI1,CCR2,IL2RA,RSAD2,NFKB2,IL1RAP,IL1R1,IFI16,FCGR2A,IFNGR2,IFNGR2,S100A12,FCGR2A,ISG15,NFKB1,PRF1,IL6,IL6,CD18,IFNG,CD247,S100A12,MMP9,TYK2,NFKBIA,IFNAR1,ALOX5AP,IFNGR2,CACNA1E,PTGS2,IFNGR2,IL10RB,SPI1,IFNAR1,OAS1,IFITM3,IL2,TLR2,IL2,IL17RA,IL10,TNFRSF1A,IL9,IL27,S100A8,IFNG,TNFRSF1A,NLRC4,NFKB1,IFNGR1,CD14,FCGR1A
STAT3,HLA-DQB1,CCL4,IL4,C3AR1,IL4,IL23R,C1QB,HLA-DRA,TLR4,IL1RAP,IFNG,CD163,CCL4,IL2RA,MMP9,IL10,ITGAL,TLR8,IL1R2,RSAD2,TNFRSF1A,CD86,HP,CXCL8,IL2RA,IFI35,IFNA2,MMP9,TIMP1,TLR7,HP,IL18R1,IFNGR1,MMP9,IL6R,CXCL10,HLA-DRB1,MX2,IFNB1,IL17F,CCL2,IL18,IL12RB2,S100A12,CD40LG,STAT3,IL1R2,TREM1,ADM,IL4R,STAT1,RELA,IL1R2,IL1RN,ITPKC,CD40,IL2,IL2,MMP9,HLA-DRB1,IFI44L,NFKB2,CXCL9,IL8,NLRP3,CD86,IFNGR1,FCER1G,PGLYRP1,MMP8,TRAF6,NFKBIB,IFNAR2,CXCL2,IL2,SH3GLB1,SPP1,IL2,IL12A,TREM1,IFNAR2,OAS2,STAT1,IL2RA,CD40LG,IL4,IFNG,IL8,TNFRSF1B,IL10,TGFB1,S100A9,IL1B,TNFRSF1B,HLA-DRA,NFKB2,IFNGR2,MMP9,FCGR2A
PYCARD,HLA-DRA,CCL5,IL13,C5AR1,IL4R,IL12A,C3,HLA-DQA1,TLR7,TNFAIP3,IFNGR1,CXCL8,CCL5,IL2RB,PADI4,CXCL8,PECAM1,SPI1,MPO,STAT1,TNFRSF1B,HLA-DRA,SLC22A4,MX2,IL2RB,HERC5,IFNB1,TIMP1,CRP,IRF3,ARG1,IL18RAP,IFNGR2,MMP8,TNFRSF1A,CCL2,HLA-DQB1,ISG15,IFNAR2,IL21,CCL5,IFNG,IL18,STAT3,MMP9,STAT1,TNFAIP3,CD44,MPO,IL12RB1,STAT2,STAT1,IL8,TNFRSF1A,PELI1,BLK,IL2RA,IL2RA,MMP8,HLA-DRA,MX1,RELA,CXCL10,CXCL13,TLR4,CD80,IFNGR2,PRF1,SERPINB1,ANXA3,CFH,IKBKB,IRF3,IL6,IL2RA,RAB32,TRIM58,IL2RA,IL12B,PRF1,IRF3,OAS3,IRF7,IL2RB,NFKB1,IL5,IFNGR1,HLA-DQB1,IL6R,IL10RA,IL13,S100A12,IL1R1,CD14,HLA-DRB1,RELA,IFI27,TLR2,FCGR3A
CASP1,HLA-DQB2,CXCL9,IL5,CFH,IL10,IL12B,C5,HLA-DPA1,TLR8,IL18,IFNGR2,CXCL10,NLRP3,IL4,LTF,IL18,MALAT1,ITGAM,CD14,STAT2,IFNGR1,HLA-DRB1,IL10,TGFB1,IL4,USP18,IL1R1,CRP,SAA1,CD36,MPO,IL18BP,IL10,ELANE,JAK2,CCL5,HLA-DQB2,ISG20,CCL3,IL22,MMP9,CXCL8,IL18BP,SOCS3,TRIM58,JAK1,TNFRSF1A,UBB,ELANE,IFIT1,IRF7,STAT3,IL17A,IL6R,FCGR2A,STING,IL2RB,IL2RB,ELANE,CD163,IL1B,TNF,CXCL11,CD64,TLR5,CD163,IL2,GZMB,PRTN3,ALPL,C3,TNFAIP3,IRF7,TRIM58,IL2RB,GYG1,IGSF3,IL2RB,IL13,ADM,IRF7,OASL,TLR8,IFNG,RELA,IL10,IFNGR2,HLA-DRA,STAT3,IL10RB,CCL2,CD38,IL1RN,MMP8,HLA-DQA1,RELB,IFI44,CEACAM1,TLR2
IFNAR1,HLA-DOB,CXCL11,IL6ST,FGA,IL10RA,IL12RB1,CXCL2,CD74,NLRP3,IL18R1,IL2,CCL2,CASP1,IL4R,MAPK14,IL15,S100A8,ADM,TLR2,IRF7,IFNGR2,TLR4,IL2RB,HSPBAP1,IL4R,IL6,IL6R,SAA1,IL18,HLA-DOB,ELANE,IFNG,IL10RA,TNF,SOCS3,VEGFA,HLA-DOB,IFIT1,CCL4,TGFB1,STAT1,S100A8,IL18R1,IL10,IGSF3,JAK2,NFKB1,FCER1G,DEFA1,IFIT2,IRF9,IRF1,IL10,CXCL8,CD14,STAT3,IL4,IL4,ARG1,CD86,TNF,IL6,IL1B,ENTPD1,ADM,CD206,IL2RA,GZMA,IL6,NCF4,C5,TNIP3,STAT3,IGSF3,IL4,PGS1,RUNX1,IL4,IL15,ALPL,TBK1,RSAD2,ITGAX,IFNGR1,MYD88,IL12A,IL2,TNFRSF13C,PYCARD,IL11,CCL3,NLRP3,IL17A,CEACAM1,HLA-DQB1,REL,IFI44L,S100A8,TLR4
CD14,ZBTB48,CXCL1,IFNGR1,FGB,IL10RB,IL12RB2,IL8,CASP5,PYCARD,CXCL2,IL2RA,CCL3,PYCARD,IL5,PHLPP1,IL15RA,S100A9,HK3,TLR7,IRF9,IL2RA,TLR2,IL2RG,VPS37C,IL5,IL1B,IL6ST,S100A8,IL1A,PELI1,CTSG,IFNGR1,IL10RB,IL1B,IRF7,PECAM1,CCR1,IFIT2,CCL5,STAT3,STAT3,S100A9,IL2,NFKB1,RUNX1,STAT5A,RELA,IL7R,DEFA3,IFIT3,IFIH1,IRF7,TGFB2,CCL2,IL6R,IRAK4,IL4R,IL4R,LCN2,CASP5,IL6,IL1B,IL1A,PDCD1,ALPL,CD68,IL2RB,GZMH,IL1B,CFL1,CFB,BIRC3,STAT1,SELE,IL4R,IL1B,FGR,IL4R,IL17A,HP,STAT1,DDX58,HCK,IFNGR2,IRAK4,IL12B,IL2RA,CD163,CASP1,IL12A,CCL4,IL18,IL17F,PFKB2,HLA-DQB2,TLR2,IFIT1,S100A9,TLR7
TLR2,TNFRSF13C,CCL7,IFNGR2,FGG,CXCL8,IL21,TRIM58,CR1,CASP1,CXCL8,IL2RB,CCL4,IL1A,IL5RA,CXCL2,IL2,CSF3R,PADI4,TLR8,DDX58,IL2RB,ICAM1,JAK1,TRBV11-2,IL7,TNF,TNFRSF1A,S100A9,TNFRSF1A,FCGR2A,IL1B,IFNGR2,IL4,IL6,IFNAR1,ICAM1,SELL,IFIT3,CXCL10,RORC,NFkB1,S100A12,IL2RA,NFKB2,ZBTB48,STAT5B,RELB,PRF1,DEFA4,IFI44,DDX58,IFNG,MMP3,CCL5,TNFRSF1A,TLR2,IL5,IL5,DEFA4,CR1,IL10,STAT3,IL6,CTLA4,HP,HLA-DRA,IL4,GZMK,IL1A,FPR1,CD163,LTB,STAT2,ICAM1,IL5,IL1A,CFH,IL5,IL17F,SLC22A4,STAT3,IRF3,LILRB2,IL17A,TRAF6,IL13,IL2RB,SMOX,NLRP3,IL12B,CCL5,CASP1,TNFAIP3,STAT3,HLA-DOB,TLR4,IFIT2,ITGAX,TLR8
