seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
IL18,OGT,IL6,OAS1,CXCL10,DEFA4,CCL5,IL6,IL1R1,IRF4,ZBTB7A,CDON,IL17A,CCL2,ENPP4,CXCL10,IL12B,IFI44L,PHKA2,IL21,IFITM3,IL23A,MX1,TLR9,IL5,CCL2,GZMB,IL10,TNF,IFIT1,JAK1,STAT5A,CCL8,IFIH1,INSR,IL6,IFNG,ENPP4,IL18,TNFSF13B,IRF7,ISG15,ENPP4,IFI27,IFIT1,CCR7,IL12B,CCL4,CXCL9,IL6,IRF7,CCR4,CEP350,CXCL9,HLA-DQA1,IL6,IL18,STAT1,IL12B,IL11,NR3C1,IL18,CCR7,ARRB1,IL18,ENPP4,HLA-DRB1,bP-2168N6.1,IL5,SOCS3,TLR7,IL12B,ISG15,OAS1,IL6,CCL5,ENPP4,CXCR5,IL12B,IL6R,IFIT1,IFIT1,KCNA2,CXCL10,ABCF1,ISG15,IL4,CXCL13,IL10,OAS2,MX1,ISG15,CXCL10,ENPP4,TLR9,IFNA10,RSAD2,CCL5,OAS1,STAT1
IL21,ATG7,TNF,OAS2,CXCL9,ITGB3,CCL7,IL1B,IL1RN,STAT1,KLF2,INSR,TNF,CCL5,SEMA3F,CCL2,IL15,CXCL10,IL2RB,CXCL10,OASL,TGFB1,MX2,ZBTB7A,IL7,TLR4,GZMA,TLR4,IFNG,ISG15,JAK2,GZMA,CXCL13,MX1,SLC15A4,IFNG,IFNA1,SEMA3F,IL17A,IL17A,MX1,MX1,SEMA3F,ISG15,PRF1,CXCR4,IL23A,CCL3,CXCL11,TNF,IRF3,HLA-DQA1,CITED2,CXCL11,IL2RB,CXCL8,IL21,STAT4,IL13,IL12A,FKBP5,IL23A,CXCL9,ABCE1,IL13,SEMA3F,PTGS2,bP-21264C1.2,IL13,PPARGC1A,TLR3,IL17A,IFI27,ISG15,IL10,CXCL12,SEMA3F,CASP1,IL23A,IL1B,MX1,MX1,NCOA6,CCL2,C5orf30,OAS1,IL13,CCL2,TNF,OAS3,ISG15,RSAD2,TLR4,SEMA3F,NFKB1,IFNA17,IRF7,IL18,RSAD2,STAT3
IL23A,LCP2,IL1B,OAS3,CCL2,CXCR4,CCL19,IL10,IL7R,STAT3,KLF13,SLC6A11,IFNG,CCL19,CFTR,CXCL9,IL17A,CCL2,CCR4,CXCL8,RSAD2,CXCL10,OAS1,KLF2,IL12A,NFKB1,GNLY,IL6,CCL2,OAS1,IRF7,PSMA3,CXCL11,MX2,PHACTR2,IL1B,IFNB1,CFTR,IFNA1,IL21,CXCL9,MX2,CFTR,MX1,GZMB,CXCR2,IL18,STAT1,PRF1,IL1B,OAS1,PRG4,CRK,IL2,KCNA2,TNF,IL23A,TYK2,IL15,IL12B,HSPA1A,CXCL10,CXCL11,GOLGA4,IL21,CFTR,CD38,bP-21264C1.1,IL21,SIRT1,TLR2,IL18,IFI44,MX1,IFNG,CX3CL1,CFTR,PLSCR1,TGFB1,IL1R1,IFI27,IFI27,NMNAT1,CCL5,DMBT1,MX1,IL1RN,CCL5,IFNG,OASL,IL6,IFI44,CCR4,CFTR,TNF,IFNA21,STAT1,LTA,IFIT1,IRF7
CCL2,PTPRE,IFNG,OASL,CCL4,HLA-DQB1,TLR4,IFNG,CCR7,STAT5B,RELA,SULF2,STAT1,CXCL13,ANKIB1,CCL5,IL18,CCL5,HLA-DQA1,CCL2,IFI44,CCL2,OAS2,KLF13,IL12B,STAT3,NKG7,TNF,CXCL8,MX1,IRF3,PSMA4,CXCL14,IRF7,TMEM232,CXCL8,IRF1,ANKIB1,IFNB1,IL23A,CCL2,OAS1,ANKIB1,OAS1,GNLY,CX3CR1,IL2RA,STAT3,GZMB,IL10,OAS2,OGG1,CXCR4,IL7,MAPK4,IFNG,IL27,IRF7,IL17A,IL13,HSPA1B,CCL2,CCL2,OGG1,IL23A,ANKIB1,IDO1,bP-21201H5.2,IL1A,NFE2L2,OAS1,IL23A,IFI44L,CXCL10,TLR4,CCL20,ANKIB1,IFI16,IL15,TNF,ISG15,ISG15,PTPRM,CXCL9,PPP3CB,IRF7,IL15,IL12B,IL6,STAT1,IL8,IFI44L,CCR7,ANKIB1,IL6,CEACAM3,OASL,IL12A,STAT1,CXCL10
CCL3,PRKCD,CXCL8,MX1,CCL5,TLR4,TLR7,CXCL8,CCR5,NFKB1,CEBPB,MAPK4,STAT3,IL2,CYP51A1,CXCL11,IL21,TNF,PRG4,CCL19,IFI6,CCL5,OAS3,RELA,IL13,STAT1,CD160,IFNG,CXCL10,STAT1,NFKB1,COX5B,CXCL1,IRF9,MIR28,NFKB1,IRF7,CYP51A1,CXCL8,IL2,CCL5,OAS2,CYP51A1,OAS2,NKG7,IFNG,IL21,IRF7,GZMA,IFNG,OAS3,CXCL8,EIF4G1,IL15,NCOA6,IL10,IL33,ICAM1,TNF,IL15,HSP90AA1,CCL5,CCL3,PRG4,IL27,CYP51A1,NQO1,bP-21201H5.1,IL23A,PDK4,OAS3,IL21,MX1,CCL2,TLR2,CCL19,CYP51A1,CD79A,IL13,TNFRSF1A,RSAD2,RSAD2,SPAST,IL2RA,VTN,SOCS1,IL21,IL23A,NFKB1,STAT2,TNF,IFI27,HLA-DQA1,CYP51A1,IL1B,TNFAIP3,CXCL10,IL12B,STAT2,CXCL9
CCL4,TNFRSF25,IL10,ISG15,CCL11,LTF,TLR3,CCL2,TLR4,RELA,CEBPD,ARRB1,STAT5B,IL4,KRIT1,CXCL1,IL6R,IL6,RNASEL,CCL5,MX2,CCL19,OASL,CEBPB,IL15,JAK1,CCR2,HIF1A,CCR5,IRF7,NFKBIA,ATP5PO,IL10,STAT1,MIR29A,STAT1,IRF9,KRIT1,CXCL11,IL4,OAS2,OAS3,KRIT1,IFI44,KLRD1,IFNB1,IL4,ISG15,NKG7,IL2,OASL,CCL2,ETS1,IL17A,NMNAT1,IL2,TGFB1,TNFAIP3,IFNG,IL16,STAT1,CXCL9,CCL4,S100A8,IL15,KRIT1,SOD2,ZZZ3,IL27,CPT1A,OASL,IL2,MX2,STAT1,PFKFB3,ISG15,KRIT1,TNFRSF13C,CXCL10,IFNG,EIF2AK2,EIF2AK2,STRBP,TNFRSF1A,SOCS1,FOXP3,IL23A,CSF3,STAT1,IRF7,TLR4,IFI6,MAPK4,KRIT1,IL10,KIR2DL5A,CXCL9,IFI27,IDO1,IFI44
CCL5,TLR8,TLR4,IFIT1,PDCD1,DEFA1,TLR9,CCL5,TLR3,RELB,CD79A,GOLGA4,JAK1,IL5,RAD52,CXCL2,CXCR2,CXCL8,PTGS2,CXCL9,IRF9,CCR7,RSAD2,CEBPD,IL18,JAK2,CCL2,IL7R,TLR1,PRF1,RELA,DBI,IL12A,STAT2,MIR127,STAT3,STAT1,RAD52,CCL5,IL5,IFIT1,RSAD2,UCP2,IFI44L,KLRB1,IFNA1,IL13,OAS1,KLRD1,IL4,MX1,CCL4,FNTA,IL18,OGG1,IL4,CXCL8,TNFSF13B,TGFB1,IL17A,STAT3,IL4,CCL5,S100A9,IL7,RAD52,GPX1,ZZEF1,IL32,ATP5F1A,ISG15,IL5,IFIT1,HSPA1A,PDK1,OAS1,RAD52,STAT2,CCL2,IFNGR1,DDX58,DDX58,ESRRA,TNFRSF1B,PIGG,NR3C1,IL27,IL2,STAT3,IRF9,CXCL10,IFITM1,ARRB1,RAD52,IL18,KIR2DL5B,IFNG,IFI44,PDK4,IFI44L
CXCL9,BTN3A3,RNASEL,IFIT2,CTLA4,CASP1,MYD88,CXCL10,IFNAR1,NFKB2,FLT3,ABCE1,JAK2,IL13,MYH16,CXCL3,IL10RA,IL10,TNF,CXCL11,STAT2,CXCR3,IRF7,STAT1,IL21,P2RX7,CXCL10,PAPOLA,TLR2,GZMB,IL2RA,HINT1,IL12B,STAT3,MIR140,IRF7,STAT2,MYH16,CCL4,IL13,IFIT3,HERC5,IRAK1,IFIT1,CD38,ISG15,IL7,OAS2,STAT1,IL13,ISG15,CXCL10,GABARAPL1,IL21,PHKA2,CXCL10,CXCL10,IL7R,CXCL9,IL17F,IRF7,IL13,CCL7,DEFA1,IL1A,MYH16,CAT,ZYXP1,CXCL8,NDUFS1,MX1,CXCL10,IFIT2,FKBP5,SLC2A1,OAS2,MYH16,TLR8,CCL5,STAT1,TLR3,TLR3,PPARGC1A,IL6R,VPS35,PPARGC1A,CXCL10,IL7,STAT5A,RSAD2,PTPN1,IFITM2,GOLGA4,MYH16,IL17A,CCL2,NKG7,IFI44L,PFKFB3,ISG15
CXCL10,S100A8,OAS1,IFIT3,LAG3,EGR1,IRAK1,TLR4,IFIT1,IKBKB,BCL7A,PHKA2,SOCS3,IL18,BAD,CXCL5,IL10RB,IFNG,IL6,CCL11,IFIT2,CXCR4,IRF9,STAT3,IL23A,HLA-DRA,PF4,SHPRH,TLR3,GNLY,IL7R,RHOC,IL18,IL6,MIR150,TLR4,STAT3,BAD,CXCL13,IL18,NFKB1,HERC6,CDC45,IFIT3,CD27,OAS1,IL15,OAS3,IRF7,IL17A,IFI27,CSF2,GABPA,IL23A,PRG4,CCL5,CXCL9,CXCL10,CXCL10,IL18,IRF9,IL21,CCL19,CXCL10,IL6R,BAD,PRDX3,ZYX,CXCL9,CYCS,IFIT3,CXCL9,IFIT3,TLR7,HK2,OAS3,BAD,APOBEC3A,CXCL9,STAT3,TLR7,TLR7,STAT1,IL1R1,MIER2,PPARA,CCL2,IL15,P2RX7,USP18,NR3C1,IFITM3,ABCE1,BAD,IL12A,PDCD1,GZMB,IFIT1,ENO1,MX1
CXCL11,NBEAL2,STAT1,IRF7,HAVCR2,CXCR6,IRF7,IFI27,IFIT3,IKBKE,IL1RN,IL2RB,OSM,IL23A,LAP3,CXCL6,IFNGR1,JAK1,IL1B,STAT1,IFIT5,CCR5,DDX58,STAT5A,IL27,HLA-DPA1,SELP,NFKB1,TLR4,NKG7,CXCR3,CD38,IL2,IL1B,MIR181B1,TLR2,JAK1,LAP3,IL12B,IL15,RELA,DDX58,CBX3,CXCL10,CD19,OAS2,IL33,IFIT1,JAK1,IL23A,IFI44L,CD3D,GNAS,IL12B,PTPRM,IL12A,CCL2,IRF1,CXCL11,IL19,OAS1,IL27,CCL21,CXCL9,IL1R1,LAP3,NFE2L2,ZYG11B,CXCL10,UQCRC1,STAT1,CXCL11,BST2,TLR3,PDK4,MX1,LAP3,RNASEL,CXCL11,TLR4,TLR9,TLR9,STAT3,IL1RN,EGLN2,PPARG,CCL5,IL21,CD14,DDX58,SOD2,IRF7,PRG4,LAP3,CXCL10,CTLA4,PRF1,IFIT2,HK2,OAS1
CXCL13,IFI16,STAT3,IRF9,TIGIT,CXCL12,STAT1,OAS1,IFITM3,HLA-DRA,GLRX,CCR4,LIF,IL12B,NEK6,ISG15,IFNGR2,TYK2,STAT1,STAT3,OAS2,TLR2,GBP1,STAT5B,IL32,PDK4,GP9,ICAM1,TLR5,CXCL9,CXCR4,TNFRSF1A,IL4,TNF,MIR486-1,MYD88,JAK2,NINJ1,IL23A,IL12A,IL10,IRF7,KDM5A,CXCL9,CD3D,OAS3,CSF2,IFIT3,IL1B,CXCL8,DDX58,CD3E,IFNAR1,NR3C1,SPAST,IL12B,CCL3,NFKBIA,CCL2,IL20,OAS3,IL15,LCK,CCL2,IL1RN,HS3ST1,PPARGC1A,ZYG11A,CXCL11,COX4I1,NDUFS1,CCL2,RSAD2,TLR4,NFE2L2,IFI27,UGT8,GCLC,CCL7,CXCL8,JAK1,JAK1,CXCL10,STAT1,UBE2V2,PRKAA1,STAT1,ISG15,CD38,IFIH1,HLA-DQB1,IRF9,OGG1,HS3ST1,CXCL9,HAVCR2,GNLY,IFIT3,LDHA,RNASEL
TLR2,BST1,SOCS3,STAT1,SOD2,CD55,STAT2,ISG15,ISG15,HLA-DRB1,NAMPT,HLA-DQA1,NFKB1,IFNA1,ELF2,OAS1,TNFRSF1A,PTPN22,STAT3,STAT5A,OAS3,TLR4,GBP2,NFKB1,LTA,PDK1,MT-ND1,CXCR4,TLR6,CXCL11,CCR5,CXCR4,IL17A,CXCL10,MIR3620,IKBKB,ISG15,EID3,IL21,IL12B,IL15,IRF9,EIF4G1,CXCL11,CD3E,IFIT1,CSF3,IFI44,TNF,CXCL9,IFIH1,CD4,IL10RA,ADRB2,STRBP,IL18,CCL4,CXCR3,CCL3,IL21,MX1,IL12A,ZAP70,CCL5,IL18R1,AOC1,PINK1,ZYG10B,CCL2,SOD2,NDUFV2,CCL3,DDX58,TLR8,SOD2,IFI44,THADA,CD38,CCL19,CXCL10,OASL,OASL,IFNG,STAT3,PPIB,PRKAA2,STAT3,OAS1,CXCL10,IL6,HLA-DRB1,DDX58,SOD2,AOC1,CXCL11,TIGIT,CD8A,ISG15,IFITM3,HLA-C
TLR4,JAML,NFATC2,STAT2,GPX1,CD46,JAK1,MX1,OAS1,HLA-DQB1,CASP1,PRG4,RELA,IFNB1,SLC22A5,OAS2,TNFRSF1B,PDK4,TLR4,STAT5B,CXCL9,TLR3,LGALS3BP,NFKB2,IFNA1,PDHA1,MT-ND2,CXCL8,TLR9,CCL3,CCR7,IL7R,IL13,CXCL9,MIR4433A,PDK4,MX1,C3orf20,IL22,TNFSF14,IL12B,STAT1,PRPF31,CCL2,CD4,IFIT2,LTA,IFI44L,IL6,CXCL10,TLR4,CD8A,JAK1,ADRA2A,UTP4,IL21,CCL5,IFIH1,CCL4,IL22,ISG15,TLR4,CD3E,ISG15,IL18BP,WNT16,BAX,ZYW2,CCL3,GPX1,SDHB,CCL4,TLR3,NRG1,GPX3,IFI44L,TAF1,FGR,CXCL13,CCL2,BST2,BST2,TNF,STAT5A,ZMYND8,TFAM,STAT4,OAS2,OAS1,CXCL8,HLA-DRB5,IFIH1,GPX1,WNT16,CCL2,LAG3,CD8B,MX1,IFI44,HLA-DQB1
