seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
CXCR1,NLRP3,IL1β,SPI1,IFNG,ENPP4,S100A12,ASCT-1,Syn-1,ALOX5AP,CD69,TLR4,STAT1,PDPN,Syn-2,MYD88,S100A9,OTOF,IL6,FPR1,IL6,IFN-γ,Syn-1,ANXA3,PGF,ENPP4,CCL5,ASCT-2,IL6,SLC1A5,LINC00571,ENPP4,VCAM1,ENPP4,TRAF6,ENPP4,ASCT-2,IL6,TBX21,TLR4,ENPP4,MFSD2A,ALPL,S100A9,S100A9,Syn-2,IL18,MMP9,ENPP4,ADAMTS2,FPR1,ASCT-1,HERV-W,CXCL10,MMP9,UBD,TLR4,CASP3,IL32,NLRP3,CXCL8,S100A8,ORAI1,IL6,TLR4,IL12B,CCL5,PECAM1,ENPP4,ASCT-2,NCF4,TIFAB,Syn-2,HERV-K,S100A9,FPR1,HLA-MICA,ENPP4,HERV-W,OLAH,CCL2,CCL2,CD14,ENPP4,CCL4,TLR4,EBI3,ENPP4,CCL4,S100A9,S100A9,CCL2,IL10,HERV-K,ENPP4,HERV-W,CX3CR1,IFI27,IFNGR2,S100A9
CXCR2,CASP1,CXCL10,ALOX5AP,MX1,SEMA3F,CD14,ASCT-2,ASCT-1,FPR1,CD80,NLRP3,F3,TNF,MFSD2A,TLR2,TLR4,TIFAB,IL10,ANXA3,IL10,TNF-α,ASCT-1,ALPL,ERFE,SEMA3F,CXCL9,MFSD2A,IL10,Syncytin-2,AC016903.1,SEMA3F,PECAM1,SEMA3F,TAB2,SEMA3F,Syn-2,IL10,BAX,TLR2,SEMA3F,IL-6,TLR4,TSPO,IL1B,MFSD2A,NLRP3,TSPO,SEMA3F,IFIT2,ANXA3,ASCT-2,HERV-K,CXCL9,TSPO,EBI3,TLR7,BLK,TRAF3IP3,PTX3,IFNG,S100A9,HLA-DRB1,IL10,IL6,IL4,CXCL8,PDPN,SEMA3F,Syn-2,CFL1,B3GALT2,ASCT-1,Syn-1,TSPO,ALOX5AP,HLA-B*46:01,SEMA3F,HERV-K,OTOF,CCL3,NFKB1,CD68,SEMA3F,CCL5,TLR2,SQSTM1,SEMA3F,IL-6,ANXA3,SPI1,CCL3,IL18,Syn-1,SEMA3F,HERV-K,IL15,IFI44L,IFNB1,TSPO
MMP9,PTGS2,CCL2,FPR1,NPPA,CFTR,TLR4,Syn-2,ASCT-2,ANXA3,CD86,IL10,TNNT2,NFKB1,IL6,TLR4,IL6,B3GALT2,TLR4,ALPL,IL1B,IL-1β,ASCT-2,NCF4,MMP8,CFTR,CXCL11,CCL4,TLR4,ERVFRD-1,IGHV1-17,CFTR,SELE,CFTR,TAB3,CFTR,MFSD2A,TLR4,OAS1,TLR7,CFTR,IL-10,TLR2,SPI1,IL6,IL1B,CASP1,SPI1,CFTR,SIGLEC1,ALPL,Syn-2,Syn-1,CCL2,IL1B,CASP3,TLR9,CD40,ZNF207,SERPINA1,IL1B,NLRP3,HLA-MICA,TNF,IL10,IL13,CXCL9,TSPO,CFTR,MFSD2A,FPR1,ITGA7,ASCT-2,ASCT-1,IL1B,MMP9,TLR4,CFTR,Syn-1,TIFAB,CCL4,VWF,CD163,CFTR,IL1B,NLRP3,S100A8,CFTR,IL-10,ALPL,TSPO,CCL4,S100A8,ASCT-1,CFTR,Syncytin-1,IL15RA,IFIT3,IFNW1,SPI1
MMP8,S100A12,CD14,ANXA3,S100A9,ANKIB1,NLRP3,MFSD2A,Syn-2,ALPL,CD274,IL18,NPPB,NFKBIA,IL10,TLR7,IL10,ITGA7,NF-kB,CFL1,TNF,IL-8,Syn-2,CFL1,KLRF1,ANKIB1,CXCL13,CD163,CCL4,MFSD2A,LINC01168,ANKIB1,SELPLG,ANKIB1,CYLD,ANKIB1,TSPO,NCF4,ICAM1,TLR9,ANKIB1,TNF-α,TLR7,PECAM1,TNF,TNF,IL17A,HCLS1,ANKIB1,IFI27,CFL1,MFSD2A,ASCT-1,CCL3,IL6,ITPKC,CX3CR1,ORAI1,ZNF200,CRP,IL18,IL18,HLA-B*46:01,TLR2,TNF,IL2,CXCL11,HERV-W,ANKIB1,CCL4,ALOX5AP,PLA2G7,MFSD2A,ASCT-2,IL6,SPI1,TLR2,ANKIB1,ASCT-1,B3GALT2,CCL5,IFNG,S100A12,ANKIB1,IL18,CASP1,S100A9,ANKIB1,TLR-4,NCF4,FCGR2A,CCL5,S100A9,ASCT-2,ANKIB1,ASCT-1,CD64,ITGA7,IFNL1,IL6
MPO,S100A8,TLR4,ALPL,PLAT,CYP51A1,CASP1,TLR4,MFSD2A,CFL1,PDCD1LG2,CXCL8,IL1B,CASP3,TNF-α,TLR9,TNF,IFI27,PECAM1,SPI1,CCL4,IL-17,MFSD2A,FPR1,KLRB1,CYP51A1,IL18,CXCL9,NTproBNP,IL6,7SK,CYP51A1,PTGS2,CYP51A1,A20,CYP51A1,PECAM1,MMP9,HMOX1,NLRP3,CYP51A1,TLR-3,TLR9,PDPN,CXCL8,IL6,IL12B,HMGB2,CYP51A1,IFI44L,TSPO,NTproBNP,ASCT-2,CCL4,IL10,CD40,CD64,S100A8,RNF216,IL10,MPO,PTX3,TLR4,TLR4,IL1B,IL7,IL18,HERV-K,CYP51A1,PECAM1,MMP9,IFI27,TLR4,Syn-2,TNF,TSPO,NLRP3,CYP51A1,ASCT-2,ITGA7,IL1B,VEGFA,MMP9,CYP51A1,IL12B,IL17A,ANXA3,CYP51A1,NTproBNP,CFL1,CASP3,CCR1,S100A12,Syn-2,CYP51A1,ASCT-2,S100A8,CDHR1,IFNL2,IL10
CEACAM8,S100A9,NLRP3,NCF4,THBD,KRIT1,CRP,SPI1,TNF,HERV-W,IFNG,CSF3,F10,BLK,TLR3,IL6,IL1B,UBD,PDPN,TSPO,HERV-W,IL-18,NTproBNP,ALOX5AP,AKAP12,KRIT1,IL10,PCSK9,TnI,IL10,RP11-609L23.3,KRIT1,MMP9,KRIT1,BCL3,KRIT1,PDPN,ALOX5AP,PROCR,CASP1,KRIT1,TLR-4,IFNG,TLR4,CXCL10,IL10,TGFB1,BCL6,KRIT1,ISG15,S100A8,TnI,Syn-2,CCL5,TNF,ORAI1,CD69,S100A9,ANGEL1,IFNG,ELANE,NPPB,TLR7,HERV-W,CCL4,IL15,IL12B,Syn-1,KRIT1,PDPN,FCER1A,S100A12,TNF,MFSD2A,CXCL8,FCER1A,IL15,KRIT1,Syn-2,PLA2G7,IL18,IFIH1,TREM1,KRIT1,IFNG,IL12B,ALPL,KRIT1,Troponin,FPR1,BLK,CCR2,FCGR2A,MFSD2A,KRIT1,Syncytin-2,S100A9,PGF,IFNE,TNF
FCGR3B,MMP9,CASP1,CFL1,F5,RAD52,SERPINE1,ALPL,IL1B,HERV-K,IL12B,PTX3,RSAD2,ITPKC,TLR4,IL1B,IL18,EBI3,SPI1,S100A8,HERV-K,IL-2R,TnI,MMP9,CNN3,RAD52,IL12B,NTproBNP,PECAM1,TLR4,LINC01952,RAD52,VEGFA,RAD52,NFKBIE,RAD52,SPI1,FPR1,PLAT,IL18,RAD52,TLR-7,CXCL10,IL6,CCL2,TLR3,STAT1,NFE2,RAD52,IFIT3,S100A9,PECAM1,MFSD2A,CXCR3,CXCL8,HLA-DRB1,CD38,ANXA3,YAF2,STAT1,PRTN3,TNNT2,TLR9,HERV-K,CXCL8,IL21,IL23A,ASCT-1,RAD52,SPI1,ADAMTS2,TSPO,NLRP3,NTproBNP,CXCL10,ADAMTS2,IL15RA,RAD52,MFSD2A,IFI27,IL1RN,STAT1,NLRP3,RAD52,STAT1,STAT1,NCF4,RAD52,CD163,ALOX5AP,ITPKC,CCR5,FCGR3B,NTproBNP,RAD52,MFSD2A,ANXA3,ERFE,IFNLR1,IL1B
ELANE,ICAM1,GZMB,TSPO,IFI44,MYH16,F3,ANXA3,NLRP3,Syn-1,IL18,CRP,IL6,CD40,TLR7,IL10,IFNG,SQSTM1,TRBV11-2,S100A9,Syn-1,IL-4,PECAM1,IL15,FZD4,MYH16,IL23A,TnI,PDPN,PECAM1,EMC1-AS1,MYH16,FLT1,MYH16,NFKBIZ,MYH16,TNF,CFL1,LILRB1,IL10,MYH16,TLR-9,CCL2,IL10,CCL3,TLR4,STAT3,GMFG,MYH16,ITGA7,SPI1,PDPN,IL6,CCR5,CXCL10,HLA-DRB5,HERV-W,ALPL,IL20RA,IRF7,CEACAM8,MYH7,NLRP3,Syn-1,SPI1,IL22,TGFB1,ASCT-2,MYH16,TNF,LMOD1,SPI1,IL1B,TnI,CCL2,LMOD1,TNF,MYH16,NTproBNP,S100A12,IL1R1,F3,TLR2,MYH16,STAT3,STAT3,CFL1,MYH16,CXCL9,MMP9,CD40,IL1B,NLRP3,TnI,MYH16,TLR4,ALPL,MMP8,IFNA10,IL18
PRTN3,VCAM1,PRF1,S100A8,SELE,BAD,THBD,NCF4,IL18,ASCT-1,IL10,SERPINE1,GATA4,ORAI1,TLR9,IL18,CXCL10,SNAI1,KLRF1,PECAM1,ASCT-1,IL-5,PDPN,IL15RA,GAS7,BAD,IL17A,TLR4,S100A8,PDPN,RNA5SP450,BAD,KDR,BAD,NFKBIB,BAD,IL1B,ANXA3,TGFB1,IFNG,BAD,IL1B,CCL4,HERV-W,CCL4,TLR7,IRF7,PECAM1,BAD,CDHR1,PECAM1,SPI1,IL10,CCR1,CCL2,HLA-DQB1,HERV-K,NCF4,RTF2,OAS1,FCGR3B,GATA4,IL1B,ASCT-1,TSPO,IL23A,STAT1,Syn-2,BAD,IL1B,KCNA5,S100A8,IL18,PECAM1,CCL3,KCNA5,NFKB1,BAD,TnI,TSPO,IL1R2,NPPB,TLR4,BAD,JAK1,JAK1,FPR1,BAD,PCSK9,PECAM1,ORAI1,IL18,TLR4,PECAM1,BAD,NLRP3,NCF4,S100A8,IFNA2,CXCL9
AZU1,PECAM1,FASLG,S100A9,ICAM1,LAP3,VCAM1,CFL1,IFNG,ASCT-2,TGFB1,F3,TLR4,HLA-DRB1,PECAM1,TNF,CCL2,TNF,KLRB1,PDPN,ASCT-2,IL-13,TNF,IL6,FEZ1,LAP3,IL17F,NF-κB,S100A9,SPI1,RP11-331G2.6,LAP3,NOS3,LAP3,NFKBID,LAP3,CXCL8,ALPL,TYK2,STAT1,LAP3,S100A8,CD14,HERV-K,CCR1,TLR9,IRF3,PDPN,LAP3,PGF,PDPN,S100A9,TLR4,CCR2,CCL3,HLA-DQA1,Syncytin-1,CFL1,NLRP2,MX1,ITGAM,F2,IL6,ASCT-2,HERV-W,IL27,STAT3,MFSD2A,LAP3,CXCL8,OLAH,S100A9,IFNG,PDPN,CCL4,OLAH,SQSTM1,LAP3,IL1B,S100A8,IL1RAP,IL1B,TLR7,LAP3,JAK2,JAK2,ALOX5AP,LAP3,PECAM1,PDPN,PECAM1,NLRP3,IFITM3,PDPN,LAP3,SPI1,CFL1,S100A9,IFNL3,CD163
LTF,SELE,IL10,MPO,TNNI3,HS3ST1,ICAM1,FPR1,STAT1,Syn-2,STAT1,TFPI,TLR2,HLA-MICA,PDPN,IFNG,CXCL8,NFKB1,ISG15,IFNG,Syn-2,IL-12,IL1B,MIP1A,VAT1,HS3ST1,IL21,IRF-3,ANXA3,S100A8,RP11-346I3.5,HS3ST1,EDN1,HS3ST1,IRAK1,HS3ST1,MMP9,PECAM1,JAK3,STAT3,HS3ST1,S100A9,CD68,Syn-1,CCR2,CX3CR1,MYD88,IL15,HS3ST1,ERFE,HERV-W,S100A8,PECAM1,CCR3,CCL4,HLA-DPB1,Syncytin-2,FPR1,HSF2,RSAD2,SELL,F5,TNF,Syn-2,HERV-K,IL31,JAK1,SPI1,HS3ST1,IFNG,OTOF,ANXA3,STAT1,SPI1,CCL5,OTOF,UBD,HS3ST1,NLRP3,S100A9,IL6R,TNNI3,TLR8,HS3ST1,SOCS1,SOCS3,MMP9,HS3ST1,PDPN,TNF,PDPN,CASP1,IFI27,TNF,HS3ST1,MMP9,FPR1,ANXA3,IFNA1,PCSK9
DEFA1,SELPLG,IFN-γ,CEACAM8,DPM1,AOC1,PECAM1,ALOX5AP,STAT3,MFSD2A,STAT3,THBD,S100A8,HLA-B*46:01,S100A8,CXCL10,CCR5,CASP3,SIGLEC1,IL1B,MFSD2A,IL-23,CXCL8,IP10,FSCN1,AOC1,IL22,ACE2,ALPL,S100A9,TCEA1P3,AOC1,SERPINE1,AOC1,IRAK2,AOC1,CEACAM8,PDPN,SERPINE1,CXCL10,AOC1,ANXA3,CD163,ASCT-1,CCR5,S100A8,TRAF6,IL15RA,AOC1,KLRF1,HERV-K,CD31,PDPN,CCR4,CCL5,HLA-DPA1,ASCT-1,ALOX5AP,PHF20,IFIH1,SELE,PLAT,IFNG,MFSD2A,Syn1,IL33,JAK2,S100A8,AOC1,IL17A,TIFAB,ALPL,STAT3,CXCL9,CXCR1,TIFAB,EBI3,AOC1,SPI1,ANXA3,IL6ST,RSAD2,IFIH1,AOC1,SOCS3,CXCL9,PECAM1,AOC1,SPI1,NFKB1,TLR3,GSDMD,IFI44L,IFNG,AOC1,ALOX5AP,ALOX5AP,ALPL,IFNA7,HERV-W
DEFA3,NOS3,STAT1,ITGAM,SCYL3,WNT16,SELE,MMP9,IRF7,PECAM1,JAK1,PLAT,IL18,TLR2,S100A9,CCL2,CD14,BLK,IFIT2,IL18,TSPO,IL-27,IFNG,IL10,AFAP1L1,WNT16,IL27,SPI1,NCF4,CEACAM8,AC114814.4,WNT16,F3,WNT16,IRAK3,WNT16,ITGAM,S100A8,C5,CCL2,WNT16,ALPL,FCGR3A,ASCT-2,TLR2,S100A9,IKBKB,IFI27,WNT16,KLRB1,Syncytin-1,IL1B,TSPO,CCR7,CCL20,HLA-B,ASCT-2,MMP9,RTEL1-TNFRSF6B,DDX58,VCAM1,SERPINE1,CXCL10,TSPO,ASCT1,TGFB1,TYK2,S100A9,WNT16,IL2RA,B3GALT2,NCF4,JAK1,CD163,CXCR2,B3GALT2,SNAI1,WNT16,TSPO,ALPL,IL10RA,OASL,DDX58,WNT16,NLRP3,CCL3,PDPN,WNT16,TNF-α,NFKBIA,TLR4,MYD88,OAS1,IL1B,WNT16,FPR1,MMP9,NCF4,IFNWP18,HERV-K
