"","condition","model_1","model_2","paired","t","df","p","p_adj_BH","p_adj_bonf"
"72","KD","gpt_naive_accuracy","claude_naive_accuracy",FALSE,16.7651303729777,85.0360865277761,1.08438917816828e-28,3.00292387800446e-28,3.9038010414058e-27
"73","MECFS","EXTRATREES_accuracy","GLMNETLasso_accuracy",TRUE,-0.386162106631366,49,0.701048325584118,0.901347847179581,1
"74","MECFS","EXTRATREES_accuracy","GLMNETRidge_accuracy",TRUE,-3.05594887545779,49,0.00362559063980136,0.00870141753552326,0.130521263032849
"75","MECFS","EXTRATREES_accuracy","NNET_accuracy",TRUE,-0.0845832672526772,49,0.932937344201558,0.987816011507532,1
"76","MECFS","EXTRATREES_accuracy","RF_accuracy",TRUE,-0.747156121061514,49,0.458539786063139,0.611386381417518,1
"77","MECFS","GLMNETLasso_accuracy","GLMNETRidge_accuracy",TRUE,-2.42259053983322,49,0.0191529673756949,0.0430941765953135,0.689506825525016
"78","MECFS","GLMNETLasso_accuracy","NNET_accuracy",TRUE,0.248577288479957,49,0.804726689407656,0.965687107311172,1
"79","MECFS","GLMNETLasso_accuracy","RF_accuracy",TRUE,7.76911095298862e-15,49,0.999999999999994,0.999999999999994,1
"80","MECFS","GLMNETRidge_accuracy","NNET_accuracy",TRUE,2.24971678880988,49,0.0289925444757754,0.0579850889515508,1
"81","MECFS","GLMNETRidge_accuracy","RF_accuracy",TRUE,2.3016719836535,49,0.0256451813257002,0.0543074428073652,0.923226527725209
"82","MECFS","NNET_accuracy","RF_accuracy",TRUE,-0.207961568857805,49,0.836120943954142,0.965687107311172,1
"83","MECFS","claude_informed_accuracy","EXTRATREES_accuracy",TRUE,-3.80200272519127,49,0.000398036477512528,0.00119410943253758,0.014329313190451
"84","MECFS","claude_informed_accuracy","GLMNETLasso_accuracy",TRUE,-4.25398342879352,49,9.42295300294689e-05,0.000368060350993592,0.00339226308106088
"85","MECFS","claude_informed_accuracy","GLMNETRidge_accuracy",TRUE,-5.94743327803019,49,2.81989326186045e-07,4.28705876769015e-06,1.01516157426976e-05
"86","MECFS","claude_informed_accuracy","NNET_accuracy",TRUE,-4.22891659168549,49,0.000102238986387109,0.000368060350993592,0.00368060350993592
"87","MECFS","claude_informed_accuracy","RF_accuracy",TRUE,-3.80843480730597,49,0.00039014579615941,0.00119410943253758,0.0140452486617387
"88","MECFS","claude_naive_accuracy","EXTRATREES_accuracy",TRUE,-5.6370510357931,49,8.43848264075018e-07,7.59463437667516e-06,3.03785375067007e-05
"89","MECFS","claude_naive_accuracy","GLMNETLasso_accuracy",TRUE,-5.88062598890422,49,3.57254897307512e-07,4.28705876769015e-06,1.28611763030704e-05
"90","MECFS","claude_naive_accuracy","GLMNETRidge_accuracy",TRUE,-7.32936048125598,49,2.05225873883779e-09,7.38813145981606e-08,7.38813145981606e-08
"91","MECFS","claude_naive_accuracy","NNET_accuracy",TRUE,-5.00636722603534,49,7.5689610490758e-06,3.8926085395247e-05,0.000272482597766729
"92","MECFS","claude_naive_accuracy","RF_accuracy",TRUE,-5.37464757268874,49,2.11592785942695e-06,1.52346805878741e-05,7.61734029393703e-05
"93","MECFS","claude_naive_accuracy","claude_informed_accuracy",TRUE,-1.4055978710042,49,0.166152794694373,0.230057715730671,1
"94","MECFS","gpt_informed_accuracy","EXTRATREES_accuracy",TRUE,-1.86985546921801,49,0.0674846239048971,0.101226935857346,1
"95","MECFS","gpt_informed_accuracy","GLMNETLasso_accuracy",TRUE,-2.16895920463007,49,0.0349668798994715,0.0662530355989987,1
"96","MECFS","gpt_informed_accuracy","GLMNETRidge_accuracy",TRUE,-4.36115583266661,49,6.6349850184288e-05,0.000298574325829296,0.00238859460663437
"97","MECFS","gpt_informed_accuracy","NNET_accuracy",TRUE,-2.0067266576234,49,0.0503130890044046,0.0862510097218365,1
"98","MECFS","gpt_informed_accuracy","RF_accuracy",TRUE,-2.03067925148534,49,0.0477324627373165,0.0859184329271697,1
"99","MECFS","gpt_informed_accuracy","claude_informed_accuracy",TRUE,1.92904300702905,49,0.0595278760597061,0.0931740668760617,1
"100","MECFS","gpt_informed_accuracy","claude_naive_accuracy",TRUE,3.0629572901193,49,0.00355523115884424,0.00870141753552326,0.127988321718393
"101","MECFS","gpt_informed_accuracy","gpt_naive_accuracy",TRUE,-1.79556696779542,49,0.0787312504317997,0.113373000621792,1
"102","MECFS","gpt_naive_accuracy","EXTRATREES_accuracy",TRUE,0.145117766758335,49,0.885213181701908,0.965687107311172,1
"103","MECFS","gpt_naive_accuracy","GLMNETLasso_accuracy",TRUE,-0.171088300858252,49,0.864858894750931,0.965687107311172,1
"104","MECFS","gpt_naive_accuracy","GLMNETRidge_accuracy",TRUE,-1.9805278261463,49,0.053272876571164,0.0871737980255411,1
"105","MECFS","gpt_naive_accuracy","NNET_accuracy",TRUE,0.0465129113793724,49,0.963090498030937,0.990607369403249,1
"106","MECFS","gpt_naive_accuracy","RF_accuracy",TRUE,-0.198069142241003,49,0.843810423631539,0.965687107311172,1
"107","MECFS","gpt_naive_accuracy","claude_informed_accuracy",TRUE,3.73974524261382,49,0.000482785810211665,0.00133694532058615,0.0173802891676199
"108","MECFS","gpt_naive_accuracy","claude_naive_accuracy",TRUE,5.15463879617378,49,4.5422744200105e-06,2.7253646520063e-05,0.000163521879120378
"109","MECFS","EXTRATREES_accuracy","GLMNETLasso_accuracy",FALSE,-0.273435967322025,97.9674888785967,0.785093732395533,0.991398316288279,1
"110","MECFS","EXTRATREES_accuracy","GLMNETRidge_accuracy",FALSE,-1.87271226142224,96.7353343924727,0.0641281199229239,0.10993391986787,1
"111","MECFS","EXTRATREES_accuracy","NNET_accuracy",FALSE,-0.0801007614757821,97.8992451569694,0.936320632050041,0.991398316288279,1
"112","MECFS","EXTRATREES_accuracy","RF_accuracy",FALSE,-0.268869801954688,97.7484100427007,0.788596550633385,0.991398316288279,1
"113","MECFS","GLMNETLasso_accuracy","GLMNETRidge_accuracy",FALSE,-1.56530178538857,96.3146700340161,0.120791982793153,0.181187974189729,1
"114","MECFS","GLMNETLasso_accuracy","NNET_accuracy",FALSE,0.198361579829429,97.7529887206994,0.843174126040985,0.991398316288279,1
"115","MECFS","GLMNETLasso_accuracy","RF_accuracy",FALSE,8.03186444052318e-15,97.8963021732773,0.999999999999994,0.999999999999994,1
"116","MECFS","GLMNETRidge_accuracy","NNET_accuracy",FALSE,1.82130128178267,97.3365165673913,0.071632839065144,0.11721737301569,1
"117","MECFS","GLMNETRidge_accuracy","RF_accuracy",FALSE,1.53631513490627,95.4295580085414,0.127770170734398,0.183989045857533,1
"118","MECFS","NNET_accuracy","RF_accuracy",FALSE,-0.194947504522209,97.3346343564644,0.845840390887844,0.991398316288279,1
"119","MECFS","claude_informed_accuracy","EXTRATREES_accuracy",FALSE,-4.11103220793716,97.9830328676167,8.19279549127556e-05,0.000268127852441746,0.0029494063768592
"120","MECFS","claude_informed_accuracy","GLMNETLasso_accuracy",FALSE,-4.34556673053509,97.997491947164,3.39576099679735e-05,0.000152809244855881,0.00122247395884705
"121","MECFS","claude_informed_accuracy","GLMNETRidge_accuracy",FALSE,-6.19538953093402,96.437041164028,1.42808162952006e-08,2.57054693313611e-07,5.14109386627222e-07
"122","MECFS","claude_informed_accuracy","NNET_accuracy",FALSE,-4.25512788846395,97.8000071913021,4.79267988483286e-05,0.000172536475853983,0.00172536475853983
"123","MECFS","claude_informed_accuracy","RF_accuracy",FALSE,-4.27391388040387,97.8616539570155,4.46259618253128e-05,0.000172536475853983,0.00160653462571126
"124","MECFS","claude_naive_accuracy","EXTRATREES_accuracy",FALSE,-4.91191661157106,91.9677514865944,3.90353720139436e-06,2.34212232083662e-05,0.000140527339250197
"125","MECFS","claude_naive_accuracy","GLMNETLasso_accuracy",FALSE,-5.11475271490362,92.7043939836464,1.68669659548117e-06,1.7149882917293e-05,6.07210774373223e-05
"126","MECFS","claude_naive_accuracy","GLMNETRidge_accuracy",FALSE,-6.70289757185468,86.7615020358478,1.96919928958834e-09,7.08911744251803e-08,7.08911744251803e-08
"127","MECFS","claude_naive_accuracy","NNET_accuracy",FALSE,-5.03851359798455,90.597783847469,2.38192818295736e-06,1.7149882917293e-05,8.57494145864648e-05
"128","MECFS","claude_naive_accuracy","RF_accuracy",FALSE,-5.05051274897367,93.9330456454027,2.15810177064948e-06,1.7149882917293e-05,7.76916637433813e-05
"129","MECFS","claude_naive_accuracy","claude_informed_accuracy",FALSE,-1.3360112087349,92.5031299110665,0.184823129419999,0.255908948427691,1
"130","MECFS","gpt_informed_accuracy","EXTRATREES_accuracy",FALSE,-1.87431693989072,97.6651191505223,0.0638755823966008,0.10993391986787,1
"131","MECFS","gpt_informed_accuracy","GLMNETLasso_accuracy",FALSE,-2.12360875670462,97.8404455022576,0.0362250121145693,0.0815062772577808,1
"132","MECFS","gpt_informed_accuracy","GLMNETRidge_accuracy",FALSE,-3.7829838943406,95.1921505514322,0.000270672749532782,0.000749555306398474,0.00974421898318016
"133","MECFS","gpt_informed_accuracy","NNET_accuracy",FALSE,-1.9800055648847,97.2044472832071,0.0505303257377,0.1010606514754,1
"134","MECFS","gpt_informed_accuracy","RF_accuracy",FALSE,-2.09013908924906,97.9939664351873,0.0391942329994935,0.0829995522342215,1
"135","MECFS","gpt_informed_accuracy","claude_informed_accuracy",FALSE,2.12772877404308,97.7981348422722,0.0358739511974734,0.0815062772577808,1
"136","MECFS","gpt_informed_accuracy","claude_naive_accuracy",FALSE,3.17323518271981,94.2105071878493,0.00203621093134594,0.00523597096631812,0.0733035935284537
"137","MECFS","gpt_informed_accuracy","gpt_naive_accuracy",FALSE,-1.89066037812391,97.8140772081704,0.0616294596680306,0.10993391986787,1
"138","MECFS","gpt_naive_accuracy","EXTRATREES_accuracy",FALSE,0.112081724918993,96.9929751064741,0.910990238394983,0.991398316288279,1
"139","MECFS","gpt_naive_accuracy","GLMNETLasso_accuracy",FALSE,-0.148212474230457,97.3160653234086,0.882481758900953,0.991398316288279,1
"140","MECFS","gpt_naive_accuracy","GLMNETRidge_accuracy",FALSE,-1.64685854925906,93.7183629909796,0.102936430771815,0.161117891642841,1
"141","MECFS","gpt_naive_accuracy","NNET_accuracy",FALSE,0.0378932373372554,96.283030858194,0.969851261938102,0.997561297993476,1
"142","MECFS","gpt_naive_accuracy","RF_accuracy",FALSE,-0.145979925416565,97.7414993228082,0.884237880418868,0.991398316288279,1
"143","MECFS","gpt_naive_accuracy","claude_informed_accuracy",FALSE,4.00999212948163,97.2323426087955,0.000119182501486749,0.000357547504460247,0.00429057005352296
"144","MECFS","gpt_naive_accuracy","claude_naive_accuracy",FALSE,4.81485547878643,95.6029325988471,5.51137113159379e-06,2.83441943910538e-05,0.000198409360737376
"145","TB","EXTRATREES_accuracy","GLMNETLasso_accuracy",TRUE,1.57867780860159,49,0.120844635651293,0.14033570591763,1
"146","TB","EXTRATREES_accuracy","GLMNETRidge_accuracy",TRUE,3.32133179026765,49,0.00169839499732427,0.0025475924959864,0.0611422199036736
"147","TB","EXTRATREES_accuracy","NNET_accuracy",TRUE,3.55600355600533,49,0.000846159796089385,0.00132442402866165,0.0304617526592179
"148","TB","EXTRATREES_accuracy","RF_accuracy",TRUE,0.795685446265421,49,0.430052737956867,0.442339959041349,1
"149","TB","GLMNETLasso_accuracy","GLMNETRidge_accuracy",TRUE,1.10526315789474,49,0.27444311304227,0.299392486955203,1
"150","TB","GLMNETLasso_accuracy","NNET_accuracy",TRUE,2.72268689444203,49,0.00894458796622841,0.011500184528008,0.322005166784223
"151","TB","GLMNETLasso_accuracy","RF_accuracy",TRUE,-0.824517581536338,49,0.41364127251241,0.437973112071964,1
"152","TB","GLMNETRidge_accuracy","NNET_accuracy",TRUE,2.23725357847253,49,0.0298510517128511,0.0370564779883669,1
"153","TB","GLMNETRidge_accuracy","RF_accuracy",TRUE,-1.98843920950919,49,0.0523636799182944,0.0628364159019533,1
"154","TB","NNET_accuracy","RF_accuracy",TRUE,-3.06410905504189,49,0.00354379146189934,0.00490678817801448,0.127576492628376
"155","TB","claude_informed_accuracy","EXTRATREES_accuracy",TRUE,-33.1392926951536,49,3.25276781197957e-35,5.85498206156323e-34,1.17099641231265e-33
"156","TB","claude_informed_accuracy","GLMNETLasso_accuracy",TRUE,-31.0512500634776,49,6.84604227920103e-34,8.21525073504124e-33,2.46457522051237e-32
"157","TB","claude_informed_accuracy","GLMNETRidge_accuracy",TRUE,-33.4202960098826,49,2.18791922254273e-35,5.85498206156323e-34,7.87650920115385e-34
"158","TB","claude_informed_accuracy","NNET_accuracy",TRUE,-26.3777968294401,49,1.29959394891394e-30,5.84817277011275e-30,4.6785382160902e-29
"159","TB","claude_informed_accuracy","RF_accuracy",TRUE,-30.6551491036937,49,1.24604234426979e-33,1.12143810984281e-32,4.48575243937124e-32
"160","TB","claude_naive_accuracy","EXTRATREES_accuracy",TRUE,-28.9061176888043,49,1.91180924662554e-32,1.37650265757039e-31,6.88251328785195e-31
"161","TB","claude_naive_accuracy","GLMNETLasso_accuracy",TRUE,-25.7097284197104,49,4.20385968507597e-30,1.68154387403039e-29,1.51338948662735e-28
"162","TB","claude_naive_accuracy","GLMNETRidge_accuracy",TRUE,-27.7596096054013,49,1.24188716420122e-31,7.45132298520735e-31,4.47079379112441e-30
"163","TB","claude_naive_accuracy","NNET_accuracy",TRUE,-23.7968411600482,49,1.41015398758486e-28,5.0765543553055e-28,5.0765543553055e-27
"164","TB","claude_naive_accuracy","RF_accuracy",TRUE,-26.73300816789,49,7.0353403578768e-31,3.61817504119378e-30,2.53272252883565e-29
"165","TB","claude_naive_accuracy","claude_informed_accuracy",TRUE,1.2389713960826,49,0.221258247829761,0.248915528808481,1
"166","TB","gpt_informed_accuracy","EXTRATREES_accuracy",TRUE,-5.60216537694198,49,9.53965943164193e-07,2.28951826359406e-06,3.43427739539109e-05
"167","TB","gpt_informed_accuracy","GLMNETLasso_accuracy",TRUE,-4.60598680124566,49,2.94365973909011e-05,5.2985875303622e-05,0.00105971750607244
"168","TB","gpt_informed_accuracy","GLMNETRidge_accuracy",TRUE,-4.53856990975159,49,3.68741736966748e-05,6.32128691942997e-05,0.00132747025308029
"169","TB","gpt_informed_accuracy","NNET_accuracy",TRUE,-3.20106785096759,49,0.00240465924122351,0.00346270930736185,0.0865677326840462
"170","TB","gpt_informed_accuracy","RF_accuracy",TRUE,-5.105460888601,49,5.38272183847002e-06,1.076544367694e-05,0.000193777986184921
"171","TB","gpt_informed_accuracy","claude_informed_accuracy",TRUE,16.5404249008932,49,1.08865395339842e-21,3.01473402479562e-21,3.91915423223431e-20
"172","TB","gpt_informed_accuracy","claude_naive_accuracy",TRUE,15.0688767125722,49,5.01221226804175e-20,1.28885458321074e-19,1.80439641649503e-18
"173","TB","gpt_informed_accuracy","gpt_naive_accuracy",TRUE,-0.769365535042517,49,0.445369331769511,0.445369331769511,1
"174","TB","gpt_naive_accuracy","EXTRATREES_accuracy",TRUE,-5.52070088148679,49,1.26971904884582e-06,2.8568678599031e-06,4.57098857584496e-05
"175","TB","gpt_naive_accuracy","GLMNETLasso_accuracy",TRUE,-4.84728526212425,49,1.30342561381931e-05,2.46964853144711e-05,0.000469233220974951
"176","TB","gpt_naive_accuracy","GLMNETRidge_accuracy",TRUE,-4.37685929085333,49,6.30089340376094e-05,0.000103105528425179,0.00226832162535394
"177","TB","gpt_naive_accuracy","NNET_accuracy",TRUE,-3.03579566894778,49,0.00383525463074884,0.00511367284099846,0.138069166706958
"178","TB","gpt_naive_accuracy","RF_accuracy",TRUE,-5.47309025881467,49,1.50013585198925e-06,3.17675827480076e-06,5.4004890671613e-05
"179","TB","gpt_naive_accuracy","claude_informed_accuracy",TRUE,19.5788590259018,49,8.16489218589782e-25,2.67214653356656e-24,2.93936118692321e-23
"180","TB","gpt_naive_accuracy","claude_naive_accuracy",TRUE,17.0588997042668,49,2.98797420750883e-22,8.9639226225265e-22,1.07567071470318e-20
"181","TB","EXTRATREES_accuracy","GLMNETLasso_accuracy",FALSE,0.752554791559623,96.1076940746983,0.453556808856606,0.507793459036002,1
"182","TB","EXTRATREES_accuracy","GLMNETRidge_accuracy",FALSE,1.36807436411603,97.9980713583537,0.174417546241958,0.224251130882518,1
"183","TB","EXTRATREES_accuracy","NNET_accuracy",FALSE,2.4534045442946,89.4573550083737,0.0160896624148953,0.0241344936223429,0.579227846936231
"184","TB","EXTRATREES_accuracy","RF_accuracy",FALSE,0.316231749813021,97.1606034100756,0.75250497441508,0.75250497441508,1
"185","TB","GLMNETLasso_accuracy","GLMNETRidge_accuracy",FALSE,0.514082433910537,95.9910951984214,0.608375826617904,0.644162639948369,1
"186","TB","GLMNETLasso_accuracy","NNET_accuracy",FALSE,1.68617214032913,95.0442279886468,0.0950428032472767,0.126723737663036,1
"187","TB","GLMNETLasso_accuracy","RF_accuracy",FALSE,-0.426310181556477,97.7747516913884,0.67081893689965,0.68998519223964,1
"188","TB","GLMNETRidge_accuracy","NNET_accuracy",FALSE,1.32072178733633,89.2542702664081,0.189970562803229,0.235825526238491,1
"189","TB","GLMNETRidge_accuracy","RF_accuracy",FALSE,-0.985808739940452,97.0800872126522,0.326677566756335,0.379367496878325,1
"190","TB","NNET_accuracy","RF_accuracy",FALSE,-2.10417618173699,93.3786994070357,0.0380500291173137,0.0526846557008958,1
