seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
IL2,CCL2,CCL5,VEGFA,IL2,TNFRSF1A,IFITM1,IFNGR2,IFNGR1,IL17A,IFNGR1,IL12B,IFNGR2,IL6,TLR2,OAS1,IFIT2,IL13,OAS3,JAK2,CCL5,BATF2,IL27,CXCL10,IL4,CCL2,TLR2,FCGR1A,JAK2,MMP1,SOCS3,IL12B,IL10,IL4,IFNG,CXCL9,TGFB1,IL2,FCGR1A,IFNGR1,CCL2,OAS3,ISG15,CCL2,IL12RB1,IDO1,IL18,TNFRSF1A,IL23A,IFNGR1,IL18,CCL5,STAT1,TLR2,STAT3,IL17A,JAK2,SOS1,TLR2,OAS1,GBP1,IFNGR1,GBP1,IFIT1,GBP1,IL1A,IL10,IL1A,CCL2,IL23A,IL1B,IL23A,TLR2,C1QC,CCL2,IL23A,IL5,NFKB1,IL18,CCL2,STAT1,IL6,IL15,IL18,IL15,IL23A,IL18,JAK2,IL10,CXCL11,FCGR1A,TLR2,IDO1,TNF,IFNGR1,NFATC1,IL1A,IL23A,IL12B,CD4
IL4,CCL5,CXCL8,VEGFC,IL4,TNFRSF1B,IFITM2,TNFRSF1A,IFNGR2,IL18,IFNGR2,IL18,TNFRSF1A,IL10,MYD88,MX1,IFIT3,IL17A,MX1,STAT1,CCL2,45904,IL17A,CXCL9,IL18,IL17A,TLR4,FCGR1B,TYK2,CCL7,SOCS1,IL18,IL12A,IL8,IL6,IL2,IL17A,IL17A,FCGR1B,IFNGR2,CCL3,OASL,TNF,CXCL11,IL23A,IL12A,IL12A,TNFRSF1B,IL23R,IFNGR2,IFNGR1,CXCL10,JAK2,TLR4,JAK1,IL17F,IRF1,NEMF,TLR4,OAS2,GBP2,IFNGR2,GBP2,IFIT3,GBP2,IL5,CCL3,IL2,CCL5,IL17A,IL10,TLR2,NOD2,SERPING1,CCL5,IL10,CXCL8,STAT1,IL23A,CXCL8,JAK1,IL12A,IL18,CXCL10,IL18,IL17A,IL23A,IRF1,IL2,CCL2,TLR2,TLR4,CD163,IL1B,IFNGR2,PTPRC,IL18,IL17A,IL12RB1,CD8A
IL15,CXCL9,IL17A,VEGFR2,IL15,IL1R1,IFITM3,TNFRSF1B,STAT1,CXCL10,IL1R1,IFNGR1,IL1R1,IL18,JAK1,GBP5,FCGR1A,IL17F,MX2,STAT3,CCL3,C1QC,IL2,CCL2,IL1A,IL23A,MYD88,STAT1,SOCS3,CCL8,IL12B,IL23A,IL12B,IL12A,IL10,IFNAR1,IL23A,IL17F,IFNG,IL1R1,CCL4,MX1,IL1B,CCL5,CD163,IL23A,CXCL8,IL6R,IL27,TNFRSF1A,IFNGR2,CXCL9,IRF1,NOD2,JAK2,IL2,IRF8,ASUN,NOS2,OAS3,GBP4,TNFRSF1A,GBP4,OAS1,GBP4,IL4,TLR4,IL4,CXCL8,IL17F,CD14,TLR4,IL12B,OAS1,CXCL10,IL6,CXCL10,JAK2,TGFB1,CCL5,JAK2,IL12B,IL23A,CCL2,IL23A,IL1A,CXCL10,SOCS3,IL18,CCL5,TLR4,TLR9,IL10,IL6,TNFRSF1A,NEMF,IL2,IL27,IL12RB2,GZMB
IL18,CXCL8,IL17F,CXCR4,IL18,IL1R2,IFI44,IL1R1,STAT3,CXCL9,IL6R,IFNGR2,IL6R,IL23A,JAK2,BATF2,FCGR1B,IL23A,IRF1,STAT4,CCL4,C1QB,IL10,CCL7,IL2,TGFB1,NFKB1,IFNG,SOCS1,SLC11A1,IL18,IL17A,IL18,IL15,CD274,IFNAR2,IL15,IL15,TNF,IL6R,CCL5,MX2,IL6,CXCL8,CD14,IL2RA,CCL3,IL6ST,IL15,TNFRSF1B,IL1A,IL2,NFKB1,NLRP3,NFKB1,IL4,TBX21,DHX29,CXCL10,OASL,STAT1,TNFRSF1B,GBP5,MX1,GBP5,IL13,CXCL8,IL27,CCL3,IL27,TLR2,NOD2,IL6,IFIT1,CXCL9,IL2,CCL2,IL10,TGFB2,CXCL10,TYK2,IL23A,IL1A,CCL5,IL1A,IL12A,CXCL9,IL6,TNFRSF1A,IL17A,TLR9,NOD2,TGFB1,IL10,TNFRSF1B,ASUN,IL17A,CXCL9,IL6,PRF1
IL36A,CCL18,IL23A,CCL2,IL36A,IDO1,IFI44L,IL6R,JAK1,CCL2,IL10RA,IL1R1,IL10RA,IL27,HIF1A,ANKRD22,BATF2,IL23R,IRF7,NFKB1,CXCL8,C1QA,IL12B,CCL8,IL15,IL4,STAT1,IRF1,IFNGR1,OLR1,IL23A,IL10,IL23A,IL21,PDCD1LG2,IL1A,IL27,IL27,IL1B,IL10RA,CXCL8,IFIT1,CXCL8,CCL7,IL2RA,IRF1,VEGFA,IL10RA,IL18,IL1R1,TNFRSF1A,IL4,TLR2,CASP1,RELA,IL5,TNF,PTPRC,CCL2,MX1,IRF1,IL1R1,FCGR1A,IFNB1,FCGR1A,CCL2,NOD2,TGFB1,CCL4,IL15,FCGR1A,NLRP3,NOS2,IFIT3,CCL3,TBX21,CCL5,VEGFA,CCL2,CXCL9,SOCS3,IL17A,CXCL10,CXCL8,CXCL10,CSF2,CCL2,IFNGR1,IL1A,VEGFA,CD274,CD14,IL15,IL12A,IL1R1,DHX29,IL23A,CXCL10,IL6R,FASLG
TGFB1,IL12A,IL23R,CCL5,TGFB1,NOS2,IFI35,IL10RA,JAK2,CCL5,IL17RA,IL1R2,JAK1,CCL2,VEGFA,TNFAIP6,TAP1,TGFB1,IRF9,RELA,HIF1A,MMP1,CXCL10,NEMF,IL21,IL13,JAK2,IRF3,IFNGR2,MMP8,TLR2,TGFB1,IL27,IL22,SOCS3,CCL4,CCL2,STAT1,IL1A,IL10RB,CXCL10,IFIT2,IL27,CCL8,IL24,IL1A,HIF1A,IL10RB,IL7,IL6R,JAK1,IL17A,TLR4,IRF1,MYD88,IL13,TNFRSF1A,CD274,MMP9,MX2,IFNGR1,IL6R,FCGR1B,ISG15,FCGR1B,CCL5,IL12B,IL15,IL12A,IL21,NLRP3,HLA-DRB1,IL10,STAT1,CCL4,CXCL10,IL18,CXCL10,CCL5,CD14,SOCS1,IL10,CCL2,IL1A,CCL2,CXCL10,CCL5,IL12A,CXCL10,VEGFC,PDCD1LG2,IRGM,IL2RA,IL12B,IL6R,TNF,IRF1,CXCL13,IL10,STAT1
IFNGR1,IL12B,IL27,CXCL10,IFNGR1,STAT1,IFI6,JAK1,SOCS1,MMP9,IL12RB1,IL6R,JAK2,CCL5,VEGFC,SCARF1,EPSTI1,TGFB2,STAT1,TLR2,TLR2,CCL7,CCL2,ASUN,IL27,IL27,IRF1,IRF5,IL1R1,MMP9,TLR4,IL1A,IL17A,IL23A,CXCL10,CCL3,CCL3,IRF1,IL6,IL12RB1,CXCL9,IFIT3,TLR4,VEGFA,TGFB1,IL1RN,IL1A,IFNGR1,IL4,IL10RA,JAK2,IL23A,CD14,IRF7,SOCS1,IL21,TNFRSF1B,CEACAM1,FCGR1A,IFIT1,IFNGR2,IL12RB1,BATF2,CXCL11,BATF2,CXCL9,IL23A,IL21,IL12B,IL22,CASP1,HLA-DQB1,JAK2,JAK2,CXCL8,CXCL9,IL27,CCL2,CCL19,TLR2,SOCS2,TGFB1,CCL4,TLR2,CCL4,CXCL9,TLR2,CXCL10,CXCL9,FGR,STAT1,VDR,NFKB1,IL17A,IL10RA,IL1B,STAT1,CCL2,IL10RA,JAK2
IFNGR2,IL27,TGFB1,MMP9,IFNGR2,JAK2,IFI27,JAK2,SOCS3,MMP1,IL18R1,IL10RA,STAT1,CXCL10,SOCS3,CDC42,ANKRD22,TGFB3,STAT2,TLR4,TLR4,CCL8,IL1RN,DHX29,CXCL8,IL15,IRF3,TBK1,IL6R,VEGFA,MYD88,IL2,IL4,IL27,CCL2,IL23A,CCL4,TLR2,IL10,IL12RB2,CCL19,IFI44,IL15,HIF1A,IFNGR1,CSF3,TLR2,IFNGR2,IL5,IL10RB,STAT1,CD274,FCGR1A,STAT1,SOCS3,IL22,NFKB1,CR1,CD14,IFIT2,IL12RB1,IL12RB2,SCARF1,CCL2,SCARF1,IL18,MMP1,IL22,IL18,TBX21,IL18,HLA-DRB5,STAT3,TLR2,CCL11,CXCL11,IL23A,CD14,CXCL8,TLR4,MYD88,IL18,CCL5,TLR4,CCL5,CXCL11,TLR4,CCL2,CXCL11,CFH,JAK2,NRAMP1,HLA-DRB5,IL18,IL12RB1,IL6,NFKB1,CCL19,IL10RB,IRF1
IL1R1,TGFB1,CD274,MMP2,IL1R1,IRF1,IFIH1,JAK3,IRF1,MMP2,IL23R,JAK1,STAT3,CCR2,SOCS1,IDO1,EIF2AK2,CCL2,JAK1,MYD88,TLR9,OLR1,VEGFA,PTPRC,CCL2,IFNA1,CXCL10,IFNAR1,IL10RA,S100A8,NFKB1,IL5,IL13,CXCL8,CCL5,IRF1,CCL5,TLR4,IL12A,TNFRSF1A,CXCL13,IFI44L,IL12B,ANGPT1,IFNGR2,IL18,TLR4,IL1R1,IL13,CXCL8,STAT3,PDCD1LG2,HLA-DRB1,STAT3,SOCS2,CSF2,NFKB2,FCGR1A,HLA-DRB1,IFIT3,JAK2,IL10RA,ANKRD22,CCL7,ANKRD22,STAT1,CXCL10,IL32,IL23A,RORC,CD80,IRF1,IL2RA,TLR4,TLR2,CCL2,TGFB1,IRGM,CXCL10,NOS2,TLR2,IL27,CXCL9,NFKB1,CXCL9,CCL2,CD274,TLR2,CCL2,SOS1,IFIT1,SLC11A1,CCL2,IL27,IFNB1,CXCL10,TLR2,CD4,IL17A,NFKB1
IL10RA,TGFB2,PDCD1,PECAM1,IL10RA,IRF8,DDX58,STAT1,IRF8,NOS2,TNFRSF1A,JAK2,STAT5A,CCR5,SOCS2,TLR2,SERPING1,CCL3,JAK2,IRAK4,NOD2,FAM124A,IL15,CCL1,CCL3,IFNB1,CCL2,IFNAR2,IL12RB1,S100A9,RELA,IL1RN,TGFB1,CXCL10,IL12B,HLA-DRB1,CXCL10,TLR9,IL12B,TNFRSF1B,CCR7,IFI6,JAK1,ANGPT2,CCL1,TLR2,CD14,IL1R2,IL21,CXCL9,STAT4,TLR2,HLA-DRA,STAT4,SOCS4,CSF3,RELA,FCGR1B,JAK2,ISG15,CXCL10,IL10RB,sept4,IL15,SEPT4,JAK2,CCL5,IL37,IL27,STAT1,IL2RA,STAT1,CD80,CD38,TLR4,CCL5,IL1A,SLC11A1,CXCL12,ARG1,TLR4,CXCL8,STAT1,STAT1,STAT1,CCL5,PDCD1LG2,IL17A,CCL5,PTPRC,IFIT3,HLA-DRB1,IL23A,CXCL8,IFNAR1,CCL5,TLR4,CD8A,IL17RA,RELA
STAT1,IL4,HIF1A,HIF1A,STAT1,IL2,IL6,STAT3,UBE2L6,IDO1,JAK1,STAT1,TBX21,TLR2,IL17A,TLR4,MX1,CCL4,IL1B,SOCS3,FCGR1A,LGALS17A,IL2RA,IL23A,CCL4,IRF1,CCL5,ISG15,IL23R,PTPRC,CD14,NFKB1,IL2,CCL2,IL15,HLA-DRB5,CXCL9,CD14,IL18,CCL2,TLR2,IFI27,IL12RB2,TGFB1,CCL2,IL15,FCGR1A,IL1RN,IL22,CXCL10,TLR2,TLR4,VEGFA,NFKB1,SOCS5,CXCL10,RELB,IFITM1,IL23A,ISG20,CCL2,TGFBR1,CXCL9,IL10,CXCL9,NFKB1,IL1A,TLR2,IL4,STAT3,CD86,STAT3,NFKB1,IL12B,NOD2,CD4,STAT1,VDR,CXCL13,MMP9,TLR9,CCL2,IRF1,JAK2,IRF1,CCL3,IDO1,STAT4,CXCL8,NEMF,OAS1,HLA-DRB5,IL17A,CXCL13,IL17A,CXCL9,MMP1,CD14,IL23A,IL18
STAT3,IL13,VEGFA,LDHA,STAT3,IL4,TNF,STAT4,BATF2,SOCS3,JAK2,STAT3,GATA3,TLR4,CD14,NOD2,MX2,CCL5,IL1A,IL27,CD14,IDO1,CD274,IL23R,CCL5,IRF3,CXCL8,IFIT1,TLR2,CD28,CD68,RELA,IL15,CCL3,IL18,CD4,CXCL8,IFNGR1,IL23A,CCL3,TLR4,IFI35,IL18,SLC2A1,CCL3,CD80,NLRP3,IL12RB1,IL32,CXCL11,TLR4,TLR9,HIF1A,NFKB2,CISH,CXCL9,TRADD,IRAK3,IL17A,IFI27,CCL5,TGFBR2,CXCL10,IL2,CXCL10,NFKB2,IFNAR1,TLR4,IL13,STAT4,CD28,JAK2,IL23A,IL12RB1,TLR9,CD8A,JAK2,IL1A,JAK1,MMP2,NFKB1,CXCL10,IRF9,IRF1,IRF9,CCL4,HIF1A,MYD88,CCL3,ASUN,GBP5,NOS2,GBP5,CCL19,IL1A,CXCL11,MMP9,CD33,IL23R,IL23A
STAT4,IL2,NOS2,HK2,STAT4,IL5,IL1B,STAT5A,SERPING1,SOCS1,STAT1,STAT4,RORC,NOD2,CD68,NLRP3,IFI27,CCL8,IL1R1,IL23A,IFIT1,IL1B,CTLA4,IL10,CXCL10,IRF7,CCL19,IFIT2,TLR4,CD80,CD163,MYD88,IL21,CCL4,IL23A,CD8A,CCL19,TNFRSF1A,IL27,CCL4,TLR9,IFIH1,IFNGR1,LDHA,CCL4,CD28,IL17A,IL12RB2,IL1A,CXCL13,TLR9,NOS2,MMP1,RELA,TLR2,CCL2,TRAF2,LILRA6,IL2,IFI44,CXCL9,IL2,CXCL11,IL12B,CXCL11,TLR2,IRF1,TLR9,SOCS3,JAK1,CTLA4,NFKB1,CXCL10,IFNGR1,TLR1,CD8B,NFKB1,IL1RN,JAK2,MMP1,RELA,CXCL13,IFIT1,CD4,IFIT1,CCL7,VEGFA,IL18,CCL4,DHX29,GBP1,CYBB,NLRP3,CCR2,TNFAIP3,HLA-DRB5,MMP3,CD40,IL18,IL17A
STAT5A,IL5,ARG1,PKM,STAT5A,IL13,IL1A,STAT5B,VAMP5,IRF1,STAT3,STAT5A,SOCS1,NLRP3,CCL2,AIM2,IFI35,CCL19,IL1R2,IL17A,IFIT2,ISG15,PDCD1,TGFB1,CXCL9,STAT1,CXCL13,IFIT3,NFKB1,CD86,CCL2,TLR2,IL22,CCL5,NFKB1,TBX21,CXCL13,GBP5,IL17A,CCL5,CD14,DDX58,CXCL10,PKM,CXCL1,NFATC1,TGFB1,IL18,IL1RN,CCL2,MYD88,ARG1,MMP9,RELB,TLR4,CCL3,RIPK1,MAPK14,IFNGR1,IFI44L,CXCL11,IL2RA,CCL2,IL17A,CCL2,TLR4,NFKB1,NOD2,SOCS1,JAK2,PDCD1,RELA,CCL2,IFNGR2,TLR6,GZMB,RELA,TNFRSF1A,STAT1,TIMP1,IRF1,CCL19,IFIT2,CD8A,IFIT2,CCL12,SLC11A1,NFKB1,CXCR3,IL2,GBP2,NCF1,IL4,CCR5,IL10RB,IFNG,MMP12,CD80,IL18R1,IL17F
