seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
IRF7,OASL,IRF7,TNNI3,TNFRSF1A,IL18,FCGR2A,VPS37C,IL18,TNF,IFNG,NFKB1,CCL3,FTL,FTH1,EBI3,IRAK4,IFNAR2,IRF9,NPPB,CASP1,IFI6,S100A12,NPPA,GSDMD,CRP,NLRP3,IL18R1,CCL4,CXCL10,ATG5,TNNI3,IL17A,CD177,FCGR3B,IRF7,S100A12,ANGPT2,FGB,RELA,FCGR3B,CXCL8,STAT1,PCSK9,TNF,MYD88,STAT3,CXCL8,CD177,IL16,STAT3,IL10,CXCL10,LAG3,STAT3,IFNG,IL1B,TNNI3,OAS1,OAS1,MMP8,STAT1,CCL4,IFI44L,IL6,CXCL10,IL6,SLC22A4,ITPKC,IL1RN,CASP1,FTH1,NLRP3,CXCL8,STAT1,IRF1,IL6,HLA-DRB1,VCAM1,FGB,VCAM1,IL6,OAS1,FADD,PCSK9,FCGR1A,TNFRSF1A,IL15,SOCS3,CASP3,IL6R,CD177,IL1RN,HLA-DOB,HERC5,CRP,NKIRAS2,IL18,IL1RAP,IL6
IRF1,MX1,IFITM1,SERPINE1,CASP1,IL1R1,ITPKC,TRBV11-2,IL1B,IFNG,GSDMD,RELA,CCL4,CXCL10,DDX58,FCGR1A,IFI16,OAS1,TLR2,IL27,IFNAR1,IFIT1,FCGR2A,S100A8,IL18,FCGR3A,STAT1,IL10,IFNG,TNF,ATG7,TNNT2,MYD88,IRF7,CD177,OAS1,NPPB,ANGPTL3,FGG,IL1B,S100A12,NPPB,IL6R,ARG1,CRP,S100A12,SOCS3,CXCL10,SPI1,CCL3,IL6,IL1B,CXCL8,HAVCR2,IRF7,STAT1,S100A12,CASP3,RSAD2,MX1,OLFM4,STAT2,CRP,RSAD2,CRP,IL1R1,IL10,ARG1,IL27,FTH1,PYCARD,IL6,CD40,CXCL10,TNF,OAS1,TNF,HLA-B,MYH7,STAT3,SELE,IL1B,IFITM1,MMP9,TNNI3,IL17A,IFNAR1,IL15RA,IL10,BLK,TNFRSF1A,SPI1,IL6,PELI1,IFI27,S100A12,UBD,IL17A,IL1R2,CXCL10
STAT3,MX2,IFITM3,IL1B,NLRP3,IL6R,CASP3,PECAM1,CXCL10,STAT1,IL1B,TNFAIP3,CCL5,UBD,IFIH1,FCGR2A,STING1,OAS2,TLR3,S100A8,CD14,IFITM1,FCGR3B,S100A9,CXCL8,CXCL8,TNF,IL10RA,IL17A,IL1B,ATG12,IFI27,TLR5,STAT1,IL10,MX1,MX1,ANGPTL4,CRP,NLRP3,MMP9,TNNI3,TNFRSF1A,CORIN,IL1B,TGFB1,IRF7,CCL3,NFKB1,CCL4,TNF,TNF,DDX58,TIGIT,IRF3,STAT3,FGB,CRP,ISG15,IFITM1,RETN,IRF7,S100A8,SIGLEC1,CXCL8,RELA,IFNG,CCL20,CXCL9,HP,NPPB,IL6R,HLA-DOB,CCL2,NLRP3,OAS2,STAT3,PYCARD,NPPB,PLAT,TNNI3,TNF,IFI44L,C1QA,NPPA,UBD,IFI16,CD177,IL18,CD40,IFNGR1,HSPBAP1,TNF,STING1,MX1,S100A8,EBI3,CRP,CCL2,TNF
NFKB1,VCAM1,IFIH1,IL18,PYCARD,TNFRSF1A,BLK,C3,CXCL9,IRF1,TNF,NFKBIA,CXCL1,EBI3,IL10,FCGR3A,STAT3,OAS3,TLR4,S100A9,TLR2,ISG15,IFNG,IFITM1,S100A8,CXCL10,AIM2,IL10RB,IL1R1,CD177,BECN1,IFI44L,MMP9,IL1B,CXCL9,IL10,IFI6,ANXA1,MYD88,CASP1,NT-proBNP,TNNT2,IFNGR1,ADM,CXCL8,IL17A,IRF1,CCL4,RELA,CCL20,IL1B,IFNG,EBI3,IL1B,CASP1,NFKB1,FGA,CXCL8,IFI44L,IFNGR1,RSAD2,IRF9,S100A9,FCGR3B,IL10,NFKB1,TNF,CD163,S100A12,DDX60,TNNI3,IL1B,PELI1,IL1R1,CASP1,OAS3,CXCL10,CASP1,GZMB,TNF,MYL3,IL10,IFI6,RNASE2,IFI27,EBI3,STING1,PECAM1,CCR5,FCGR2A,IL1RN,VPS37C,IL1B,IRF3,ISG15,S100A9,SQSTM1,FCGR3B,CCL3,IFNG
IL2RA,ICAM1,DDX58,CXCL8,STAT1,IFNGR1,CD40,CD74,IL6,ADM,IL10,TNNI3,CXCL2,SQSTM1,NLRP3,FCGR3B,PYCARD,MX1,MYD88,PYCARD,IRF3,MX1,IL6,IFITM2,S100A9,IL2RA,CCL2,IFNG,IL6R,IFIH1,MAP1LC3B,IFIT1,S100A12,S100A8,CXCL10,SOCS1,CXCL9,APLNR,S100A12,PYCARD,TNNI3,S100A8,IFNGR2,ALPL,IFI27,BTNL8,DDX58,S100A12,STAT1,CCL28,IL1RN,IL17A,FCGR2A,IL6,NLRP3,SOCS1,CRP,CXCL9,CXCL9,IFNGR2,S100A12,CXCL10,S100A12,IL6,TGFB1,NFKBIA,S100A12,CORIN,IFNB1,OAS1,MYH7,IL1R1,BLK,IL6R,PYCARD,MX1,NLRP3,NLRP3,VWF,IL6,NPPA,IL18,STAT3,LYN,IFI44L,SQSTM1,NFKB1,PDPN,IFIH1,ORAI1,SOCS1,TGFB1,IL10,NLRP3,SIGLEC1,IL1RN,ATG5,CD177,CCL4,IL1B
IL1R1,SELE,CXCL9,OAS1,STAT3,IRF1,IL1RN,LRG1,TNF,ICAM1,IL6,TNNT2,CXCL8,FCGR2A,IL1B,FGA,CASP1,MX2,TICAM1,CASP1,CD36,OAS1,IL10,IFITM3,FCGR2A,CASP1,CD14,IFNGR1,TNFRSF1A,DDX58,ITPKC,ISG15,CXCL10,S100A9,S100A12,SOCS3,RSAD2,B2M,IL1B,IL18,MYL3,S100A9,CXCL8,FCGR1A,IFI44L,MX2,IFIH1,S100A8,STAT3,STAT1,CASP1,CXCL10,GSDMD,TNF,PYCARD,SOCS3,IL18,F2,CCL2,JAK2,SQSTM1,CXCL11,NLRP3,CRP,CD163,IKBKB,S100A8,CXCL9,RNASEL,OAS2,VCAM1,IL1RN,STING1,TNFRSF1A,STAT3,MX2,FCGR2A,IL1R1,FCGR3B,SERPINE1,NPPB,CCL2,IL18,IL10,IFIT1,MMP7,RELA,UBD,DDX58,TGFB2,SOCS3,MX2,CRP,PYCARD,LY6E,IL1R1,ATG7,S100A12,CCL5,HMGB1
TNFRSF1A,IL1B,IL18,MX1,SOCS1,IRF7,IL18,SFRP4,IL1RN,VCAM1,CASP1,NPPB,CXCL9,HLA-DOB,TNNT2,FGB,IFNAR1,ISG15,IFIH1,CXCL10,NLRP3,OAS2,IL17A,FGA,CCL2,IFI16,CD274,IFNGR2,CASP1,OAS1,TGFB2,RSAD2,STAT1,MPO,TNFAIP3,VWF,STAT3,BMPR1A,IL18,IL2RA,MYH7,S100A12,CXCL9,HP,CCR7,TRBV11-2,OAS1,S100A9,IRF7,STAT3,PYCARD,STAT1,HMGB1,IL18,FCGR2A,CASP1,CXCL10,FCGR2A,IL18,SOCS1,TMEM154,ISG15,CASP1,CXCL8,HLA-DRA,CHUK,S100A9,PCSK9,OAS2,OAS3,ICAM1,TNF,IRF3,CRP,NPPB,ISG15,C1QA,IL6R,PRF1,HLA-DRB1,IRF7,CCL3,GBP1,TYK2,ISG15,ADM,UBD,EBI3,IRF3,TGFBR2,TLR4,TRBV11-2,FCGR3B,CASP1,IRF1,IL18,ATG12,S100A8,CXCL1,PTX3
IFNGR1,IL1R1,CASP1,IFITM1,SOCS3,IRF9,SOCS3,ITGA4,SOCS3,SELE,CXCL10,MYH7,CXCL10,PELI1,VEGFA,FGG,CD14,IFI27,DDX58,IL6,UBD,OAS3,CXCL10,FGB,CCR5,IRF7,CD86,IFNA1,NLRP3,TLR7,TGFBR2,SIGLEC1,STAT3,IL1RN,IL18,SELE,JAK1,BMPR1B,IL10,NPPB,ACE2,IFI27,CXCL10,S100A12,SELL,VPS37C,OAS2,IL1RN,MYD88,SOCS1,NLRP3,STAT3,ICAM1,IL10,CD40,PYCARD,CXCL9,FGA,STAT3,SOCS3,UBD,RSAD2,PYCARD,IL1RN,IFNG,MAP3K7,CXCL8,DDX60,ADM,MX1,SELE,TNFRSF1A,PYCARD,FCGR3A,TNNI3,HERC5,MMP9,PECAM1,IL10,IL17A,SOCS3,CCL4,SOCS1,MAPK3,RSAD2,ALPL,EBI3,SQSTM1,IRF7,SMAD3,MYD88,IL15,SELL,TLR2,OASL,IL10,BECN1,S100A9,CXCL2,S100A8
IFNGR2,IL1RN,NLRP3,STAT3,NFKB1,SOCS1,IL2RA,IKZF1,FCGR3A,IL1R1,IFNA6,NPPA,CXCL11,NLRP3,CD177,ICAM1,TLR2,IFI44L,MAVS,IL18,EBI3,DDX58,CXCL9,FGG,CXCR3,OAS1,CXCL10,IFNB1,PYCARD,TLR8,SMAD3,NFKB1,IFNG,IL18,ICAM1,SELP,TYK2,BMPR2,IL8,TNNI3,TMPRSS2,IFI44L,CCL2,SLC22A4,IFIH1,HSPBAP1,MX1,CASP1,TLR4,SOCS3,IL18,IRF3,IFIH1,CD177,BLK,NLRP3,CASP1,FGB,IL1RN,IL10,CASP1,SIGLEC1,MYD88,IL18,CXCL9,MYD88,CXCL9,TMEM154,FCGR1A,IRF1,SELP,IFNG,CASP1,FCGR3B,TNNT2,IFIT1,IL10,IFNAR1,CXCL9,TLR4,DDX58,CXCL8,SOCS3,NOS2,SIGLEC1,HP,SQSTM1,SOCS1,TLR3,VEGFA,IRF3,IL15RA,SOCS3,CD14,DDX58,TGFB1,CCRL2,MMP9,CXCL8,S100A9
IL6R,IL10,HLA-DRA,VCAM1,RELA,SOCS3,STAT3,BLK,CD163,IL1RN,TLR3,NLRP3,CCR1,PYCARD,C3,IFIH1,IRF3,IFIT1,NLRP3,IL1B,SQSTM1,IFIH1,CXCL11,IL18,IL17A,OAS2,CXCL11,IFNAR1,GZMB,IRF3,MBL2,RELA,IRF7,CXCL8,VCAM1,ICAM1,OAS1,BST2,UBD,TNNT2,CTSL,IFIT1,CCL3,DDX60,DDX58,TMEM154,MX2,NLRP3,CASP3,NFKB1,IL10,IRF7,IFITM2,NPPB,CASP3,AIM2,PYCARD,FGG,IL6R,IL18,CCL2,IFI35,STAT1,SOCS3,CCL2,STAT1,D-dimer,IL6,ANGPT2,IRF7,ANGPT2,IFNGR1,CD177,NLRP3,IL17A,IFIT2,RELA,SPI1,F2,REL,IFIH1,VCAM1,LAG3,PROS1,IFNG,SLC22A4,MMP7,TOLLIP,TLR4,KDR,IRF7,NLRP3,STAT1,IFNAR1,CMPK2,STAT1,MMP8,MMP8,CXCL9,CRP
IL10RA,IL10RA,CD74,ICAM1,IFI27,NFKB1,IRF7,CASP3,S100A12,CXCL1,IFNB1,PYCARD,CCR2,TMEM173,NFATC1,IFIT1,CD36,RSAD2,PYCARD,STAT3,IL17A,GBP1,STAT1,IFNG,IL2RA,OAS3,CXCL9,IFNAR2,PRF1,NLRP3,CFH,UBD,FCGR2A,FCGR3B,MYH7,VCAM1,STAT2,C1QA,EBI3,CRP,CD163,ISG15,CCL4,TMEM154,CCL3,DDX60,ISG15,SELP,ITPKC,RELA,TNFAIP3,IFI16,IFITM3,TNNI3,TGFB2,TNNI3,NLRP3,HLA-A,CCR5,CRP,CCL3,IL10,STAT3,IDO1,STAT3,STAT2,PLAT,IL10,IL22RA2,CCL2,CRP,IFNGR2,SPI1,CASP1,CXCL9,IFIT3,EBI3,CD14,MYD88,NFKB1,OAS2,ICAM1,CD274,STAT2,IL6,IL1R1,SYN2,INPP5D,TLR7,ANGPT1,NFKB1,MYD88,IRF7,IRAK4,STAT2,STAT3,MMP9,TIMP1,CXCL10,FCGR2A
CXCR3,TNFAIP3,SOCS3,SELE,IFITM1,RELA,IRF1,CD40,S100A8,CXCL2,NFKB1,CASP1,CCR5,IRF3,SERPINA1,IFIT2,NLRP3,SIGLEC1,CASP1,IRF3,IL6,GBP5,IRF7,CD14,PDCD1,MX1,F2,CXCL8,IDO1,PYCARD,KNG1,EBI3,SMAD3,IFITM3,TNNI3,TNNI3,OAS3,C1QB,SQSTM1,FGA,CD14,RSAD2,CCR2,DPM1,CCL4,CXCL10,RSAD2,VCAM1,FCGR2A,CASP1,SOCS1,STING1,IFNAR2,TNNT2,TGFBR2,TNNT2,STAT1,HLA-B,IL2RA,FCGR3B,CCL4,IL6,SOCS3,CXCL9,IRF7,IRF1,PLAU,CXCL10,STAT1,CCL5,S100A8,IL10,PECAM1,STAT1,CXCL11,IFI44,IL1B,MYD88,CRP,NLRP3,IFIT1,SELE,PDCD1,HLA-DPA1,IL10,IL1RN,MFSD2A,LYST,NLRP3,IL6,RELA,IFNG,IRF1,IFI16,IL6,SOCS1,ELANE,TGFB1,IL2RA,ITPKC
CCR5,TNFRSF1A,IL1RN,VEGFA,IFITM3,NFKBIA,OAS1,ITPKC,S100A9,IL8,TLR6,STAT1,CXCR1,IRF7,ANGPT2,IFIT3,HLA-DOB,TLR3,IFI16,NLRP3,IL1B,IL6,IRF1,IL27,CTLA4,MX2,F5,CXCL9,SOCS1,CASP1,SERPINC1,SQSTM1,JAK2,MX1,FGA,TNNT2,IRF9,C1QC,NFATC1,FGB,TLR4,SIGLEC1,CCR5,SCYL3,CCL5,IL10,IFIT1,ICAM1,CD40,NLRP3,SOCS3,OAS1,IFNG,FCGR3A,SMAD3,MYH7,STAT3,HLA-C,IL1R1,SELL,CCL8,IL18,IRF1,CXCL11,SOCS3,IRF7,VWF,TNF,IRF7,ADM,S100A9,IL10RA,IL10,STAT3,IRF3,IFI44L,C3,IRF3,NPPA,HMGB1,IFITM1,ANGPT2,VCAM1,DEFA1,IL1B,IL18,HLA-DOB,IL27,CASP1,TNF,DDX58,CXCL8,OAS1,CD36,IL1B,SOCS3,MPO,VEGFA,IL4R,CASP3
