seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
KLRK1,STAT1,CXCL10,BDNF,OAS1,CCL2,TLR3,NFKB1,IL10,CRH,PDCD1,IL12B,HIF1A,HMOX1,HLA-DRB1,IL17A,TLR4,PRF1,PDCD1,HAVCR2,PPARGC1A,CD70,BDNF,HMOX1,GZMB,TLR3,PPARGC1A,IL17A,HLA-DRB1,HLA-DRB1,CCL2,IL10,P2RY12,STAT1,SOD2,NRF1,PDK4,TLR4,TLR4,STAT3,STAT1,CCL2,SOD2,HMOX1,TLR4,CTLA4,STAT3,COMT,GRIK2,JAK1,CD4,FOXP3,STAT3,IL1B,PRF1,CD19,IL10,NDUFS1,PRF1,IL10,CD4,IL17A,MAPK1,IL6,PRKAA2,CTLA4,CTLA4,TLR4,IRF3,GZMB,SOD2,KLRK1,CD8A,SDHA,IL22,PRF1,NR3C1,NFKB1,PPARGC1A,KEAP1,CD19,GPX1,CX3CR1,HMOX1,CD28,PDK4,VEGFA,SOD2,KLRK1,FOXP3,ATP5F1A,STAT3,GZMB,SIRT1,CRHR1,TGFB1,IL12B,PRF1,CD19,IDO1
NCAM1,STAT3,CX3CR1,HIF1A,NGF,CXCL10,TLR4,STAT1,CCL5,FKBP5,CTLA4,CXCL8,NRF1,NFE2L2,TLR4,FOXP3,NFKB1,KLRK1,LAG3,PPARGC1A,PRKAA1,HLA-DRB1,NGF,NFE2L2,PRF1,TLR4,NRF1,HLA-DRB1,CD4,CD4,SOD2,IFNG,SLC6A4,PPARGC1A,CAT,TFAM,IL1B,ISG15,MYD88,TLR4,CCL2,SOCS3,GPX1,BDNF,CCL2,GZMA,CXCL10,TLR3,GRIN2A,JAK2,CD8A,MT-ND1,CD4,SOD1,GZMB,CTLA4,IL6,NDUFS2,OAS1,IL17A,CD8A,SOD2,STAT3,KLRD1,PPARA,IRF7,LAG3,TLR9,IRF7,PRF1,CXCL10,PDCD1,GZMB,IL17A,CASP1,NDUFS1,FKBP5,KLRK1,TFAM,HMOX1,PTPRC,GPX4,TREM2,NOS2,CTLA4,PRKAA1,OCLN,MPO,NCR1,CXCL10,ATP5F1B,NFKB1,KLRK1,GZMB,NR3C1,TLR4,IL13,GZMB,STAT1,RNASEL
NDUFS1,TLR3,SIRT1,SOD2,TLR2,IFNG,TLR9,IRF3,TLR4,NFKB1,KLRK1,CXCL10,NFKB1,CAT,MYD88,IL2RA,STAT1,NCR1,HAVCR2,NRF1,TFAM,NLRP3,CX3CR1,NR3C1,TLR4,NFKB1,TFAM,PTPN22,CD8A,CD8A,GPX1,GZMB,ADRB2,PRKAA1,GPX1,SOD2,STAT1,OAS1,NFKB1,CCL2,CXCL10,SOD2,NFE2L2,NR3C1,CXCL10,GZMB,CD4,STAT1,TRPM3,DDX58,PDCD1,MT-ATP6,CD8A,SOD2,CD3E,NFKB1,TNF,NDUFS3,MX1,TLR4,CTLA4,NOS2,POMC,NDUFS1,SOD1,STAT1,TIGIT,MYD88,NFKB1,KLRK1,TGFB1,CTLA4,PRF1,UQCRC1,CXCL9,SDHA,TRPM3,NCR1,SOD2,PRKAA1,CD4,PRDX1,NLRP3,HIF1A,PDCD1,PRKAA2,SLC6A4,CHRM1,FCGR3A,CD4,NDUFS1,TLR3,PDCD1,GSR,FKBP5,IFNAR1,IL4,KLRK1,STAT3,CD4
ATP5F1B,TLR4,CAT,NOS3,GDNF,MYD88,CD14,IRF7,MYD88,STAT1,GZMB,CCL2,IFNG,SOD1,NFKB1,CD4,IRF3,FCGR3A,TIGIT,TFAM,NDUFS1,CXCL10,AIF1,CRHR1,NFKB1,NLRP3,PRKAA1,PGC1A,FOXP3,IL2RA,HMOX1,CTLA4,CRHR1,SOD2,HMOX1,GPX1,NFKB1,MX1,TRAF6,CXCL10,IRF7,GPX1,HMOX1,KLRK1,IL17A,PRF1,CD8A,STAT3,BDNF,IFIH1,IL17A,SOD2,TLR4,CAT,CD247,STAT1,IFNG,SDHA,IRF7,FKBP5,KLRK1,GPX1,HLA-DRB1,NFKB1,SOD2,NFKB1,HLA-DRB1,IRF3,CD4,NCAM1,NFKB1,LAG3,FASLG,COX4I1,CXCL10,COX4I1,IDO1,GZMB,GPX1,PRKAA2,CD8A,PRDX3,CASP1,CCL2,LAG3,TNF,IL10,CHRM2,PRF1,CD8A,SDHA,TLR4,CTLA4,TGFB1,HSD11B1,CCR2,CXCL10,CCL2,NFKB1,SDHA
COX4I1,MYD88,HMOX1,VEGFA,MTOR,IL17A,TGFB1,CD4,TNF,CD274,PRF1,CCL5,NR3C1,NQO1,IRF3,CD8A,IRF7,CCL2,NFKB1,SOD2,SDHA,CCL2,NLRP3,FKBP5,STAT1,CASP1,PRKAA2,SOD2,IDO1,CTLA4,NFE2L2,CCL5,TNF,HMOX1,NOS2,PRKAA1,IL10,TRPM3,DBH,CD14,MX1,CAT,NQO1,IFNB1,IL2RA,KLRK1,HLA-DRB1,CD4,NRG1,PPARGC1A,CXCL10,GPX1,TLR9,GPX1,ZAP70,STAT3,IL17A,SDHB,NLRP3,NR3C1,GZMB,CAT,ADRB2,NR3C1,SOD3,TLR4,CCL2,IRF7,CD8A,IL2RA,IL10,TGFB1,KLRK1,CTLA4,CCL4,ATP5F1A,IL1B,PRF1,CAT,PRKAB1,FOXP3,PRDX6,IL1B,CXCL10,TIGIT,AADAT,IL6,CHRM3,GZMB,IL2RA,COX4I1,TLR9,HLA-DRB1,SLC6A4,IL10,IL15RA,CCL2,CXCL10,RELA,GZMB
SOD2,IRF3,COMT,IL4,NOS1,IFNA1,IL17A,CD8A,COMT,ADRA2A,IDO1,TLR3,NFE2L2,CCL2,IRF7,IL7,MX1,CXCL10,STAT1,GPX1,UQCRC1,FOXP3,TLR4,BDNF,STAT3,ATP5F1A,MTOR,GPX1,PTGS2,PD1,CRH,CCL2,TFAM,LDHA,CX3CR1,SIRT1,CXCL10,ASIC3,CHRM2,IL17A,OAS1,NOS1,BDNF,TLR4,IL7R,TLR3,TNFRSF1A,CD8A,HTR2A,NRF1,CCL2,CAT,PDCD1,GPX4,ATP5F1A,JAK1,NFKB1,UQCRC1,CD4,COMT,PRF1,HMOX1,IDO1,PDK1,CX3CR1,MYD88,CXCL10,STAT1,CTLA4,STAT1,BDNF,PRF1,HLA-DRB1,ATP5F1A,P2RX7,PPARGC1A,IL6,PDCD1,TLR4,CX3CR1,HLA-DRB1,TXN,NR3C1,IL17A,STAT3,ACTN3,IL1B,POMC,SOD2,MAPK1,PDK1,CD4,HLA-A,CCL2,TLR4,KLRK1,CCL5,NDUFS1,TLR3,HIF1A
GPX1,IRF7,SLC6A4,GSR,AVP,SLC6A2,IL12A,KLRK1,NFKB1,ATP5F1A,PPARGC1A,TLR4,TP53,CXCL10,CXCL10,IL15,OAS1,IL2RA,STAT3,CAT,COX4I1,CD4,CD14,IDO1,IRF3,NDUFS1,EPAS1,NDUFS1,NOS2,CXCR3,NR3C1,CASP1,GPX1,PDCD1,BDNF,CPT1A,CCL2,P2RX7,CHRM3,CTLA4,ISG15,NOS3,ADRB2,NFKB1,IRF7,TLR4,INFR1,IL15,ADRB2,TFAM,IL2RA,PPARGC1A,CTLA4,PRDX1,SDHA,JAK2,CD4,UQCRC2,CD8A,CXCL8,NDUFS1,IDO1,ACE,PDK4,CX3CL1,GZMB,CXCL8,STAT3,KLRK1,STAT3,GCLC,GZMB,HLA-A,CD4,ADRB1,TFAM,CD4,CTLA4,MYD88,CX3CL1,CTLA4,HMOX1,FKBP5,NLRP3,STAT5A,ADRB1,IL17A,NPY,CAT,SOD2,HMOX1,CD8A,CCL2,PPARGC1A,SIRT1,TLR9,CD4,NDUFS2,TLR4,IFNG
CAT,CXCL10,TPH1,PDK4,HTR2A,SLC6A4,IL12B,NLRP3,TPH1,ADRB2,ATP5F1A,TLR9,AKT1,TLR4,CCL2,KLRD1,ISG15,STAT1,TNFRSF1A,NFE2L2,ATP5F1A,CD8A,CD4,PDCD1,IRF7,SOD2,VIP,ATP5F1A,SOD2,CCR5,FKBP5,PPARGC1A,TREM2,STAT3,GFAP,ACADM,CD4,IL1B,NPY,ATP5F1A,SIRT1,HTR1A,CRH,PRF1,MX1,NLRP3,CCL2,KLRK1,POMC,MTOR,KLRK1,COX5A,LAG3,PRDX3,NDUFV1,IRAK4,CD8A,COX4I1,KLRK1,CXCL9,SDHA,FOXP3,TNFRSF1A,PPARGC1A,TMEM119,PRF1,CD4,NFKB1,GZMB,TLR3,GSR,ATP5F1A,IDO1,CPT1A,TSPO,PDK1,CD8A,LAG3,PDCD1,P2RY12,PD1,CRH,ADRA2A,TREM2,KLRK1,ADRB2,IL18,SLC6A4,GPX1,GPX1,NFE2L2,CD19,CXCL10,SOD2,SIRT3,POMC,CD8A,NDUFS3,TLR9,COX4I1
NR3C1,CCL2,TPH2,IL2,NPY,POMC,IL18,CRP,TPH2,PDCD1,SOD2,MYD88,STAT3,NOS3,CRP,PRF1,FOXP3,STAT3,IL17A,KEAP1,MFN2,GZMB,CD8A,CD274,NLRP3,GPX1,NPY,CPT1A,HMOX1,IL17A,OCLN,TXNRD1,ADRA2A,NFKB1,CRH,PDK4,CD8A,IL6,NPY1R,ATP5F1B,SOD2,HTR2A,CRHR1,GZMB,OAS1,CASP1,IL12B,PDCD1,NR3C1,NFE2L2,GZMB,NDUFS1,TIGIT,GSR,PPARGC1A,MYD88,CTLA4,COX5A,CXCL8,IL13,UQCRC1,STAT3,COMT,PRF1,ADRB1,PPARGC1A,CD8A,NFKBIA,PRF1,CXCL10,NR3C1,ATP5F1B,CTLA4,CD8A,TRPA1,PDK4,PDCD1,TIGIT,CTLA4,CRH,IL2RA,CRHR1,ADRB2,PPARGC1A,KLRD1,CHRM3,IFNG,IL1B,GPX4,STAT1,NOS3,KLRK1,ATP5F1A,STAT1,LDHA,GZMB,CTLA4,SOD2,MYD88,CD8A
FKBP5,CCL5,TLR4,TLR4,CHRM3,NOS2,CCL2,HLA-DRB1,IFNG,CD4,GPX1,IRF3,HSF1,BDNF,NLRP3,GZMA,CTLA4,TLR4,IL18,CX3CR1,OPA1,PRF1,GZMB,TBX21,CASP1,HMOX1,IL1B,PDK1,GPX1,TGFB1,CLDN1,TLR2,NR3C1,NLRP3,NR3C1,NOS2,FOXP3,TNF,NPY2R,COX4I1,GPX1,COMT,NR3C1,IL17A,PDK1,IL18,IL17RA,IL7R,FKBP5,KEAP1,PRF1,PDK1,HAVCR2,TXN,NRF1,TRAF6,PDCD1,ATP5F1A,CCL2,IL4,COX4I1,PDCD1,CRP,SOD2,ADRB2,TFAM,GZMA,CTLA4,FASLG,CD28,PRDX1,ATP5F1C,PD1,ACADM,TGFB1,SOD2,GZMB,PPARGC1A,HAVCR2,CRHR1,GZMB,CRHR2,SLC6A4,STAT1,NCR1,CHRNA7,IFNA1,IFNG,ATP5F1A,STAT3,CRH,NCR1,NDUFS1,CAT,CCL2,CTLA4,PDCD1,PPARGC1A,NFKBIA,NDUFV1
CRH,IL17A,MYD88,CRP,ADRA2A,NLRP3,CCL5,GZMB,IL17A,TREM2,HMOX1,IRF7,MTOR,CASP1,IL18,GZMB,CD4,MYD88,CCL2,TMEM119,DNM1L,MAPK1,PRF1,PPARGC1A,NDUFS1,NFE2L2,CCL5,PRKAA1,CAT,IL4,TJP1,SOD2,HTR3A,NDUFS1,FKBP5,SOD1,PDCD1,NFKB1,VIP,COX5A,CAT,SLC6A4,FKBP5,CCL2,PDK2,CCL2,GATA3,GZMB,CRH,CX3CR1,TBX21,HIF1A,CD274,TXNRD1,TFAM,IRF3,CD274,SOD1,PPARGC1A,IL5,ATP5F1A,CD27,IL17A,STAT1,ADRA1A,NRF1,GZMB,CD40,IL2RA,ATP5F1B,ADRA2A,NDUFS1,PDCD1LG2,KLRK1,ADRB2,GPX1,PRF1,TFAM,CD4,CRHR2,PRF1,NR3C1,TPH2,CASP1,NCR3,CSF1,IFNB1,IL10,NDUFS1,GATA3,CRHR1,GZMB,SDHA,PRKAA1,OAS1,IL10,LAG3,GPX1,IRF3,PRF1
ADRB2,IL23A,IL18,NLRP3,ADRB2,STAT1,CXCL8,PRF1,KLRK1,HMOX1,KEAP1,STAT1,GPX1,IL18,CD40,PDCD1,CD8A,NFKB1,CXCL10,P2RY12,IDH2,STAT1,ATP5F1A,NDUFS1,SDHA,NOS2,CXCL10,TREM2,CYCS,IL12A,MAPK1,SOD1,IFNG,SOD1,TLR3,GPX3,CD274,NLRP3,VIPR1,CYCS,PDK4,TRPV1,SLC6A4,CXCL10,PDK3,CXCL10,TBX21,PRF1,CRHR1,TREM2,IRF7,AMPK,BTLA,TXNRD2,SOD1,IRF7,HLA-DRB1,SOD2,NDUFS1,CCL5,PPARGC1A,CD70,NFKB1,TGFB1,CRH,COX4I1,PRF1,CXCL10,IL7R,NDUFS1,NQO1,NDUFS2,TIGIT,SLC25A4,TRPV1,GPX4,IL17A,SOD2,CD8A,ADRA1A,KLRK1,NR3C2,CRH,IL18,FCGR3A,EIF2AK2,CD4,TGFB1,CRH,TBX21,NR3C1,PRF1,UQCRC1,KLRD1,OAS2,TOLLIP,HAVCR2,HMOX1,IRF7,PDCD1
NOS3,IFNAR1,PPARGC1A,IL1A,HTR1A,STAT3,CXCL10,PPARGC1A,NCR1,TJP1,NQO1,STAT3,COMT,NLRP3,CTLA4,CTLA4,LAG3,NFKBIA,IL12A,BDNF,CKM,STAT3,COX4I1,ATP5F1B,COX4I1,CX3CR1,GSTM1,CX3CR1,MAPK1,GATA3,MAPK3,NFE2L2,GSR,IDO1,TLR4,NFE2L2,HAVCR2,SOD2,VIPR2,NDUFB1,SDHA,TRPA1,HTR2A,PER1,PDK4,STAT1,CTLA4,FCGR3A,ADRA2A,TRPV1,MX1,NRF2,KLRK1,NOS1,SOD2,CCR5,PPARGC1A,CAT,ATP5F1B,CRHR1,NRF1,CTLA4,GPX1,TLR3,CRHR1,ATP5F1A,KLRK1,CCL2,CD28,NDUFS2,COMT,NDUFS3,LAG3,NCR1,IFNGR1,NFE2L2,CTLA4,NDUFS1,KLRK1,ADRA1B,NCR1,FKBP4,VIP,CX3CR1,PRF1,FKBP5,CD8A,IL17A,NR3C1,CCL5,FKBP5,FASLG,COX4I1,TXN,OAS3,IFNAR2,TIGIT,ATP5F1A,CXCL10,KLRK1
