seed_1_all,seed_2_all,seed_3_all,seed_4_all,seed_5_all,seed_6_all,seed_7_all,seed_8_all,seed_9_all,seed_10_all,seed_11_all,seed_12_all,seed_13_all,seed_14_all,seed_15_all,seed_16_all,seed_17_all,seed_18_all,seed_19_all,seed_20_all,seed_21_all,seed_22_all,seed_23_all,seed_24_all,seed_25_all,seed_26_all,seed_27_all,seed_28_all,seed_29_all,seed_30_all,seed_31_all,seed_32_all,seed_33_all,seed_34_all,seed_35_all,seed_36_all,seed_37_all,seed_38_all,seed_39_all,seed_40_all,seed_41_all,seed_42_all,seed_43_all,seed_44_all,seed_45_all,seed_46_all,seed_47_all,seed_48_all,seed_49_all,seed_50_all,seed_51_all,seed_52_all,seed_53_all,seed_54_all,seed_55_all,seed_56_all,seed_57_all,seed_58_all,seed_59_all,seed_60_all,seed_61_all,seed_62_all,seed_63_all,seed_64_all,seed_65_all,seed_66_all,seed_67_all,seed_68_all,seed_69_all,seed_70_all,seed_71_all,seed_72_all,seed_73_all,seed_74_all,seed_75_all,seed_76_all,seed_77_all,seed_78_all,seed_79_all,seed_80_all,seed_81_all,seed_82_all,seed_83_all,seed_84_all,seed_85_all,seed_86_all,seed_87_all,seed_88_all,seed_89_all,seed_90_all,seed_91_all,seed_92_all,seed_93_all,seed_94_all,seed_95_all,seed_96_all,seed_97_all,seed_98_all,seed_99_all,seed_100_all
TBX21,BTLA,TLR2,CD69,IL21,CD14,CCL20,TIGIT,CCL2,IL2,GZMA,FOXP3,GZMH,CD8A,CSF2,CD4,TIGIT,KLRC1,PRDM1,FOXP3,CCL20,NFKB1,CD107A,CD3E,HLA-DR,IL2,IFNG,IL10,IFNA4,COX5A,KIR2DL1,IL12B,FOXP3,TCF7,CSK,ITGB7,SDHC,CCL3,KLRC2,ATP5J2,NT5E,CRH,CD244,BTLA,BATF,IFNG,PDCD1,IL1A,IL10,IL18,TLR4,PRF1,ITK,LEF1,CD3E,NCR1,CD3G,CCR7,TIGIT,IL6,MYC,NKG2A,GZMA,TNFRSF4,NFKBIA,TIM3,CD4,IRF1,NFKBIA,IL10,GATA3,IL10,IL10,GZMB,NDUFB7,CD4,CD4,NDUFS3,PDK1,PRF1,NFKB2,PRDM1,CCR7,CCL5,PDCD1,BTLA,IL2,PRF1,CD8A,KIR2DL4,EOMES,CD39,PRF1,TBX21,KLRD1,IFNA4,PDCD1,IL17A,SOD2,RELA
GZMB,VSIR,IL1B,CD16,IL22,TLR4,CCL5,LAG3,CCL5,GZMB,GZMB,IL10,GZMK,CD8B,CCL5,CD3E,NR3C1,KLRD1,BATF,GZMB,CSF2,STAT1,IFNA4,CD3D,TLR4,IL21,IL6,IL1B,IFNA7,COX6B1,KIR3DL1,IL23A,GZMB,BLIMP1,ACTB,GATA3,SDHD,CCL2,KLRK1,COX5B,EOMES,POMC,KLRG1,CD244,IRF4,TNF,HAVCR2,IL2,IL18,IL4,CD14,KLRD1,CD3E,PRF1,CD8B,NCR2,CD28,CD28,CCR7,IL10,LEF1,TNFA,GZMB,IRF1,TNFAIP3,LAG3,CD3E,KLF2,TNFAIP3,IFNG,IL2,IL17A,TLR4,PRF1,NDUFB10,IL2,PDCD1,NDUFS4,PDK4,GZMB,IL17A,KLRD1,LCK,CXCL10,HAVCR2,CD274,FOXP3,IFNG,CD8B,KIR2DS4,TBX21,KLRG1,GZMB,TOX,KLRG1,IFNA7,CTLA4,IL4,GPX1,STAT1
PRF1,EOMES,TNF,CD56,TNF,TLR2,CCL3,HAVCR2,CCL4,PRF1,GZMK,IL17A,GNLY,CD4,CXCL8,CD3D,FKBP5,KLRK1,BATF2,PRF1,CD40LG,JAK1,IFNA6,CD3G,NLRP3,GZMB,IL1B,IL18,IFNA10,UQCRC1,CD2,TNFRSF1A,PRF1,GZMA,ITGB7,ZFPM1,COQ2,CXCL10,PRF1,DBI,TBX21,NR3C1,EOMES,CD160,PRDM1,IL2,LAG3,IL4,IFNG,IL5,PDCD1,NCR1,CD3D,GZMB,GZMB,NCR3,LCK,LCK,LCK,IL17A,XBP1,IFNG,PDCD1,SMAD3,CD8A,TIGIT,FOXP3,FOS,IL6,IL1A,IL21,IFNG,TLR3,IL2,NDUFA5,IL10,LAG3,NDUFS5,LDHA,CD8A,IL2,KLRG1,ZAP70,CD38,LAG3,PDCD1LG2,PDCD1,TNF,CD4,KIR3DL1,PRDM1,CD244,IFNG,LAG3,LAG3,IFNA10,LAG3,IL13,GCLC,STAT3
IFNG,TBX21,IL6,GZMB,TGFB1,CCL5,CD38,CD244,CCL3,CD8A,GNLY,STAT1,KLRG1,FOXP3,IL2,CD3G,CRHR1,KLRB1,NFATC1,KLRG1,STAT1,JAK2,IFNA7,CD28,IL1B,PRF1,TBX21,NDUFA3,IFNA17,UQCRC2,ITGB2,TNFRSF1B,CD69,GZMB,GATA3,MYC,COQ7,CXCR4,GZMA,PSMA3,BATF,CD8A,TBX21,KLRG1,ID2,IL10,CTLA4,IL17A,IL17A,IL13,CTLA4,IL2,CD3G,IFNG,PRF1,KLRC1,ZAP70,SMAD3,ZAP70,IL2,CXCL8,IL2,CTLA4,KLF2,CD8B,CD38,KLRG1,ZBTB7A,IL10,IL2,IFNG,IFNA1,TLR7,IL21,NDUFA9,TGFB1,PRF1,UQCRC1,CS,CD4,CD4,KLRC1,GZMB,CD69,CTLA4,CD86,CTLA4,IL2,CD3D,KIR3DL2,NR4A1,CD160,CD3E,HAVCR2,PDCD1,IFNA17,HAVCR2,TGFB1,NR3C1,STAT4
TNF,TCF7,CXCL8,PRF1,CTLA4,CCL3,CD39,TOX,CCL11,CD8B,NKG7,JAK2,KLRC1,PRF1,IL4,GZMB,IL1B,PRF1,NFATC2,PDCD1,IRF1,TLR4,IFNA10,ICOS,IL6,IL2RA,GATA3,NDUFB1,IFNA21,UQCRFS1,PDCD1,IL6R,CTLA4,GZMK,ZFPM1,LEF1,COQ9,CSF2,GZMB,PSMA4,PRDM1,CD8B,PRDM1,CD8A,TCF7,CCL3,TIGIT,NDUFA2,IL2,CSF2,LAG3,IL10,CD4,TNF,FASLG,KLRK1,CTLA4,CD4,GATA3,IL4,NFKBIA,IL21,LAG3,FOS,CD4,CD39,CTLA4,FLT1,TGFB1,PRF1,TNF,IFNB1,STAT1,IFNG,NDUFA10,IL6,GZMB,UQCRC2,IDH2,CTLA4,STAT1,KLRC2,PRF1,CD28,TIGIT,CD80,LAG3,IL10,CD3E,NCR1,NR4A2,PRF1,CD28,TIGIT,CTLA4,IFNA21,TIGIT,IL18,FKBP5,IRF4
CD38,LEF1,IL10,CD107A,PDCD1,CCL20,HAVCR2,EOMES,CXCL10,CD4,CD8A,IRF7,KLRD1,GZMA,IL17A,PRF1,IL6,GZMB,NCR1,CTLA4,CXCR4,CD14,IFNA17,GZMB,TNF,IL7R,IL17A,NDUFB3,IFNA6,SDHB,CTLA4,IL1R1,PDCD1,PRF1,MYC,XBP1,COQ10A,TLR4,GZMK,STAT5A,PRF1,PDCD1,PRF1,CD8B,LEF1,CCL4,CD244,NDUFA3,IL4,TGFB1,HAVCR2,TGFB1,CD8A,IL2,PDCD1,KLRD1,PDCD1,CD8A,TBX21,NCR1,TNFAIP3,GZMB,TIGIT,JUND,CD3E,KLRG1,PD1,RELA,TNF,GZMA,PRF1,IRF3,JAK2,IFNA4,ATP5A1,IL1B,KLRD1,UQCRB,SUCLA2,PDCD1,IRF7,NKG7,IFNG,CTLA4,CD244,PRF1,TIGIT,IL21,CD3G,NCR2,NR4A3,GZMB,LCK,GZMB,HAVCR2,IFNG,CD244,CCL3,NLRP3,IRF8
ENTPD1,KLRC1,TGFB1,IFNG,CD38,CXCR4,CTLA4,TBX21,CXCL8,KLRC2,CD8B,TBX21,KLRK1,GZMB,CD74,FASLG,TNF,GZMA,NCR2,LAG3,IL18BP,IRF3,IFNA21,GZMA,IFNG,KLRG1,RORC,NDUFS1,IFNB1,SDHC,HAVCR2,IFNGR1,LAG3,CD56,LEF1,NDUFA3,COQ10B,TLR2,NCR1,ARHC,GZMB,LAG3,GZMB,CXCL8,IL1B,CCL5,BTLA,NDUFA4,CXCL10,IL1A,TIGIT,STAT1,CD8B,IL21,CTLA4,PRF1,LAG3,CD8B,EOMES,NCR3,TLR4,PRF1,TBX21,ZBTB7A,CD3D,NKG2A,TBX21,KDM5A,IL1B,GZMB,GZMB,IRF7,CD69,IFNA7,ATP5B,NFKBIA,NCAM1,SDHB,FH,IL17A,CXCL10,NCR1,TNF,PDCD1,BTLA,GZMB,TBX21,CD8A,CD247,NCR3,BATF,GZMA,CTLA4,PRF1,TIGIT,IRF7,TOX,CCL4,TLR4,IRF3
HLA-DRA,KLRC2,CSF1,TNF,CD39,CD163,PDCD1,IL2,CXCL9,KLRK1,CD38,GATA3,NCR1,CD3E,APP,TNFRSF9,TGFB1,GZMH,NCR3,TIGIT,IL2,IRF7,IFNG,GZMK,IL10,IL10,CD3E,NDUFS2,IFNG,SDHA,LAG3,IFNGR2,TBX21,NKG2D,XBP1,NDUFB4,UQCRC1,TLR3,NCR3,HINT1,GZMA,HAVCR2,KLRC1,NFKBIA,IL1A,CXCR4,CD160,NDUFA5,CCL11,IL2,CD38,IRF7,JAK3,CD8A,LAG3,GZMB,HAVCR2,FOXP3,TCF7,KLRD1,CD14,CCR7,EOMES,RELA,CD3G,NKG2C,GATA3,JUND,IL18,GZMK,CD8A,TLR3,CCR7,IFNA10,ATP5C1,TNFAIP3,CCL2,SDHA,MDH2,IL4,CCL2,FCGR3A,IL2,LAG3,ATP5F1A,GZMA,GATA3,CD8B,CTLA4,KLRK1,IRF4,CD107A,PDCD1,CD8A,CD244,STAT1,EOMES,CCL20,VEGFA,IRF7
HLA-DRB1,KLRK1,CSF1R,IL2RB,HAVCR2,ITGAM,KLRG1,IL21,CXCL1,KLRC1,CD69,RORC,NCR3,CD3G,HLA-DRB1,CD27,IL10,FASLG,KLRD1,TBX21,IL4,CXCL8,IRF7,PRF1,IL17A,TGFB1,CD3D,SDHA,IRF3,PGC1A,TIGIT,IL10RA,GATA3,NKG2A,PD1,NDUFB8,UQCRC2,TLR9,FCGR3A,PDCD1,GZMK,CTLA4,KLRC2,TNFAIP3,IL6,CX3CR1,EOMES,NDUFA6,TLR4,IL8,CD39,MX1,STAT1,CD8B,CD38,FCGR3A,TIGIT,PRF1,LEF1,PRF1,CD68,CD28,TOX,USF2,CD2,FOXP3,CCR7,USF2,IFNA4,GZMH,CD8B,TLR4,CD28,IFNA17,ATP5D,HLA-DRA,CCL5,SDHC,OGDH,TGFB1,CD38,GZMB,IL10,TIGIT,ATP5F1B,GZMK,RORC,CD4,PDCD1,KLRD1,NFATC1,NCAM1,TBX21,CD3E,EOMES,MX1,TBX21,CXCL9,NCR1,TLR4
KLRC1,NCAM1,CX3CR1,CCR7,LAG3,FCGR3A,NKG2A,IFNG,CD4,CD69,IFNG,IL2,NKG7,CTLA4,HLA-DQA1,CD28,SOD1,CD226,KLRK1,GATA3,IL17A,CCL3,IRF3,GNLY,STAT1,KLRD1,CD3G,SDHB,IRF7,TFAM,CD38,IL10RB,IL17A,KIR2DL1,CTLA4,NDUFS2,UQCRB,NOD2,TNF,CTLA4,KLRD1,TIGIT,KLRD1,TNF,TNF,IL6,TBX21,NDUFA7,TLR2,IL12A,TOX,ISG15,STAT3,CD4,CD69,CD69,IFNG,GZMB,IL2RA,GZMB,IL1B,LCK,TCF7,KDM5A,CD28,IL2RA,CD28,EZR,IFNA6,PDCD1,CD4,TLR7,LCK,IFNA21,ATP5F1,HLA-DRB1,CXCL10,SDHD,ACO2,CD3E,LAG3,GZMA,IL6,HAVCR2,ATP6,GZMH,IL17A,KLRG1,LAG3,KLRC1,NFATC2,KLRK1,STAT1,CD4,TBX21,ISG15,KLRB1,PDCD1,FCGR3A,TLR9
LAMP1,FCGR3A,CD4,CD28,TIGIT,PDCD1,IFNG,TNF,CD8A,NCAM1,TNF,TGFB1,TNF,PDCD1,HLA-A,NCR1,GPX1,CD244,KLRC1,RORC,TLR2,CCL4,ISG15,FASLG,IRF7,KLRC1,CD28,COX4I1,KLRD1,NRF1,ENTPD1,IL4R,IL4,KIR2DL3,LAG3,NDUFS3,UQCRQ,NOD1,IFNG,CD27,NCR1,KLRD1,LAMP1,IL1B,IFNG,IL1B,WASF3,NDUFA8,TLR3,IL12B,PRF1,OAS1,STAT4,CD3E,CD28,AKAP1,TNF,IFNGR1,IL2RB,GZMA,CCL2,SMAD3,IL2,CD19,ICOS,CD25,LCK,CSK,IFNA7,HAVCR2,CCR7,TLR8,SMAD3,IFNA6,ATP5O,KLRK1,TLR4,IDH1,CD3D,NCR1,PDCD1,GZMK,IL1B,NCR1,COX1,FASLG,IL4,KLRC1,TBX21,KLRC2,TCF7,KLRC1,STAT3,NFKB1,FOXP3,ATP5A1,KLRC1,CTLA4,CTLA4,MYD88
IL2,NCR1,CD8A,LCK,CD244,CTLA4,TNF,GZMB,CD3E,FCGR3A,IL2,CCL2,IL1B,HAVCR2,HLA-C,NCR2,CAT,CD96,KLRC2,STAT1,TLR7,CCL5,ATP5A1,FAS,IFIT1,KLRC2,CTLA4,COX5A,KLRK1,NRF2,BTLA,TGFBR1,IFNA1,KIR3DL1,TIM3,NDUFS6,CYC1,NLRP3,IL1B,CD28,KLRC1,NCR1,FCGR3A,IL6,IL2,IFNA1,ATP5A1,NDUFA9,TLR9,IL23A,GZMB,IFIT1,STAT5A,CD3D,CD244,ATP5F1A,IL2,IFNGR2,IFNG,FCGR3A,CD86,CSK,IL10,MS4A1,GZMB,CD4,SMAD3,ACTB,IFNA10,LAG3,CD28,MAVS,CD4,IRF7,COX4I1,NDUFA3,MYD88,IDH2,CD3E,CD16,CTLA4,PRF1,IL18,PRF1,COX2,CD107A,IL13,KLRK1,EOMES,CD244,LEF1,KLRD1,CCR7,RELA,IL10,ATP5B,KLRD1,LAG3,TOX,TRAF6
IL21,NCR3,CD8B,SMAD3,CD247,LAG3,IL6,PRF1,PRF1,B3GAT1,STAT1,CXCL10,IL1A,LAG3,HLA-B,NCR3,NRF2,CD160,KLRF1,STAT3,TLR9,HLA-DRB1,ATP5B,IFNG,ISG15,KLRC3,PDCD1,CS,NCR1,PPARGC1B,TOX,TGFBR2,IFNB1,FCGR3A,TIGIT,ATP5A1,CYCS,IL1A,IL6,CD39,KLRC2,NCR3,NCR1,IFNG,IL4,IFNA4,ATP5B,NDUFA10,MYD88,IFNA1,FOXP3,DDX58,STAT5B,CD3G,COX4I1,NDUFA11,IL2RB,IL2RB,TNF,NDUFA2,IFNG,FYN,TGFB1,PAX5,PRF1,KLRF1,EZR,ITGB7,IFNA17,TIGIT,LCK,TICAM1,CD8A,STAT1,COX5A,NDUFA4,IRF7,IDH3A,CD4,CD56,TIGIT,GNLY,IL17A,GZMB,PDHA1,IFNG,CCL2,NCR1,GATA3,CD96,ID2,NCR1,SMAD3,IL2,TGFB1,COX7A2,NCR1,HAVCR2,EOMES,CXCL10
